DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
Roland,141264,,SPOT,,,06:59:15 26-Oct-2015,,,,,,,,,384,3.392,,0.164,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:34:55 26-Oct-2015,,,,,,,,,384,3.408,,0.152,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:35:57 26-Oct-2015,,,,,,,,,384,3.408,,0.184,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:18:56 26-Oct-2015,,,,,,,,,384,3.376,,0.212,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:19:42 26-Oct-2015,,,,,,,,,384,3.408,,0.188,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:23:47 26-Oct-2015,,,,,,,,,384,3.408,,0.156,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:24:51 26-Oct-2015,,,,,,,,,384,3.392,,0.176,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,12:45:32 26-Oct-2015,,,,,,,,,384,3.440,,0.152,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,12:46:17 26-Oct-2015,,,,,,,,,384,3.440,,0.156,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,21:03:51 27-Oct-2015,,,,,,,,,640,3.424,,0.164,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,19:42:02 28-Oct-2015,,1,33.7165,-105.7422,,,,,640,3.360,,0.208,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,19:44:03 28-Oct-2015,,1,33.7165,-105.7422,,,,,640,3.344,,0.060,-6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,19:44:53 28-Oct-2015,,1,33.7165,-105.7422,,,,,640,3.408,,0.164,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,19:45:39 28-Oct-2015,,1,33.7165,-105.7422,,,,,640,3.408,,0.164,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,20:01:17 28-Oct-2015,,1,41.7391,-68.1128,,,,,640,3.408,,0.152,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,20:06:05 28-Oct-2015,,1,41.7391,-68.1128,,,,,640,3.408,,0.156,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,20:06:55 28-Oct-2015,,1,41.7391,-68.1128,,,,,640,3.408,,0.148,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,20:07:40 28-Oct-2015,,1,41.7391,-68.1128,,,,,640,3.408,,0.156,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,20:08:27 28-Oct-2015,,1,41.7391,-68.1128,,,,,640,3.408,,0.148,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,00:20:56 29-Oct-2015,,B,41.7487,-68.1284,,,,,640,3.392,,0.204,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,00:58:49 29-Oct-2015,,B,41.7681,-68.1324,,,,,640,3.408,,0.200,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,01:02:12 29-Oct-2015,,A,41.7877,-68.1399,,,,,640,3.344,,0.228,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,01:02:58 29-Oct-2015,,A,41.7877,-68.1399,,,,,640,3.424,,0.160,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,06:17:38 29-Oct-2015,,B,41.8242,-68.1347,,,,,640,3.344,,0.216,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,07:58:22 29-Oct-2015,,2,41.7366,-67.9505,,,,,640,3.408,,0.148,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:00:46 29-Oct-2015,,2,41.7366,-67.9505,,,,,640,3.408,,0.148,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:01:44 29-Oct-2015,,2,41.7366,-67.9505,,,,,640,3.376,,0.196,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:02:43 29-Oct-2015,,2,41.7366,-67.9505,,,,,640,3.360,,0.220,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:04:06 29-Oct-2015,,2,41.7366,-67.9505,,,,,640,3.344,,0.232,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:07:14 29-Oct-2015,,2,41.7366,-67.9505,,,,,896,3.392,,0.164,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:53:10 29-Oct-2015,,1,41.7308,-67.9346,,,,,896,3.392,,0.176,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:54:54 29-Oct-2015,,1,41.7308,-67.9346,,,,,896,3.392,,0.180,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,08:57:12 29-Oct-2015,,1,41.7308,-67.9346,,,,,896,3.376,,0.180,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,09:02:24 29-Oct-2015,,1,41.7308,-67.9346,,,,,896,3.392,,0.184,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:31:57 29-Oct-2015,,B,41.7298,-67.8940,,,,,896,3.344,,0.220,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:34:08 29-Oct-2015,,B,41.7298,-67.8940,,,,,896,3.392,,0.164,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,10:40:35 29-Oct-2015,,B,41.7513,-67.8874,,,,,896,3.392,,0.164,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland,141264,,SPOT,,,11:41:44 29-Oct-2015,,B,41.7744,-67.9456,,,,,896,3.408,,0.168,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
