DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
165927,165927,,UT,,,09:28:01 19-Oct-2016,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,00:31:11 21-Oct-2016,00:31:12 21-Oct-2016,1,B,41.8008,-68.0370,CRC,,,,105,3.425,,,15.00,,,,,,,,,,,,,,255,32,,,,,,,,,0,,,
165927,165927,,UT,,,01:00:02 21-Oct-2016,,1,41.7701,-67.8581,,,,,,,,,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,01:02:19 21-Oct-2016,,1,41.7701,-67.8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,02:36:44 21-Oct-2016,,B,41.7960,-67.8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,18:54:24 21-Oct-2016,,B,41.7069,-67.8181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,21:14:42 21-Oct-2016,,B,41.6393,-67.5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,21:33:28 21-Oct-2016,,3,41.5938,-67.4634,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,21:35:07 21-Oct-2016,,3,41.5938,-67.4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,21:37:31 21-Oct-2016,,3,41.5938,-67.4634,,,,,,,,,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,21:39:11 21-Oct-2016,21:39:11 21-Oct-2016,0,3,41.5938,-67.4634,CRC,,,,450,3.425,,,16.75,,,,,,,,,,,,,,255,32,,,,,,,,,0,,,
165927,165927,,UT,,,18:40:21 22-Oct-2016,,0,41.4185,-66.9780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,18:41:06 22-Oct-2016,,0,41.4185,-66.9780,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,18:41:50 22-Oct-2016,,0,41.4185,-66.9780,,,,,,,,,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,18:42:35 22-Oct-2016,,0,41.4185,-66.9780,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,09:29:46 23-Oct-2016,,A,41.0953,-66.8669,,,,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,09:30:31 23-Oct-2016,,A,41.0953,-66.8669,,,,,,,,,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,09:34:27 23-Oct-2016,,A,41.0953,-66.8669,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:49:21 23-Oct-2016,,B,41.0978,-66.8286,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,11:07:35 23-Oct-2016,,0,41.0988,-66.8396,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,11:08:21 23-Oct-2016,,2,41.0804,-66.7814,,,,,,,,,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,11:09:06 23-Oct-2016,,0,41.0988,-66.8396,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,11:09:51 23-Oct-2016,11:09:50 23-Oct-2016,0,2,41.0804,-66.7814,CRC,,,,550,3.425,,,15.65,,,,,,,,,,,,,,255,30,,,,,,,,,0,,,
165927,165927,,UT,,,11:10:35 23-Oct-2016,,0,41.0988,-66.8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,11:11:25 23-Oct-2016,,2,41.0804,-66.7814,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,12:30:41 23-Oct-2016,,B,41.0429,-66.7545,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,12:43:36 23-Oct-2016,,B,41.0367,-66.7431,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,20:54:24 23-Oct-2016,,0,40.8951,-66.5494,,,,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,20:55:22 23-Oct-2016,,0,40.8951,-66.5494,,,,,,,,,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,20:56:13 23-Oct-2016,,0,40.8951,-66.5494,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,00:46:06 24-Oct-2016,,B,40.7906,-66.4938,,,,,,,,,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:41:00 24-Oct-2016,,1,40.5750,-66.3704,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:41:45 24-Oct-2016,,1,40.5750,-66.3704,,,,,,,,,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,1.00a,,10:42:44 24-Oct-2016,,1,40.5750,-66.3704,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:44:19 24-Oct-2016,,1,40.5750,-66.3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:45:09 24-Oct-2016,,1,40.5750,-66.3704,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165927,165927,,UT,,,10:48:14 24-Oct-2016,,2,40.5764,-66.3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
