DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
165927,165927,UT,Weak,30-Sep-2016,18:45:14,30-Sep-2016,18:45:25
165927,165927,UT,Strong,21-Oct-2016,00:31:11,21-Oct-2016,00:31:12
165927,165927,UT,Strong,26-Feb-2017,06:32:56,26-Feb-2017,06:31:56
