DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
165927,165927,UT,18:45:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 142.15,,,50,127,138,55,240,0,85,26,108,220,158,128,0,129,129,15,16,0,0,,,,,,,,,,,,,
165927,165927,UT,18:46:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 114.15,,,51,126,138,55,240,0,85,26,108,220,157,128,0,142,195,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,18:47:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 85.15,,,52,125,138,55,240,0,85,26,108,220,157,128,0,129,128,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,18:48:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 123.15,,,53,127,138,55,240,0,85,26,108,220,157,128,0,122,198,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,18:49:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 72.15,,,54,126,137,54,240,0,85,26,108,220,157,128,0,220,71,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,18:50:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 240.15,,,55,126,138,56,240,0,85,26,108,220,157,128,0,176,119,15,16,17,18,19,20,21,22,,,,,,,,,
165927,165927,UT,18:51:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 48.15,,,56,127,138,56,240,0,85,26,108,220,157,128,0,89,187,15,16,17,18,19,20,21,22,,,,,,,,,
165927,165927,UT,18:52:14 30-Sep-2016,,,2,47.6807,-122.1371,CRC 33.15,,,57,127,138,56,240,0,85,26,108,220,157,128,0,91,58,15,16,17,18,19,20,21,22,23,24,0,0,,,,,
165927,165927,UT,18:45:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 142.15,,,50,127,138,55,240,0,85,26,108,220,158,128,0,129,129,15,16,0,0,,,,,,,,,,,,,
165927,165927,UT,18:46:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 114.15,,,51,126,138,55,240,0,85,26,108,220,157,128,0,142,195,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,18:47:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 85.15,,,52,125,138,55,240,0,85,26,108,220,157,128,0,129,128,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,18:48:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 123.15,,,53,127,138,55,240,0,85,26,108,220,157,128,0,122,198,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,18:49:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 72.15,,,54,126,137,54,240,0,85,26,108,220,157,128,0,220,71,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,18:50:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 240.15,,,55,126,138,56,240,0,85,26,108,220,157,128,0,176,119,15,16,17,18,19,20,21,22,,,,,,,,,
165927,165927,UT,18:51:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 48.15,,,56,127,138,56,240,0,85,26,108,220,157,128,0,89,187,15,16,17,18,19,20,21,22,,,,,,,,,
165927,165927,UT,18:52:14 30-Sep-2016,,,2,47.6810,-122.1370,CRC 33.15,,,57,127,138,56,240,0,85,26,108,220,157,128,0,91,58,15,16,17,18,19,20,21,22,23,24,0,0,,,,,
165927,165927,UT,19:35:14 30-Sep-2016,,,A,47.6865,-122.1263,Length 19?,,Fast-GPS,101,127,202,56,240,0,85,26,108,220,157,128,0,136,39,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,19:36:14 30-Sep-2016,,,A,47.6865,-122.1263,Length 23?,20:20:28 31-Oct-2016,Fast-GPS,101,126,138,56,240,0,85,26,108,220,158,128,0,135,101,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,19:38:14 30-Sep-2016,,,A,47.6865,-122.1263,Length 23?,,Fast-GPS,101,127,138,23,240,0,93,58,120,220,158,192,0,93,212,15,16,1,3,79,148,21,22,,,,,,,,,
165927,165927,UT,19:35:14 30-Sep-2016,,,A,47.6860,-122.1260,Length 19?,,Fast-GPS,101,127,202,56,240,0,85,26,108,220,157,128,0,136,39,15,16,17,18,,,,,,,,,,,,,
165927,165927,UT,19:36:14 30-Sep-2016,,,A,47.6860,-122.1260,Length 23?,20:20:28 31-Oct-2016,Fast-GPS,101,126,138,56,240,0,85,26,108,220,158,128,0,135,101,15,16,17,18,19,20,0,0,,,,,,,,,
165927,165927,UT,19:38:14 30-Sep-2016,,,A,47.6860,-122.1260,Length 23?,,Fast-GPS,101,127,138,23,240,0,93,58,120,220,158,192,0,93,212,15,16,1,3,79,148,21,22,,,,,,,,,
165927,165927,UT,19:40:14 30-Sep-2016,,,B,47.6801,-122.1099,Length 27?,,Fast-GPS,105,127,138,55,240,0,85,26,108,220,157,128,0,171,90,15,16,17,18,19,20,21,22,23,24,16,0,,,,,
165927,165927,UT,19:40:14 30-Sep-2016,,,B,47.6800,-122.1100,Length 27?,,Fast-GPS,105,127,138,55,240,0,85,26,108,220,157,128,0,171,90,15,16,17,18,19,20,21,22,23,24,16,0,,,,,
165927,165927,UT,20:27:14 30-Sep-2016,,,2,47.6793,-122.1302,Length 23?,,Fast-GPS,152,126,138,55,240,0,85,26,108,220,157,127,0,85,25,15,16,17,18,19,20,21,22,,,,,,,,,
165927,165927,UT,20:28:14 30-Sep-2016,,,2,47.6793,-122.1302,Length 27?,,Fast-GPS,153,127,138,55,240,0,85,26,108,220,157,128,0,235,171,15,16,17,18,19,20,21,22,23,24,0,0,,,,,
165927,165927,UT,20:29:14 30-Sep-2016,,,2,47.6793,-122.1302,Length 27?,,Fast-GPS,154,127,138,56,240,0,85,26,108,220,157,127,0,159,168,15,16,17,18,19,20,21,22,23,24,0,0,,,,,
165927,165927,UT,20:30:14 30-Sep-2016,,,2,47.6793,-122.1302,Length 27?,,Fast-GPS,155,127,138,55,240,0,85,26,108,220,157,128,0,236,233,15,16,17,18,19,20,21,22,23,24,25,26,,,,,
165927,165927,UT,20:31:14 30-Sep-2016,,,2,47.6793,-122.1302,Length 27?,20:20:28 31-Aug-2015,Fast-GPS,156,126,138,56,240,0,85,26,108,220,158,128,0,218,93,15,16,17,18,19,20,21,22,23,24,25,26,,,,,
165927,165927,UT,20:27:14 30-Sep-2016,,,2,47.6790,-122.1300,Length 23?,,Fast-GPS,152,126,138,55,240,0,85,26,108,220,157,127,0,85,25,15,16,17,18,19,20,21,22,,,,,,,,,
