DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
165927,165927,UT,18:48:43 30-Sep-2016,Argos,2,47.6807,-122.1371,313,1046,93,95,,,,,,
165927,165927,UT,18:51:14 30-Sep-2016,Argos,2,47.6810,-122.1370,,,,,,,,,,
165927,165927,UT,19:35:14 30-Sep-2016,Argos,A,47.6860,-122.1260,,,,,,,,,,
165927,165927,UT,19:36:33 30-Sep-2016,Argos,A,47.6865,-122.1263,1555,5131,471,112,,,,,,
165927,165927,UT,19:40:13 30-Sep-2016,Argos,B,47.6801,-122.1099,,,,,,,,,,
165927,165927,UT,19:40:14 30-Sep-2016,Argos,B,47.6800,-122.1100,,,,,,,,,,
165927,165927,UT,20:28:13 30-Sep-2016,Argos,2,47.6793,-122.1302,414,1338,127,60,,,,,,
165927,165927,UT,20:28:14 30-Sep-2016,Argos,2,47.6790,-122.1300,,,,,,,,,,
165927,165927,UT,21:13:43 30-Sep-2016,Argos,3,47.6765,-122.1375,150,297,75,100,,,,,,
165927,165927,UT,21:18:14 30-Sep-2016,Argos,3,47.6760,-122.1370,,,,,,,,,,
165927,165927,UT,15:32:34 19-Oct-2016,Argos,B,41.3970,-68.7570,,,,,,,,,,
165927,165927,UT,15:34:49 19-Oct-2016,Argos,B,41.3973,-68.7569,187,630,55,103,,,,,,
165927,165927,UT,00:30:27 21-Oct-2016,Argos,B,41.8010,-68.0370,,,,,,,,,,
165927,165927,UT,00:30:49 21-Oct-2016,Argos,B,41.8008,-68.0370,13204,95716,1821,109,,,,,,
165927,165927,UT,00:58:07 21-Oct-2016,Argos,1,41.7701,-67.8581,674,4021,113,82,,,,,,
165927,165927,UT,01:02:19 21-Oct-2016,Argos,1,41.7700,-67.8580,,,,,,,,,,
165927,165927,UT,02:36:43 21-Oct-2016,Argos,B,41.7960,-67.8251,3580,5439,2356,83,,,,,,
165927,165927,UT,02:36:44 21-Oct-2016,Argos,B,41.7960,-67.8250,,,,,,,,,,
165927,165927,UT,18:54:23 21-Oct-2016,Argos,B,41.7069,-67.8181,9574,18403,4981,81,,,,,,
165927,165927,UT,18:54:24 21-Oct-2016,Argos,B,41.7070,-67.8180,,,,,,,,,,
165927,165927,UT,21:14:42 21-Oct-2016,Argos,B,41.6390,-67.5800,,,,,,,,,,
165927,165927,UT,21:15:40 21-Oct-2016,Argos,B,41.6393,-67.5799,2098,41983,104,106,,,,,,
165927,165927,UT,21:34:17 21-Oct-2016,Argos,3,41.5938,-67.4634,231,1309,40,85,,,,,,
165927,165927,UT,21:39:11 21-Oct-2016,Argos,3,41.5940,-67.4630,,,,,,,,,,
165927,165927,UT,22:20:07 21-Oct-2016,Argos,B,41.5896,-67.4352,969,1405,668,87,,,,,,
165927,165927,UT,22:20:07 21-Oct-2016,Argos,B,41.5900,-67.4350,,,,,,,,,,
165927,165927,UT,18:40:21 22-Oct-2016,Argos,0,41.4185,-66.9780,4413,85042,229,81,,,,,,
165927,165927,UT,18:41:50 22-Oct-2016,Argos,0,41.4190,-66.9780,,,,,,,,,,
165927,165927,UT,09:29:46 23-Oct-2016,Argos,A,41.0950,-66.8670,,,,,,,,,,
165927,165927,UT,09:30:08 23-Oct-2016,Argos,A,41.0953,-66.8669,2395,19636,292,69,,,,,,
165927,165927,UT,10:49:21 23-Oct-2016,Argos,B,41.0978,-66.8286,4777,8508,2682,79,,,,,,
165927,165927,UT,10:49:21 23-Oct-2016,Argos,B,41.0980,-66.8290,,,,,,,,,,
165927,165927,UT,11:09:16 23-Oct-2016,Argos,0,41.0988,-66.8396,3245,42481,247,111,,,,,,
165927,165927,UT,11:09:28 23-Oct-2016,Argos,2,41.0804,-66.7814,381,1396,104,96,,,,,,
165927,165927,UT,11:09:50 23-Oct-2016,Argos,0,41.0990,-66.8400,,,,,,,,,,
165927,165927,UT,11:10:35 23-Oct-2016,Argos,2,41.0800,-66.7810,,,,,,,,,,
