Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5171,165927,3,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:00:02,,,499,,,,,,,45,169,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,23,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:02:31,,,499,,,,,,,80,16,90,12,40,1,226,165,12,200,40,86,86,9,77,22,1,255,26,210,0,0,0,,,,,,,,,
5171,165927,3,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:03:17,,,499,,,,,,,30,92,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,3,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:05:07,,,499,,,,,,,64,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,23,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:06:51,,,499,,,,,,,70,80,90,12,40,1,230,120,188,31,35,198,140,7,142,34,243,128,232,226,195,161,129,,,,,,,,,
5171,165927,3,P,1,1,25-Oct-2016,18:00:02,39.8900,-65.6960,,401677282,-127,40,0,25-Oct-2016,18:08:21,,,499,,,,,,,42,173,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,23,K,2,2,25-Oct-2016,21:35:32,39.7810,-65.7120,,401677284,-123,58,0,25-Oct-2016,21:35:32,,,449,,,,,,,90,240,90,12,40,1,226,165,12,214,56,147,84,9,227,24,1,195,26,209,208,0,0,,,,,,,,,
5171,165927,3,K,2,2,25-Oct-2016,21:35:32,39.7810,-65.7120,,401677284,-123,58,0,25-Oct-2016,21:37:08,,,449,,,,,,,47,243,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,3,K,2,2,25-Oct-2016,21:35:32,39.7810,-65.7120,,401677284,-123,58,0,25-Oct-2016,21:38:55,,,449,,,,,,,10,16,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,165927,23,K,2,2,25-Oct-2016,21:35:32,39.7810,-65.7120,,401677284,-123,58,0,25-Oct-2016,21:39:40,,,449,,,,,,,79,176,90,12,40,1,226,165,12,214,122,151,152,9,237,25,109,37,180,7,155,177,43,,,,,,,,,
