DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
165927,165927,UT,DS,8,0,8,60,60,18:48:43 30-Sep-2016,MA,2,47.6807,-122.1371,47.6807,-122.1371,50,,401677250,-115
165927,165927,UT,DS,8,0,8,60,60,18:51:14 30-Sep-2016,A,2,47.6810,-122.1370,,,50,,401677250,-115
165927,165927,UT,DS,3,0,3,90,60,19:36:33 30-Sep-2016,NP,A,47.6865,-122.1263,47.6865,-122.1263,8,,401650000,-135
165927,165927,UT,DS,3,0,3,90,60,19:35:14 30-Sep-2016,P,A,47.6860,-122.1260,,,8,,401650000,-135
165927,165927,UT,DS,1,0,1,,,19:40:13 30-Sep-2016,MB,B,47.6801,-122.1099,47.6801,-122.1099,6,,401677256,-134
165927,165927,UT,DS,1,0,1,,,19:40:14 30-Sep-2016,B,B,47.6800,-122.1100,,,6,,401677256,-134
165927,165927,UT,DS,5,0,5,60,60,20:28:13 30-Sep-2016,MA,2,47.6793,-122.1302,47.6793,-122.1302,58,,401677258,-125
165927,165927,UT,DS,5,0,5,60,60,20:28:14 30-Sep-2016,A,2,47.6790,-122.1300,,,58,,401677258,-125
165927,165927,UT,DS,7,0,7,60,60,21:13:43 30-Sep-2016,NP,3,47.6765,-122.1375,47.6765,-122.1375,58,,401677257,-121
165927,165927,UT,DS,7,0,7,60,60,21:18:14 30-Sep-2016,P,3,47.6760,-122.1370,,,58,,401677257,-121
165927,165927,UT,DS,1,0,0,,,09:28:01 19-Oct-2016,NP,,,,,,,,401650000,-138
165927,165927,UT,DS,1,0,0,,,09:28:01 19-Oct-2016,NK,,,,,,,,401650000,-133
165927,165927,UT,DS,1,0,0,,,09:28:01 19-Oct-2016,P,,,,,,,,401650000,-138
165927,165927,UT,DS,1,0,0,,,09:28:01 19-Oct-2016,K,,,,,,,,401650000,-133
165927,165927,UT,DS,2,0,2,272,272,15:34:49 19-Oct-2016,MA,B,41.3973,-68.7569,46.8731,-97.2985,,,401677257,-131
165927,165927,UT,DS,2,0,2,272,272,15:32:34 19-Oct-2016,A,B,41.3970,-68.7570,,,,,401677257,-131
