DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
141195,141195,SPOT,DS,6,0,0,84,60,00:11:13 27-Jun-2014,K,,,,,,,,,
141195,141195,SPOT,DS,6,0,0,60,60,00:29:43 27-Jun-2014,N,3,47.6770,-122.1320,,,,,401677556,
141195,141195,SPOT,DS,4,1,0,,,01:54:43 27-Jun-2014,K,2,47.6750,-122.1390,,,,,401677554,
141195,141195,SPOT,DS,8,1,0,,,02:07:13 27-Jun-2014,R,3,47.6780,-122.1380,,,,,401677553,
141195,141195,SPOT,DS,7,2,0,,,03:05:43 27-Jun-2014,A,2,47.6770,-122.1380,,,,,401677555,
141195,141195,SPOT,DS,7,2,0,,,03:45:56 27-Jun-2014,R,3,47.6770,-122.1350,,,,,401677556,
141195,141195,SPOT,DS,4,0,0,80,60,04:00:43 27-Jun-2014,B,2,47.6770,-122.1370,,,,,401677557,
141195,141195,SPOT,DS,10,3,0,,,04:45:13 27-Jun-2014,A,3,47.6770,-122.1380,,,,,401677557,
141195,141195,SPOT,DS,1,0,0,,,05:24:13 27-Jun-2014,R,B,47.6770,-122.1390,,,,,401677557,
141195,141195,SPOT,DS,5,0,1,90,60,05:40:13 27-Jun-2014,B,3,47.6790,-122.1350,,,,,401677558,
141195,141195,SPOT,DS,1,0,0,,,00:27:58 13-Jul-2014,R,,,,,,,,,
141195,141195,SPOT,DS,1,0,0,,,08:03:28 13-Jul-2014,N,,,,,,,,,
141195,141195,SPOT,DS,2,0,0,54,54,09:38:09 13-Jul-2014,N,B,40.9370,-71.6920,,,,,401677558,
141195,141195,SPOT,DS,2,0,0,431,431,14:50:58 13-Jul-2014,A,B,42.0360,-75.4380,,,,,401677691,
141195,141195,SPOT,DS,2,0,0,51,51,16:55:32 13-Jul-2014,P,B,47.2580,-37.4260,,,,,401677558,
141195,141195,SPOT,DS,5,0,0,134,45,21:07:26 13-Jul-2014,N,2,40.5800,-71.1720,,,,,401677559,
141195,141195,SPOT,DS,3,0,1,44,44,22:14:02 13-Jul-2014,K,A,40.5770,-71.1910,,,,,401677560,
141195,141195,SPOT,DS,3,0,1,44,44,22:14:02 13-Jul-2014,R,A,40.5780,-71.1650,,,,,401677558,
141195,141195,SPOT,DS,2,0,0,418,418,01:22:36 14-Jul-2014,B,B,40.5460,-71.1080,,,,,401677565,
141195,141195,SPOT,DS,1,0,0,,,02:10:49 14-Jul-2014,A,B,40.5480,-71.1020,,,,,401677566,
141195,141195,SPOT,DS,1,0,0,,,06:55:49 14-Jul-2014,P,B,40.5290,-71.0850,,,,,401677567,
141195,141195,SPOT,DS,1,0,0,,,08:35:18 14-Jul-2014,P,B,40.5220,-71.0390,,,,,401677545,
141195,141195,SPOT,DS,2,0,0,47,47,08:49:35 14-Jul-2014,K,B,40.4280,-71.0110,,,,,401677534,
141195,141195,SPOT,DS,5,0,0,110,44,10:25:33 14-Jul-2014,K,1,40.4560,-70.8880,,,,,401677564,
141195,141195,SPOT,DS,1,0,0,,,12:51:15 14-Jul-2014,A,B,40.4540,-70.8120,,,,,401677577,
141195,141195,SPOT,DS,3,0,0,132,93,13:38:08 14-Jul-2014,B,A,40.4370,-70.9030,,,,,401677561,
141195,141195,SPOT,DS,2,0,0,44,44,14:22:36 14-Jul-2014,A,B,40.4250,-70.9100,,,,,401677562,
141195,141195,SPOT,DS,1,0,0,,,15:21:09 14-Jul-2014,B,B,40.4340,-70.9090,,,,,401677541,
141195,141195,SPOT,DS,4,0,0,44,44,18:29:49 14-Jul-2014,P,0,40.4550,-70.9240,,,,,401677565,
