DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
141195,141195,SPOT,05:40:13 27-Jun-2014,,,3,47.6790,-122.1350,Voltage: 3.94,05:40:13 27-Jun-2014,Status,1,146,246,67,55,94,154,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,22:14:02 13-Jul-2014,,,A,40.5770,-71.1910,Voltage: 1.39,22:14:02 13-Jul-2014,Status,1,149,87,107,97,59,54,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,22:14:02 13-Jul-2014,,,A,40.5780,-71.1650,Temperature: -50.43,22:14:02 13-Jul-2014,Status,1,24,223,199,80,184,29,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,00:09:07 15-Jul-2014,,,0,40.3460,-70.7390,Temperature: 67.56,00:09:07 15-Jul-2014,Status,2,169,213,64,81,7,167,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,08:26:30 15-Jul-2014,,,3,40.2720,-70.5740,Temperature: 58.45,08:26:30 15-Jul-2014,Status,2,152,213,47,113,107,137,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,08:29:37 15-Jul-2014,,,3,40.2720,-70.5740,Temperature: -41.36,08:29:37 15-Jul-2014,Status,2,124,214,56,9,28,53,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,08:32:04 15-Jul-2014,,,3,40.2720,-70.5740,Temperature: 96.59,08:32:04 15-Jul-2014,Status,2,150,210,89,65,79,219,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,13:15:26 15-Jul-2014,,,0,40.2890,-70.4570,Voltage: 2.50,13:15:26 15-Jul-2014,Status,3,146,156,158,196,227,114,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,10:44:47 16-Jul-2014,,,A,40.3720,-70.1100,Voltage: 1.36,10:44:47 16-Jul-2014,Status,3,162,85,51,78,151,11,,,,,,,,,,,,,,,,,,,,,,,,,
141195,141195,SPOT,16:46:49 17-Jul-2014,,,A,40.4890,-69.9020,Voltage: 2.35,16:46:49 17-Jul-2014,Status,5,147,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
