DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
141195,141195,SPOT,00:15:28 27-Jun-2014,Argos,2,47.6840,-122.1250,,,,,,,,,,
141195,141195,SPOT,00:29:43 27-Jun-2014,Argos,3,47.6770,-122.1320,,,,,,,,,,
141195,141195,SPOT,01:54:43 27-Jun-2014,Argos,2,47.6750,-122.1390,,,,,,,,,,
141195,141195,SPOT,01:54:43 27-Jun-2014,Argos,2,47.6750,-122.1390,,,,,,,,,,
141195,141195,SPOT,02:07:13 27-Jun-2014,Argos,3,47.6780,-122.1380,,,,,,,,,,
141195,141195,SPOT,03:05:43 27-Jun-2014,Argos,2,47.6770,-122.1380,,,,,,,,,,
141195,141195,SPOT,03:45:56 27-Jun-2014,Argos,3,47.6770,-122.1350,,,,,,,,,,
141195,141195,SPOT,03:45:56 27-Jun-2014,Argos,3,47.6770,-122.1350,,,,,,,,,,
141195,141195,SPOT,04:00:43 27-Jun-2014,Argos,2,47.6770,-122.1370,,,,,,,,,,
141195,141195,SPOT,04:00:43 27-Jun-2014,Argos,2,47.6770,-122.1370,,,,,,,,,,
141195,141195,SPOT,04:45:13 27-Jun-2014,Argos,3,47.6770,-122.1380,,,,,,,,,,
141195,141195,SPOT,05:24:13 27-Jun-2014,Argos,B,47.6770,-122.1390,,,,,,,,,,
141195,141195,SPOT,05:24:13 27-Jun-2014,Argos,B,47.6770,-122.1390,,,,,,,,,,
141195,141195,SPOT,05:40:13 27-Jun-2014,Argos,3,47.6790,-122.1350,,,,,,,,,,
141195,141195,SPOT,05:40:13 27-Jun-2014,Argos,3,47.6790,-122.1350,,,,,,,,,,
141195,141195,SPOT,09:38:09 13-Jul-2014,Argos,B,40.9370,-71.6920,,,,,,,,,,
141195,141195,SPOT,09:38:09 13-Jul-2014,Argos,B,40.9370,-71.6920,,,,,,,,,,
141195,141195,SPOT,14:50:58 13-Jul-2014,Argos,B,42.0360,-75.4380,,,,,,,,,,
141195,141195,SPOT,14:50:58 13-Jul-2014,Argos,B,42.0360,-75.4380,,,,,,,,,,
141195,141195,SPOT,16:55:32 13-Jul-2014,Argos,B,47.2580,-37.4260,,,,,,,,,,Lat > 4 deviations from mean
141195,141195,SPOT,21:07:26 13-Jul-2014,Argos,2,40.5800,-71.1720,,,,,,,,,,
141195,141195,SPOT,22:14:02 13-Jul-2014,Argos,A,40.5770,-71.1910,,,,,,,,,,
141195,141195,SPOT,22:14:02 13-Jul-2014,Argos,A,40.5780,-71.1650,,,,,,,,,,
141195,141195,SPOT,01:22:36 14-Jul-2014,Argos,B,40.5460,-71.1080,,,,,,,,,,
141195,141195,SPOT,02:10:49 14-Jul-2014,Argos,B,40.5480,-71.1020,,,,,,,,,,
141195,141195,SPOT,06:55:49 14-Jul-2014,Argos,B,40.5290,-71.0850,,,,,,,,,,
141195,141195,SPOT,08:35:18 14-Jul-2014,Argos,B,40.5220,-71.0390,,,,,,,,,,
141195,141195,SPOT,08:49:35 14-Jul-2014,Argos,B,40.4280,-71.0110,,,,,,,,,,
141195,141195,SPOT,08:49:35 14-Jul-2014,Argos,B,40.4280,-71.0110,,,,,,,,,,
141195,141195,SPOT,10:25:33 14-Jul-2014,Argos,1,40.4560,-70.8880,,,,,,,,,,
141195,141195,SPOT,12:51:15 14-Jul-2014,Argos,B,40.4540,-70.8120,,,,,,,,,,
141195,141195,SPOT,12:51:15 14-Jul-2014,Argos,B,40.4540,-70.8120,,,,,,,,,,
141195,141195,SPOT,13:38:08 14-Jul-2014,Argos,A,40.4370,-70.9030,,,,,,,,,,
141195,141195,SPOT,13:38:08 14-Jul-2014,Argos,A,40.4370,-70.9030,,,,,,,,,,
141195,141195,SPOT,14:22:36 14-Jul-2014,Argos,B,40.4250,-70.9100,,,,,,,,,,
141195,141195,SPOT,15:21:09 14-Jul-2014,Argos,B,40.4340,-70.9090,,,,,,,,,,
141195,141195,SPOT,18:29:49 14-Jul-2014,Argos,0,40.4550,-70.9240,,,,,,,,,,
141195,141195,SPOT,20:02:18 14-Jul-2014,Argos,B,40.4530,-70.9270,,,,,,,,,,
141195,141195,SPOT,23:26:39 14-Jul-2014,Argos,B,40.3960,-70.7320,,,,,,,,,,
141195,141195,SPOT,23:26:39 14-Jul-2014,Argos,B,40.3960,-70.7320,,,,,,,,,,
141195,141195,SPOT,23:27:48 14-Jul-2014,Argos,0,40.3520,-70.9080,,,,,,,,,,
141195,141195,SPOT,00:07:15 15-Jul-2014,Argos,0,40.3460,-70.7390,,,,,,,,,,
141195,141195,SPOT,00:07:15 15-Jul-2014,Argos,0,40.3460,-70.7390,,,,,,,,,,
141195,141195,SPOT,05:05:59 15-Jul-2014,Argos,B,40.3290,-70.5430,,,,,,,,,,
141195,141195,SPOT,06:44:02 15-Jul-2014,Argos,B,40.3110,-70.4400,,,,,,,,,,
141195,141195,SPOT,07:36:00 15-Jul-2014,Argos,B,40.2870,-70.5570,,,,,,,,,,
141195,141195,SPOT,07:36:00 15-Jul-2014,Argos,B,40.2870,-70.5570,,,,,,,,,,
