Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:11:13,,,420,,,,,,,0,148,212,66,54,106,138,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:13:13,,,420,,,,,,,0,148,213,66,54,106,141,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:14:13,,,420,,,,,,,0,148,213,66,54,102,143,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:15:13,,,420,,,,,,,0,147,213,66,54,102,145,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:17:13,,,420,,,,,,,0,147,213,66,54,102,148,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,K, ,1,27-Jun-2014,00:11:13,,,,,-119,50,0,27-Jun-2014,00:18:13,,,420,,,,,,,0,147,213,66,54,102,149,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,N,3,2,27-Jun-2014,00:29:43,47.6770,-122.1320,,401677556,-121,50,0,27-Jun-2014,00:27:13,,,300,,,,,,,0,146,213,66,54,90,157,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,N,3,2,27-Jun-2014,00:29:43,47.6770,-122.1320,,401677556,-121,50,0,27-Jun-2014,00:28:13,,,300,,,,,,,0,146,213,66,54,98,157,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,N,3,2,27-Jun-2014,00:29:43,47.6770,-122.1320,,401677556,-121,50,0,27-Jun-2014,00:29:13,,,300,,,,,,,0,146,213,67,54,98,157,,,,,,,,,,,,,,,,,,,,,,,,,
5171,141195,7,N,3,2,27-Jun-2014,00:29:43,47.6770,-122.1320,,401677556,-121,50,0,27-Jun-2014,00:30:13,,,300,,,,,,,0,145,213,67,54,98,157,,,,,,,,,,,,,,,,,,,,,,,,,
