"id","date","lon","lat","x","y","x.se","y.se","u","v","u.se","v.se"
"160424_2013_132346",2013-08-24,-69.834294234045,42.7163080333249,-7773.91807404153,5239.89567486833,4.13133073159193,4.08440959940381,0.471481240466497,0.0935583575640484,0.291693715437488,0.288086200613979
"160424_2013_132346",2013-08-25,-70.0589270201487,42.8615181038857,-7798.92408140607,5261.84296042507,0.365282057615276,0.259112332272557,-0.0363319027655012,-0.564981740357625,0.122455245134089,0.0835405027548086
"160424_2013_132346",2013-08-26,-69.9216655225713,43.1431685048199,-7783.64420139024,5304.56079932942,4.78164913790865,3.40995551066134,0.943392999863855,1.71978774321025,0.320248872317366,0.23277006055808
"160424_2013_132346",2013-08-27,-70.0715838290183,43.1677003321173,-7800.3330309245,5308.29089929869,7.61827906485255,7.1147035498388,-0.588960846747607,-0.0122817333717459,0.624853741390588,0.586271707388794
"160424_2013_132346",2013-08-28,-70.0832414328091,43.2290722447818,-7801.63074944237,5317.62920194262,1.77796534376842,1.64599524922396,0.191790955295815,-0.714111217261935,0.661496328272021,0.618703057331996
"160424_2013_132346",2013-08-29,-70.0700822344313,43.3425498850627,-7800.1658741797,5334.92084925171,0.764738204243854,0.597019381971324,0.27018855685938,-0.811372282493257,0.390779798423137,0.363647726272742
"160424_2013_132346",2013-08-30,-69.9684854602004,43.3894299745437,-7788.85617300608,5342.07390556628,0.933205276830029,0.522474434153714,-0.406194127553226,0.0404055316137814,0.129233232323598,0.0736494110610526
"160424_2013_132346",2013-08-31,-69.804524661243,43.4234890815241,-7770.60414035608,5347.27420622202,4.73349859054608,4.5777202793754,1.0371719447432,-0.422168361222827,0.734818661917879,0.725128119592874
"160424_2013_132346",2013-09-01,-69.4372713198576,43.2762307766505,-7729.72168540093,5324.81124326141,3.76890672650943,3.13189519551145,2.33157477245302,-0.171516670354235,0.522373304829489,0.44575559520994
"160424_2013_132346",2013-09-02,-69.2015274007233,42.9232537040119,-7703.47879236529,5271.18952602777,6.45689332813811,5.10521576595187,0.362815445978016,-2.47072625565566,1.09661708962766,1.05481342883226
"160424_2013_132346",2013-09-03,-69.4178754918422,42.6436048524916,-7727.56255170274,5228.92663269349,5.72785371900286,4.30944142585609,-1.32940175119217,-2.26766528051527,1.1405438633276,1.06434862122758
"160424_2013_132346",2013-09-04,-69.4022001252512,42.3776463234378,-7725.81757787584,5188.90990714453,3.26675110514751,3.19262393463407,0.781951709401943,-1.89202675865773,0.846502581589595,0.834029489917047
"160424_2013_132346",2013-09-05,-69.4319837622868,42.0485052895374,-7729.13307718461,5139.62222397617,4.80555857156448,4.63262270574445,0.388596612921092,-2.30630877573219,0.582220877962584,0.56345272274263
"160424_2013_132346",2013-09-06,-69.329483413993,41.9198423316907,-7717.72279060641,5120.42540345164,7.17766262301577,7.03132859533882,0.983288935109199,-0.517157035520829,0.718094818049939,0.704035468791866
"160424_2013_132346",2013-09-07,-69.1851600681899,41.7324290982002,-7701.65678924202,5092.53252851201,5.89144076358329,5.57170344626844,-1.0954338575088,-1.58798678840562,0.66002698010907,0.624598838073717
"160424_2013_132346",2013-09-08,-69.1815780935892,41.9019939591303,-7701.25804565344,5117.76546610648,0.381938564761706,0.276977230678987,1.48634016343521,1.48537453527639,0.08700866493619,0.0622934437003893
"160424_2013_132346",2013-09-09,-68.7944168128133,42.0406011217739,-7658.1594490226,5138.44177550603,0.379750784910103,0.26060562024715,1.75657521143195,0.124971515528427,0.0638399003741417,0.0374957827717874
"160424_2013_132346",2013-09-10,-68.5330369367253,41.9689241553266,-7629.06277431287,5127.74391928351,6.48308890239872,5.82010943856159,1.2671355345897,-0.459506783124752,0.321982265034327,0.28927247273386
"160424_2013_132346",2013-09-11,-67.916725215054,42.0894218526735,-7560.4552672865,5145.73527783711,2.86571565822718,2.61140417531808,1.15002092050192,2.32628177433319,0.279202786610556,0.254262220140598
"160424_2013_132346",2013-09-12,-67.2466942913234,42.2236929425701,-7485.86776604106,5165.82372918216,0.321819011854886,0.244980135389624,4.35904046370233,0.516266840133775,0.0297797097994925,0.0217082800076904
"160424_2013_132346",2013-09-13,-66.754607133739,41.8474055031835,-7431.08887423285,5109.63481097882,7.05551555717742,6.40504949579102,1.75842762857094,-2.50607195421174,0.379250758937464,0.344290878990712
"160424_2013_132346",2013-09-14,-65.8923349058789,41.6730347102388,-7335.10116890229,5083.70993125917,10.6340276804284,10.3394898151363,2.83291817881236,-2.24595455166056,0.995649001923274,0.970373102766351
"160424_2013_132346",2013-09-15,-66.0278716566642,41.2959576252471,-7350.18905098348,5027.88813775317,1.61676783205284,1.54256709780212,-1.6630615674479,-0.958512377789064,0.82407520326674,0.790581890652478
"160424_2013_132346",2013-09-16,-65.9011025012237,40.9105715353835,-7336.07717315155,4971.17125194867,6.47499304833587,6.25142019932073,1.44358630504198,-1.84155534503348,0.747077471401563,0.724181325514639
"160424_2013_132346",2013-09-17,-65.7020580238714,40.6145409856507,-7313.91964328748,4927.83062604604,8.64806081307647,8.18732319647492,0.904030192077867,-1.42812383627312,0.975610598809905,0.924455521982522
"160424_2013_132346",2013-09-18,-65.5035726969089,40.2947834319876,-7291.82435776008,4881.23305952367,3.27378517148801,2.9491366429859,0.843056036141416,-2.16058201560021,0.420037329913448,0.37814022975479
"160424_2013_132346",2013-09-19,-65.102222131098,40.1915815511554,-7247.14621714442,4866.24116979405,39.0014796078176,38.9021088570576,1.87430292720252,-0.605487536909365,1.63328213234154,1.63139057540171
"160424_2013_132346",2013-09-20,-64.5387832854617,40.1446711399021,-7184.42449175503,4859.43420883217,30.8560625116748,30.6412117253962,2.61340522402601,-0.28362337565354,1.25343382621201,1.25012753945447
"160424_2013_132346",2013-09-21,-63.9028683253245,39.963227131244,-7113.63476220473,4833.15015930883,14.9857008890449,14.3678824175128,2.99605870986765,-1.46466375580683,2.00943967760508,2.0075018301589
"160424_2013_132346",2013-09-22,-63.223279947233,39.4571850465294,-7037.98333000657,4760.21367581152,41.7433635477606,41.5095962586971,3.1521430077882,-3.03902014411977,1.54196094214766,1.53606130641342
"160424_2013_132346",2013-09-23,-62.5663838901866,38.8325539143894,-6964.85799543205,4670.91770601455,19.1251668405967,18.9753453718803,3.0468889401359,-3.72066540660615,1.3146048461981,1.3109833302213
"160424_2013_132346",2013-09-24,-62.081547390084,38.2657109268535,-6910.88624312263,4590.5644252185,28.2349035513319,28.1655006524756,1.73577830801817,-3.12231932369117,2.11652595501634,2.11145936367732
"160424_2013_132346",2013-09-25,-61.9860911679719,37.8920187024749,-6900.26010508407,4537.93692555993,50.6893375983526,50.5843557026137,0.442755754089373,-2.192812485662,1.62632509068246,1.62442201628699
"160424_2013_132346",2013-09-26,-61.870973458123,37.6865324675254,-6887.4452602424,4509.1128748202,33.6449125969439,33.5374256919697,0.5339518708857,-1.20100211404366,1.48009111914953,1.47913113099875
"160424_2013_132346",2013-09-27,-61.4841425133319,37.6269708522876,-6844.38343644517,4500.77309229222,12.6478141424454,12.5557382707869,2.27693126106455,-0.134845154829233,2.00696435990229,1.99606256608107
"160424_2013_132346",2013-09-28,-60.8765377559282,37.6041738138927,-6776.74518424742,4497.58284801999,32.0194511722435,30.8540263934775,2.81826049484448,-0.132926852197663,1.22036945235564,1.18210540355631
"160424_2013_132346",2013-09-29,-61.7623997921911,36.858675069725,-6875.3588950373,4393.79367285586,5.70432278669233,4.97117747209981,-4.10890462964003,-4.32454897269331,1.17865457006724,1.15316825818831
"160424_2013_132346",2013-09-30,-62.4867312254137,36.1368614090548,-6955.99110134921,4294.27059847923,4.67721628555911,4.57577620703455,-2.01369221447627,-3.73822682788619,1.04491312859221,1.02355129249614
"160424_2013_132346",2013-10-01,-62.4522290577094,35.4580220063551,-6952.1503376091,4201.51221203772,9.01513004944642,8.94559285929427,0.975329885278987,-3.78369450460757,1.07378584457413,1.06745085487316
"160424_2013_132346",2013-10-02,-62.1940453165039,34.7953946014864,-6923.409455007,4111.72768265644,5.82509265299349,4.99056909240955,1.40893555749307,-3.45657042748839,0.758066597125171,0.75241874359632
"160424_2013_132346",2013-10-03,-61.8497258024586,34.4378181145196,-6885.07998203329,4063.57962453842,10.6739481638771,10.6579860727374,1.06866836634862,-2.02700941442469,0.652869290652671,0.651548975362729
"160424_2013_132346",2013-10-04,-61.8388041006668,34.066982415127,-6883.86418375122,4013.86530825467,0.815617034210123,0.769434761972687,-0.17269481718122,-2.02847720750901,0.060360704714212,0.0563598566794527
"160424_2013_132346",2013-10-05,-61.9609480759749,33.6025461914301,-6897.46118888599,3951.91144968399,10.8329003936617,10.7757929757741,-0.589296368874462,-2.61191099789822,0.47846465657893,0.475865871774559
"160424_2013_132346",2013-10-06,-62.0538333534881,33.4554607149363,-6907.80113068095,3932.36125631444,9.87226516918606,6.2737973452967,-0.357404936750046,-0.147687648800914,0.662954788807907,0.421404921582998
"160424_2013_132346",2013-10-07,-62.3705202884277,32.846180371919,-6943.05455901931,3851.73091275681,7.53966361966055,5.61146122167588,-1.49594989504041,-3.43782862243021,0.489279221214585,0.347751512239362
"160424_2013_132346",2013-10-08,-62.3635043050669,32.1888611768608,-6942.27354332418,3765.36723049466,2.86392389374852,2.44686196367288,0.21354989397206,-2.33064030500433,0.236113639339754,0.211239498344162
"160424_2013_132346",2013-10-09,-63.1793965270379,31.6597104213736,-7033.09825001618,3696.30009454291,28.695650614797,28.5310977886987,-3.49013394361261,-2.61513210745292,2.01822117368841,2.0089021920898
"160424_2013_132346",2013-10-10,-63.4261348753082,31.2213432841643,-7060.5650373048,3639.38283348614,63.8269612038309,63.6441789547434,-1.144449472002,-2.37155254424033,2.06356608836303,2.06151919927307
"160424_2013_132346",2013-10-11,-63.3646126561386,30.8046396940068,-7053.71641519437,3585.52497549941,72.9138403174824,72.7250998110659,0.285359252958782,-2.24407741632183,1.77653574181439,1.7747750560071
"160424_2013_132346",2013-10-12,-63.1922887131058,30.3882285718726,-7034.53340160447,3531.94001413567,55.5368749852073,55.3272875398085,0.799292231269726,-2.23270672369744,1.86295739088399,1.86145628280929
"160424_2013_132346",2013-10-13,-63.1066218897867,29.9503554948705,-7024.99701445471,3475.84144294786,17.4330449122539,17.2021745954151,0.397349462930837,-2.33744046636714,1.89065695724374,1.88844381350121
"160424_2013_132346",2013-10-14,-63.1879702034419,29.5469201438171,-7034.0526673077,3424.37538959022,1.67235485417674,1.64830147324195,-0.26717522487502,-1.12681690553698,0.866372893964528,0.86198716637677
"160424_2013_132346",2013-10-15,-63.2534841926693,29.1402606845191,-7041.34565122832,3372.70760697965,3.49312561338702,3.46783706222098,-0.426048461787189,-2.13508284907174,0.894440172779193,0.890350117485752
"160424_2013_132346",2013-10-16,-63.2730228011572,28.7012059861948,-7043.52067917601,3317.15516406378,3.60705749111625,3.58675778174222,0.069684687353708,-2.23753666019677,0.874506220209547,0.870056556188922
"160424_2013_132346",2013-10-17,-63.3593868081384,28.3264321662541,-7053.13467645602,3269.92211173373,8.28202298478002,8.17876337585065,-0.599796663760272,-2.15921216697424,0.746856420667827,0.737795242178302
"160424_2013_132346",2013-10-18,-63.4381294625455,27.8980568444127,-7061.90026864833,3216.13915610336,6.32154523210703,5.180909577627,-0.418669473533041,-2.23980879100482,0.957567758640109,0.939937634313502
"160424_2013_132346",2013-10-19,-63.6197280821948,27.4783217844475,-7082.11573451646,3163.6492662704,4.78149957096196,4.61716226467202,-0.301772726410257,-2.19252058959995,1.02131020991778,0.9895637625956
"160424_2013_132346",2013-10-20,-63.8081476545182,27.0663630241355,-7103.09050536298,3112.32800850231,6.66253085285773,5.7179323497431,-1.17163200972634,-2.17000680796909,0.880894840076332,0.82052710493213
"160424_2013_132346",2013-10-21,-63.9931755096595,26.5491505490332,-7123.68771197989,3048.16321248559,8.17131703442262,7.27979299709613,-0.734347535554801,-2.9827451133874,0.774371389209215,0.737135324510854
"160424_2013_132346",2013-10-22,-64.1128005006714,26.0062722636586,-7137.00430506547,2981.12814416956,1.37756461906768,1.33869827292637,-0.382622238883453,-2.94564097772401,0.766809204348597,0.76631005461645
"160424_2013_132346",2013-10-23,-63.9754479513904,25.3944628452386,-7121.71428922036,2905.95549635998,4.94704295950177,4.78124596061272,0.609059798138069,-3.1529935233299,0.447411895406982,0.432123499396212
"160424_2013_132346",2013-10-24,-63.9094598308308,24.816021237246,-7114.36852524126,2835.23632681433,4.63670002798528,4.30348217132369,0.167029096842742,-2.87869867633678,0.35658645412124,0.330993106624905
"160424_2013_132346",2013-10-25,-63.9495468114138,24.3844270694989,-7118.8309875072,2782.68794376431,4.85490469896319,4.42514662099708,-0.673360770864366,-1.81033745132159,0.922066913264402,0.913699498483917
"160424_2013_132346",2013-10-26,-64.0747113556733,23.9542119296909,-7132.76424083954,2730.48771401931,5.46676566518973,5.34365618171442,-0.510858936369666,-2.28916669778285,0.394632283585153,0.383689988355713
"160424_2013_132346",2013-10-27,-64.0687898427734,23.5098834570342,-7132.1050610388,2676.75952772747,5.88979907258348,5.85199191048354,0.316271119928554,-2.28927831451004,0.407333936920091,0.404592003473971
"160424_2013_132346",2013-10-28,-64.0471240238814,23.0329455693701,-7129.69323311211,2619.29171624715,2.73616225441283,2.55134648859581,0.136497547705694,-2.28029552877851,0.585965497229486,0.547651518405148
"160424_2013_132346",2013-10-29,-64.0457193205301,22.5844045594441,-7129.53686225034,2565.43298835776,0.65645747171775,0.586250895495557,-0.0318558465631877,-2.51159536524484,0.587661743789592,0.56521471746164
"160424_2013_132346",2013-10-30,-64.0666623467196,22.1054997349625,-7131.86822926142,2508.12368055222,9.37880251257864,8.42213551981305,-0.260615370827329,-2.35969363750491,0.868223805306071,0.826146350042361
"160424_2013_132346",2013-10-31,-64.2491621712708,21.6361998525332,-7152.18401680032,2452.15440226113,3.94400927198061,3.67400942229942,-1.16773627529979,-2.28230606947097,0.296939249971717,0.276286134620092
"160424_2013_132346",2013-11-01,-64.2812811462718,21.0936842724036,-7155.75948474224,2387.68187014639,1.89975498666811,1.8761069973714,-0.177204746442897,-2.5619331045091,0.144296440002844,0.138359840558309
"160424_2013_132346",2013-11-02,-64.3276759016966,20.5629137036517,-7160.92412529161,2324.83529765593,4.10300605530585,3.47748061157182,-0.170881302046966,-2.56862806819851,0.357895305078916,0.317447085372839
"160424_2013_132346",2013-11-03,-64.5175412003689,20.0619012827585,-7182.05983365911,2265.7147760534,0.592573168134378,0.573732582750726,-0.787389452277423,-2.49438239814203,0.0524951203510546,0.047138043001867
"160424_2013_132346",2013-11-04,-64.6842663497972,19.580722116809,-7200.61959239591,2209.11423805225,7.94439895669239,7.90903070755661,-0.7007691676863,-2.35731037829143,0.530832315382493,0.528425578826204
"160424_2013_132346",2013-11-05,-64.885147745627,19.1293222579485,-7222.98160708952,2156.17200414177,6.92563846023894,5.28961844464165,-1.05022915071898,-2.13322275076917,0.92029419851272,0.880721533978958
"160424_2013_132346",2013-11-06,-65.068873633297,18.7347095213992,-7243.43387935049,2110.00993536148,51.9529475670227,51.4789264356523,-0.852178011295088,-1.92341953223499,2.11748566630964,2.1133433956416
"160424_2013_132346",2013-11-07,-65.2605578009592,18.4141767949631,-7264.77206328778,2072.59414675354,73.2975760786931,72.8575222728119,-0.889090997808727,-1.55899119172025,1.88541874597312,1.88055956705933
"160424_2013_132346",2013-11-08,-65.5108574963456,18.2000257042109,-7292.6352979239,2047.63564124548,65.3637933776044,64.7540538691809,-1.16096811025989,-1.03993772922495,1.74530588729353,1.73893488888245
"160424_2013_132346",2013-11-09,-65.870429967188,18.1245394767904,-7332.66272228136,2038.84542176485,24.7516058801177,22.9647520264073,-1.66780934864859,-0.366259144749091,2.02305543741577,2.01942520982592
"160424_2013_132346",2013-11-10,-66.3583682149139,18.1829176717162,-7386.97975955676,2045.64310811876,31.3520683758272,30.2899829724909,-2.4665786256798,0.499531356405686,2.11462606205233,2.11000856066151
"160424_2013_132346",2013-11-11,-66.9528441270753,18.3315633090453,-7453.15651538744,2062.96215241057,42.7577629907498,42.4330557669492,-2.75736482460341,0.721626843444622,1.40326557477154,1.39136546336341
"160424_2013_132346",2013-11-12,-67.4087049805809,18.2908190186502,-7503.90271347227,2058.21344812125,10.4714327268535,10.3845199984385,-2.11442491852656,-0.197862680769126,1.4908952289995,1.48135906076641
"160424_2013_132346",2013-11-13,-67.619547738964,17.8965604086472,-7527.37362197293,2012.32092679809,2.28055516500313,2.09683077029021,-0.696199093062371,-2.36990477100855,0.138203454391383,0.127384191911731
"160424_2013_132346",2013-11-14,-67.7939031667021,17.4362292148671,-7546.78277940578,1958.86769697441,0.578449749429457,0.502200173187315,-1.16620069314837,-2.25321798651459,0.0957369363508851,0.0888339471654985
"160424_2013_132346",2013-11-15,-68.1522476036298,17.1064735743869,-7586.67349965317,1920.66084498348,4.48586390469265,3.77712833598344,-1.67170512401229,-1.67183846502799,0.291675914345579,0.251222678727791
"160424_2013_132346",2013-11-16,-68.4009151018285,16.7759065435379,-7614.35503892949,1882.42867595084,7.08149806433014,6.58683185544626,-0.822148894111466,-1.35514803464117,0.537945302327447,0.500694763064524
"160424_2013_132346",2013-11-17,-68.2504005525642,16.5832765005787,-7597.5998359484,1860.18090375539,6.96722831208581,6.84210316999401,0.318501178427191,-1.7297431227243,0.736456600695709,0.72879949725565
"160424_2013_132346",2013-11-18,-68.2756691892825,16.5698220176936,-7600.41272772093,1858.62782617874,2.73595474189983,2.64596932081976,1.01663283093063,0.465025889793131,0.744099649182611,0.723250150946243
"160424_2013_132346",2013-11-19,-68.2037791664241,16.3449880757972,-7592.40996698321,1832.6909753009,2.53452038303809,2.3692268138477,-0.0737092203659532,-1.09147550999335,0.191013536234239,0.178413947236183
"160424_2013_132346",2013-11-20,-68.669551418755,16.4336741344159,-7644.25949693833,1842.91816890331,1.51606089375236,1.31683046517999,-2.35300978028961,0.589122287521746,0.131562238280109,0.106547577897285
"160424_2013_132346",2013-11-21,-69.124567566391,16.3925070922489,-7694.91166279589,1838.17023779354,6.14262801329538,6.01336387954403,-2.09076289356194,-0.11075259209532,0.404060085279322,0.395464109583277
"160424_2013_132346",2013-11-22,-69.6965524559412,16.4611042927653,-7758.58472944206,1846.08234512914,1.03169771439805,0.701216078419772,-2.54094060531907,-0.372215227443836,0.0798369879513342,0.0548664814728834
"160424_2013_132346",2013-11-23,-70.187807881685,16.3543946566399,-7813.27103328529,1833.77551016645,9.83264283344543,9.826944398871,-2.18003449189043,-0.543823873879715,0.62153392871352,0.621169252867427
"160424_2013_132346",2013-11-24,-70.51982353437,16.3943575342292,-7850.23084667758,1838.38363356083,8.65266127217268,8.44455127130529,-1.31907110749816,0.479422971582127,0.586636155265286,0.572433309792229
"160424_2013_132346",2013-11-25,-70.8131290270845,16.4632515587812,-7882.88146477343,1846.33005978978,6.90700893265721,5.53735429372216,-1.23972782927378,0.262159346359715,0.665713662241175,0.584783618108622
"160424_2013_132346",2013-11-26,-71.1079104942049,16.5943139235124,-7915.69638758857,1861.45505740895,8.16325644473845,7.39446542215995,-1.83052011820279,0.877385644052221,0.602780726034709,0.545374817809053
"160424_2013_132346",2013-11-27,-71.4280199033688,16.5561311180322,-7951.33080401483,1857.0475713021,2.38439935513393,2.36300561338129,-1.9024121264354,-0.0813760315558479,0.20842980612686,0.20401401891481
"160424_2013_132346",2013-11-28,-71.8179719844809,16.7473173664346,-7994.740071118,1879.12533818449,1.38378514990984,1.14758422503137,-1.76830616998611,1.24180178114157,0.0956451278301454,0.0792737343936683
"160424_2013_132346",2013-11-29,-72.2107515220745,17.0310959249563,-8038.46408923694,1911.93694435867,0.957820331620234,0.705201666759364,-2.25620869010885,1.25230694144721,0.512740266822563,0.502462572976598
"160424_2013_132346",2013-11-30,-72.6732493514889,17.0503102969948,-8089.94911210035,1914.160398525,1.18279604328501,1.14898593851064,-1.99748651840291,-0.361729802362442,0.0879317749407876,0.0835889185883154
"160424_2013_132346",2013-12-01,-73.0783137119537,16.9064348917725,-8135.04067044579,1897.51698594944,2.17349868707639,2.14170723460339,-1.86160127445373,-0.544923651956139,0.140062951520262,0.137518941886381
"160424_2013_132346",2013-12-02,-73.2873998850415,16.8109329202727,-8158.31603676583,1886.47648601808,5.54242180634678,4.32592512401258,-0.29854491558586,-0.775370811299256,0.424500776025473,0.339591246251368
"160424_2013_132346",2013-12-03,-73.5517325632933,16.624909050444,-8187.74141590885,1864.98732826629,36.8010813959055,36.4579357151591,-1.31579618870634,-0.904258625586268,1.6628420155857,1.65884770843887
"160424_2013_132346",2013-12-04,-74.0093882933319,16.4787822606255,-8238.68741873537,1848.1218080476,36.3147544195633,35.9929752984116,-2.12275011725621,-0.702730008505257,1.35623449101735,1.3502188420358
"160424_2013_132346",2013-12-05,-74.5790619997233,16.4449344958184,-8302.10320564917,1844.2170409313,6.87282768454928,6.67572504362205,-2.64232445422647,-0.162698629238479,1.38579773322297,1.37891757864022
"160424_2013_132346",2013-12-06,-74.8185603826654,16.3408090608998,-8328.76404368411,1832.20917134991,1.74604004543545,1.55465921444185,0.19873830279988,-1.16950514341442,0.343267817130408,0.316394708838411
"160424_2013_132346",2013-12-07,-75.3677139868098,16.4753383347688,-8389.89554326476,1847.72447616642,0.869661658370412,0.528627115065159,-3.23948441275776,0.881532050618133,0.483028682382492,0.4585634313131
"160424_2013_132346",2013-12-08,-75.7109163055577,16.140083943557,-8428.10065062684,1809.0795429039,1.82086817395064,1.64274286928287,-0.196684994276505,-2.13828536758099,0.513326060198061,0.506384262973228
"160424_2013_132346",2013-12-09,-75.7049110372595,15.7222119115941,-8427.43214721781,1761.00372422352,5.05929402655115,5.01986160984254,0.503596830114729,-1.76518199491294,0.328502120528844,0.325626100776894
"160424_2013_132346",2013-12-10,-75.6137767957996,15.377037063848,-8417.28712986466,1721.36707192262,5.1014991993483,4.86225182975229,0.540888286285622,-1.40603093711682,0.606708152140455,0.580985656113515
"160424_2013_132346",2013-12-11,-75.4748404324559,15.1977555811812,-8401.82080464456,1700.80638161227,3.64890717388314,3.57764036372465,1.06573722720583,-0.188942154071644,0.803591021545377,0.800994587781057
"160424_2013_132346",2013-12-12,-75.2782295677254,15.0505553889597,-8379.93418329835,1683.9381304846,4.1611804736334,3.99229513050561,1.91834545492916,-0.444370636386704,0.814681348551961,0.791126135566427
