DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
Johnny,141261,SPOT,DS,1,0,0,,,15:16:29 14-Oct-2015,MA,,,,,,,,401650000,
Johnny,141261,SPOT,DS,1,0,0,,,15:16:29 14-Oct-2015,A,,,,,,,,,
Johnny,141261,SPOT,DS,1,0,0,,,16:08:56 14-Oct-2015,MB,,,,,,,,401650000,-133
Johnny,141261,SPOT,DS,1,0,0,,,16:08:56 14-Oct-2015,B,,,,,,,,401650000,-133
Johnny,141261,SPOT,DS,1,0,0,,,16:48:12 14-Oct-2015,MA,,,,,,,,,
Johnny,141261,SPOT,DS,1,0,0,,,16:48:12 14-Oct-2015,A,,,,,,,,,
Johnny,141261,SPOT,DS,3,0,0,45,45,17:18:20 14-Oct-2015,NP,A,47.7655,-37.9536,41.6024,-68.5598,,,401677338,-124
Johnny,141261,SPOT,DS,3,0,0,45,45,17:18:20 14-Oct-2015,P,A,47.7650,-37.9540,,,,,401677338,-124
Johnny,141261,SPOT,DS,7,0,0,87,44,18:54:18 14-Oct-2015,NP,3,41.6089,-68.4634,41.6089,-68.4634,58,,401677436,-126
Johnny,141261,SPOT,DS,7,0,0,87,44,19:01:06 14-Oct-2015,P,3,41.6090,-68.4630,,,58,,401677436,-126
Johnny,141261,SPOT,DS,6,0,2,83,44,19:20:05 14-Oct-2015,NN,1,41.5969,-68.4334,41.5969,-68.4334,50,,401677439,-133
Johnny,141261,SPOT,DS,6,0,2,83,44,19:19:14 14-Oct-2015,N,1,41.5970,-68.4330,,,50,,401677439,-133
Johnny,141261,SPOT,DS,4,0,0,104,90,19:51:51 14-Oct-2015,NK,2,41.5929,-68.4157,41.5978,-68.4175,58,,401677437,-129
Johnny,141261,SPOT,DS,4,0,0,104,90,19:48:37 14-Oct-2015,K,2,41.5930,-68.4160,,,8,,401677435,-129
Johnny,141261,SPOT,DS,6,0,0,101,44,20:59:24 14-Oct-2015,NN,2,41.5553,-68.4019,41.5553,-68.4019,58,,401677436,-123
Johnny,141261,SPOT,DS,6,0,0,101,44,20:59:02 14-Oct-2015,N,2,41.5550,-68.4020,,,58,,401677436,-123
Johnny,141261,SPOT,DS,10,0,0,78,44,21:31:21 14-Oct-2015,NK,1,41.5457,-68.3470,41.5457,-68.3470,58,,401677437,-120
Johnny,141261,SPOT,DS,10,0,0,78,44,21:35:33 14-Oct-2015,K,1,41.5460,-68.3470,,,58,,401677436,-120
Johnny,141261,SPOT,DS,6,0,1,119,45,22:17:49 14-Oct-2015,SR,1,41.5109,-68.3967,41.5109,-68.3967,48,,401677436,-124
Johnny,141261,SPOT,DS,6,0,1,119,45,22:12:53 14-Oct-2015,R,1,41.5110,-68.3970,,,48,,401677436,-124
Johnny,141261,SPOT,DS,1,0,0,,,23:10:44 14-Oct-2015,NK,B,41.5233,-68.2839,41.5233,-68.2839,8,,401677429,-130
Johnny,141261,SPOT,DS,1,0,0,,,23:10:44 14-Oct-2015,K,B,41.5230,-68.2840,,,8,,401677429,-130
Johnny,141261,SPOT,DS,1,0,1,,,00:46:53 15-Oct-2015,MA,,,,,,,,401650000,
Johnny,141261,SPOT,DS,1,0,1,,,00:46:53 15-Oct-2015,A,,,,,,,,,
Johnny,141261,SPOT,DS,1,0,0,,,01:43:02 15-Oct-2015,MB,B,41.4406,-68.3443,41.4406,-68.3443,8,,401677440,-131
Johnny,141261,SPOT,DS,1,0,0,,,01:43:02 15-Oct-2015,B,B,41.4410,-68.3440,,,8,,401677440,-131
Johnny,141261,SPOT,DS,3,0,1,239,195,02:35:44 15-Oct-2015,MA,,,,,,,,401650000,
Johnny,141261,SPOT,DS,3,0,1,239,195,02:27:45 15-Oct-2015,A,,,,,,,,,
Johnny,141261,SPOT,DS,6,0,0,99,47,07:13:58 15-Oct-2015,NP,1,41.5335,-68.3659,41.5335,-68.3659,58,,401677435,-121
Johnny,141261,SPOT,DS,6,0,0,99,47,07:13:59 15-Oct-2015,P,1,41.5340,-68.3660,,,58,,401677435,-121
Johnny,141261,SPOT,DS,2,0,1,326,326,10:59:53 15-Oct-2015,NN,B,41.4942,-68.3266,41.4942,-68.3266,8,,401677450,-123
Johnny,141261,SPOT,DS,2,0,1,326,326,10:59:54 15-Oct-2015,N,B,41.4940,-68.3270,,,8,,401677451,-123
Johnny,141261,SPOT,DS,1,0,0,,,11:31:42 15-Oct-2015,NK,B,41.4973,-68.3675,41.4973,-68.3675,8,,401677426,-130
Johnny,141261,SPOT,DS,1,0,0,,,11:31:42 15-Oct-2015,K,B,41.4970,-68.3670,,,8,,401677427,-130
Johnny,141261,SPOT,DS,1,0,0,,,13:05:15 15-Oct-2015,NK,B,41.4867,-68.4137,41.4867,-68.4137,7,,401677447,-137
Johnny,141261,SPOT,DS,6,0,1,125,45,13:09:39 15-Oct-2015,MA,2,41.5313,-68.5283,41.5313,-68.5283,50,,401677437,-124
Johnny,141261,SPOT,DS,1,0,0,,,13:05:15 15-Oct-2015,K,B,41.4870,-68.4140,,,7,,401677447,-137
Johnny,141261,SPOT,DS,6,0,1,125,45,13:05:15 15-Oct-2015,A,2,41.5310,-68.5280,,,50,,401677437,-124
Johnny,141261,SPOT,DS,2,0,1,109,109,07:12:53 16-Oct-2015,NP,B,41.4333,-68.7601,41.4333,-68.7601,,,401677433,-126
Johnny,141261,SPOT,DS,2,0,1,109,109,07:11:59 16-Oct-2015,P,B,41.4330,-68.7600,,,,,401677433,-126
Johnny,141261,SPOT,DS,1,0,0,,,09:04:05 16-Oct-2015,SR,B,41.4029,-68.7547,41.4029,-68.7547,8,,401677433,-135
Johnny,141261,SPOT,DS,1,0,0,,,09:04:05 16-Oct-2015,R,B,41.4030,-68.7550,,,8,,401677433,-135
Johnny,141261,SPOT,DS,1,0,0,,,09:25:05 16-Oct-2015,NK,B,41.4073,-68.7425,41.4073,-68.7425,,,401677426,-135
Johnny,141261,SPOT,DS,1,0,0,,,09:25:06 16-Oct-2015,K,B,41.4070,-68.7420,,,,,401677426,-135
Johnny,141261,SPOT,DS,13,0,1,60,44,10:44:41 16-Oct-2015,SR,3,41.4298,-68.6605,41.4298,-68.6605,58,,401677436,-119
Johnny,141261,SPOT,DS,13,0,1,60,44,10:49:29 16-Oct-2015,R,3,41.4300,-68.6610,,,58,,401677437,-119
Johnny,141261,SPOT,DS,11,0,1,78,44,10:47:29 16-Oct-2015,NN,3,41.4344,-68.6623,41.4344,-68.6623,58,,401677438,-121
Johnny,141261,SPOT,DS,11,0,1,78,44,10:55:31 16-Oct-2015,N,3,41.4340,-68.6620,,,58,,401677438,-121
Johnny,141261,SPOT,DS,8,0,1,77,44,11:01:22 16-Oct-2015,NK,3,41.4333,-68.6563,41.4333,-68.6565,50,,401677437,-121
Johnny,141261,SPOT,DS,8,0,1,77,44,10:55:31 16-Oct-2015,K,3,41.4330,-68.6570,,,50,,401677437,-121
Johnny,141261,SPOT,DS,1,0,0,,,02:44:36 17-Oct-2015,MB,B,41.5552,-68.6058,41.5552,-68.6058,,,401677478,-129
Johnny,141261,SPOT,DS,1,0,0,,,02:44:37 17-Oct-2015,B,B,41.5550,-68.6060,,,,,401677478,-129
Johnny,141261,SPOT,DS,1,0,0,,,10:40:42 17-Oct-2015,NN,B,41.8261,-68.4103,41.8261,-68.4103,8,,401677326,-123
Johnny,141261,SPOT,DS,1,0,0,,,10:40:43 17-Oct-2015,N,B,41.8260,-68.4100,,,8,,401677327,-123
Johnny,141261,SPOT,DS,3,0,1,47,44,14:59:56 17-Oct-2015,MB,A,41.9417,-68.0714,41.9417,-68.0714,6,,401677434,-127
Johnny,141261,SPOT,DS,3,0,1,47,44,14:59:08 17-Oct-2015,B,A,41.9420,-68.0710,,,6,,401677434,-127
Johnny,141261,SPOT,DS,8,0,0,96,44,16:39:52 17-Oct-2015,NP,3,41.9447,-67.9962,41.9447,-67.9962,58,,401677437,-129
Johnny,141261,SPOT,DS,8,0,0,96,44,16:46:58 17-Oct-2015,P,3,41.9450,-67.9960,,,58,,401677437,-129
Johnny,141261,SPOT,DS,1,0,0,,,18:48:22 17-Oct-2015,NN,B,41.9717,-67.9187,41.9717,-67.9187,8,,401677442,-140
Johnny,141261,SPOT,DS,1,0,0,,,18:48:23 17-Oct-2015,N,B,41.9720,-67.9190,,,8,,401677442,-140
Johnny,141261,SPOT,DS,1,0,0,,,20:10:46 17-Oct-2015,NP,B,41.9847,-67.8797,41.9847,-67.8797,8,,401677440,-138
Johnny,141261,SPOT,DS,1,0,0,,,20:10:46 17-Oct-2015,P,B,41.9850,-67.8800,,,8,,401677440,-138
Johnny,141261,SPOT,DS,3,0,1,45,44,20:13:09 17-Oct-2015,NK,A,41.9963,-67.8938,41.9963,-67.8938,,,401677440,-130
Johnny,141261,SPOT,DS,3,0,1,45,44,20:13:08 17-Oct-2015,K,A,41.9960,-67.8940,,,,,401677440,-130
Johnny,141261,SPOT,DS,1,0,0,,,20:32:20 17-Oct-2015,NN,B,42.0007,-67.8715,42.0007,-67.8715,,,401677434,-128
Johnny,141261,SPOT,DS,1,0,0,,,20:32:21 17-Oct-2015,N,B,42.0010,-67.8710,,,,,401677434,-128
Johnny,141261,SPOT,DS,6,0,0,87,44,01:26:15 18-Oct-2015,MA,1,42.0331,-67.6446,42.0331,-67.6446,58,,401677437,-124
Johnny,141261,SPOT,DS,6,0,0,87,44,01:26:41 18-Oct-2015,A,1,42.0330,-67.6450,,,58,,401677437,-124
Johnny,141261,SPOT,DS,1,0,0,,,02:24:37 18-Oct-2015,MB,B,42.0434,-67.6053,42.0434,-67.6053,8,,401677437,-132
Johnny,141261,SPOT,DS,1,0,0,,,02:24:38 18-Oct-2015,B,B,42.0430,-67.6050,,,8,,401677437,-132
Johnny,141261,SPOT,DS,4,0,1,116,106,03:09:00 18-Oct-2015,MA,1,42.0290,-67.5867,42.0290,-67.5867,58,,401677437,-133
Johnny,141261,SPOT,DS,4,0,1,116,106,03:09:01 18-Oct-2015,A,1,42.0290,-67.5870,,,58,,401677437,-133
Johnny,141261,SPOT,DS,1,0,0,,,05:02:35 18-Oct-2015,NP,B,42.0388,-67.5199,42.0388,-67.5199,8,,401677427,-139
Johnny,141261,SPOT,DS,1,0,0,,,05:02:36 18-Oct-2015,P,B,42.0390,-67.5200,,,8,,401677427,-139
Johnny,141261,SPOT,DS,5,0,0,115,44,00:25:37 19-Oct-2015,MB,3,42.0516,-66.7398,42.0516,-66.7398,50,,401677436,-131
Johnny,141261,SPOT,DS,5,0,0,115,44,00:27:59 19-Oct-2015,B,3,42.0520,-66.7400,,,50,,401677436,-131
Johnny,141261,SPOT,DS,10,0,2,84,44,01:04:16 19-Oct-2015,MA,2,42.0328,-66.7176,42.0328,-66.7176,58,,401677437,-116
Johnny,141261,SPOT,DS,10,0,2,84,44,01:16:09 19-Oct-2015,A,2,42.0330,-66.7180,,,58,,401677437,-116
Johnny,141261,SPOT,DS,1,0,0,,,01:10:34 19-Oct-2015,SR,B,42.0322,-66.7198,42.0322,-66.7198,,,401677440,-139
Johnny,141261,SPOT,DS,1,0,0,,,01:10:35 19-Oct-2015,R,B,42.0320,-66.7200,,,,,401677440,-139
Johnny,141261,SPOT,DS,2,0,0,104,104,02:03:28 19-Oct-2015,MB,B,42.0107,-66.6825,42.0107,-66.6825,8,,401677444,-130
Johnny,141261,SPOT,DS,2,0,0,104,104,02:02:36 19-Oct-2015,B,B,42.0110,-66.6820,,,8,,401677444,-130
Johnny,141261,SPOT,DS,6,0,1,92,44,02:48:02 19-Oct-2015,MA,1,42.0037,-66.6947,42.0037,-66.6947,58,,401677439,-125
Johnny,141261,SPOT,DS,6,0,1,92,44,02:54:34 19-Oct-2015,A,1,42.0040,-66.6950,,,58,,401677439,-125
Johnny,141261,SPOT,DS,2,0,0,379,379,00:00:28 20-Oct-2015,MB,B,41.6534,-65.8712,41.6534,-65.8712,,,401677415,-135
Johnny,141261,SPOT,DS,2,0,0,379,379,00:00:29 20-Oct-2015,B,B,41.6530,-65.8710,,,,,401677415,-135
Johnny,141261,SPOT,DS,6,0,3,91,44,00:39:29 20-Oct-2015,SR,1,41.5568,-65.8812,41.5568,-65.8812,56,,401677438,-132
Johnny,141261,SPOT,DS,6,0,3,91,44,00:35:07 20-Oct-2015,R,1,41.5570,-65.8810,,,56,,401677438,-132
Johnny,141261,SPOT,DS,3,0,0,101,50,00:46:56 20-Oct-2015,MA,A,41.5492,-65.8721,41.5492,-65.8721,6,,401677437,-116
Johnny,141261,SPOT,DS,3,0,0,101,50,00:44:58 20-Oct-2015,A,A,41.5490,-65.8720,,,6,,401677437,-116
Johnny,141261,SPOT,DS,1,0,0,,,02:25:33 20-Oct-2015,MA,B,41.4581,-65.8548,41.4581,-65.8548,8,,401677441,-131
Johnny,141261,SPOT,DS,1,0,0,,,02:25:34 20-Oct-2015,A,B,41.4580,-65.8550,,,8,,401677441,-131
Johnny,141261,SPOT,DS,1,0,0,,,08:29:12 20-Oct-2015,NN,B,41.4564,-65.8554,41.4564,-65.8554,8,,401677442,-132
Johnny,141261,SPOT,DS,1,0,0,,,08:29:13 20-Oct-2015,N,B,41.4560,-65.8550,,,8,,401677442,-132
Johnny,141261,SPOT,DS,3,0,0,68,45,09:20:18 20-Oct-2015,NK,A,41.3698,-65.6619,41.3698,-65.6619,6,,401677419,-125
Johnny,141261,SPOT,DS,3,0,0,68,45,09:20:18 20-Oct-2015,K,A,41.3700,-65.6620,,,6,,401677419,-125
