DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
141261,141261,SPOT,Weak,14-Oct-2015,15:16:29,14-Oct-2015,15:16:29
141261,141261,SPOT,Weak,11-Jul-2016,00:00:00,11-Jul-2016,00:00:00
