DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
106746,106746,UT,Strong,18-Aug-2016,01:20:00,18-Aug-2016,01:20:00
106746,106746,UT,Strong,07-Jan-2017,13:00:17,07-Jan-2017,13:01:29
106746,106746,UT,Strong,15-Apr-2017,07:26:47,15-Apr-2017,07:28:33
