DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
106745,106745,UT,Strong,17-Aug-2016,22:47:02,17-Aug-2016,22:47:03
106745,106745,UT,Strong,29-May-2017,10:41:46,29-May-2017,10:43:08
