DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
106745,106745,,UT,,22:47:02 17-Aug-2016,22:47:03 17-Aug-2016,1,3,41.5326,-70.6677,CRC,,,,35,3.425,,,27.90,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
106745,106745,,UT,,,22:48:30 17-Aug-2016,,3,41.5326,-70.6677,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,22:49:13 17-Aug-2016,,3,41.5326,-70.6677,,,,,,,,,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,22:49:56 17-Aug-2016,,3,41.5326,-70.6677,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,22:51:23 17-Aug-2016,,3,41.5326,-70.6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,01:21:35 18-Aug-2016,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,18:59:31 28-Aug-2016,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,20:42:17 28-Aug-2016,,B,41.5093,-69.4325,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,20:43:51 28-Aug-2016,,B,41.5093,-69.4325,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,21:41:32 28-Aug-2016,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,22:25:14 28-Aug-2016,,A,41.5025,-69.3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,22:32:30 28-Aug-2016,,A,41.5025,-69.3821,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,00:48:50 29-Aug-2016,00:48:53 29-Aug-2016,3,,,,CRC,,,,60,3.375,,,21.25,,,,,,,,,,,,,,80,22,,,,,,,,,0,,,
106745,106745,,UT,,,01:43:00 29-Aug-2016,,B,41.4905,-69.3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,01:51:33 29-Aug-2016,,B,41.4905,-69.3468,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,02:39:47 29-Aug-2016,,B,41.6130,-69.4966,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,1.00a,,07:19:07 29-Aug-2016,,1,41.4010,-69.2180,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,07:28:26 29-Aug-2016,,1,41.4010,-69.2180,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,07:31:51 29-Aug-2016,,1,41.4010,-69.2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,10:49:20 29-Aug-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,11:02:16 29-Aug-2016,,1,41.4298,-69.1922,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106745,106745,,UT,,,11:03:00 29-Aug-2016,,1,41.4298,-69.1922,,,,,,,,,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
