DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
106745,106745,UT,DS,8,2,1,,,22:49:12 17-Aug-2016,SR,3,41.5326,-70.6677,39.0739,-58.1260,66,,401677402,-116
106745,106745,UT,DS,8,2,1,,,22:51:23 17-Aug-2016,R,3,41.5330,-70.6680,,,66,,401677402,-116
106745,106745,UT,DS,1,0,0,,,01:21:35 18-Aug-2016,MA,,,,,,,,401650000,-125
106745,106745,UT,DS,1,0,0,,,01:21:35 18-Aug-2016,A,,,,,,,,401650000,-125
106745,106745,UT,DS,1,0,0,,,18:59:31 28-Aug-2016,NP,,,,,,,,401650000,-132
106745,106745,UT,DS,1,0,0,,,18:59:31 28-Aug-2016,P,,,,,,,,401650000,-132
106745,106745,UT,DS,2,0,0,94,94,20:43:04 28-Aug-2016,NK,B,41.5093,-69.4325,47.7770,-35.4119,8,,401677407,-129
106745,106745,UT,DS,2,0,0,94,94,20:42:17 28-Aug-2016,K,B,41.5090,-69.4320,,,8,,401677407,-129
106745,106745,UT,DS,1,0,0,,,20:43:51 28-Aug-2016,NP,,,,,,,,401650000,-132
106745,106745,UT,DS,1,0,0,,,20:43:51 28-Aug-2016,P,,,,,,,,401650000,-132
106745,106745,UT,DS,1,0,0,,,21:41:32 28-Aug-2016,NN,,,,,,,,401650000,-127
106745,106745,UT,DS,1,0,0,,,21:41:32 28-Aug-2016,N,,,,,,,,401650000,-127
106745,106745,UT,DS,3,0,1,240,44,22:28:29 28-Aug-2016,NK,A,41.5025,-69.3821,39.0613,-82.7185,60,,401677402,-130
106745,106745,UT,DS,3,0,1,240,44,22:24:30 28-Aug-2016,K,A,41.5030,-69.3820,,,60,,401677402,-130
106745,106745,UT,DS,1,0,1,,,22:57:37 28-Aug-2016,NN,,,,,,,,401650000,-135
106745,106745,UT,DS,1,0,1,,,22:57:37 28-Aug-2016,N,,,,,,,,401650000,-135
106745,106745,UT,DS,1,0,0,,,00:48:53 29-Aug-2016,MA,,,,,,,,401650000,-127
106745,106745,UT,DS,1,0,0,,,00:48:53 29-Aug-2016,A,,,,,,,,401650000,-127
106745,106745,UT,DS,2,0,0,513,513,01:47:16 29-Aug-2016,MB,B,41.4905,-69.3468,40.4056,-74.8771,8,,401677407,-131
106745,106745,UT,DS,2,0,0,513,513,01:43:00 29-Aug-2016,B,B,41.4910,-69.3470,,,8,,401677407,-131
106745,106745,UT,DS,2,0,1,43,43,02:39:25 29-Aug-2016,MA,B,41.6130,-69.4966,34.3956,-98.5563,8,,401677407,-126
106745,106745,UT,DS,2,0,1,43,43,02:39:04 29-Aug-2016,A,B,41.6130,-69.4970,,,8,,401677407,-126
106745,106745,UT,DS,5,0,2,191,64,07:25:29 29-Aug-2016,NP,1,41.4010,-69.2180,38.3357,-54.1841,56,,401650000,-137
106745,106745,UT,DS,5,0,2,191,64,07:19:07 29-Aug-2016,P,1,41.4010,-69.2180,,,56,,401650000,-137
106745,106745,UT,DS,1,0,1,,,07:46:41 29-Aug-2016,SR,,,,,,,,401650000,-139
106745,106745,UT,DS,1,0,1,,,07:46:41 29-Aug-2016,R,,,,,,,,401650000,-139
106745,106745,UT,DS,1,0,0,,,10:49:20 29-Aug-2016,NK,,,,,,,,401650000,-137
106745,106745,UT,DS,1,0,0,,,10:49:20 29-Aug-2016,K,,,,,,,,401650000,-137
106745,106745,UT,DS,9,2,2,,,11:03:06 29-Aug-2016,SR,1,41.4298,-69.1922,36.2485,-95.6193,56,,401677408,-122
106745,106745,UT,DS,9,2,2,,,11:07:28 29-Aug-2016,R,1,41.4300,-69.1920,,,56,,401677408,-122
106745,106745,UT,DS,5,0,0,80,44,20:25:33 29-Aug-2016,NK,1,41.3573,-69.0699,50.5401,-22.6314,66,,401677417,-130
106745,106745,UT,DS,5,0,0,107,87,20:26:47 29-Aug-2016,K,1,41.3570,-69.0700,,,,,401650000,-130
106745,106745,UT,DS,5,0,0,65,43,20:32:34 29-Aug-2016,NP,1,41.3072,-69.1172,31.4260,-117.1730,68,,401650000,-135
106745,106745,UT,DS,5,0,0,65,43,20:30:24 29-Aug-2016,P,1,41.3070,-69.1170,,,68,,401650000,-135
106745,106745,UT,DS,3,0,0,44,43,21:25:24 29-Aug-2016,NN,A,41.2781,-69.0892,46.1612,-45.0254,6,,401677446,-125
106745,106745,UT,DS,3,0,0,44,43,21:25:26 29-Aug-2016,N,A,41.2780,-69.0890,,,6,,401677446,-125
