"deploy_id","date","argos_lc","lon","lat"
"160424_2016_141262",2016-08-28 00:00:00,"3",-69.4195,41.53533
"160424_2016_141262",2016-08-29 07:21:35,"2",-69.108,41.643
"160424_2016_141262",2016-08-29 07:25:16,"2",-69.1079,41.6432
"160424_2016_141262",2016-08-29 09:07:59,"B",-69.105,41.6409
"160424_2016_141262",2016-08-29 09:55:23,"2",-69.1092,41.6268
"160424_2016_141262",2016-08-29 09:55:38,"2",-69.109,41.627
"160424_2016_141262",2016-08-29 10:37:31,"1",-69.1249,41.6244
"160424_2016_141262",2016-08-29 10:47:26,"1",-69.125,41.624
"160424_2016_141262",2016-08-29 11:01:12,"B",-69.1249,41.6247
"160424_2016_141262",2016-08-29 11:37:19,"B",-69.1264,41.628
"160424_2016_141262",2016-08-29 13:11:22,"B",-69.133,41.631
"160424_2016_141262",2016-08-29 13:15:58,"B",-69.1339,41.6268
"160424_2016_141262",2016-08-29 14:08:41,"B",-69.1353,41.6268
"160424_2016_141262",2016-08-29 16:26:09,"B",-69.139,41.6247
"160424_2016_141262",2016-08-29 17:07:57,"B",-69.1303,41.6525
"160424_2016_141262",2016-08-29 18:56:47,"A",-69.1434,41.6934
"160424_2016_141262",2016-08-29 18:57:50,"A",-69.143,41.693
"160424_2016_141262",2016-08-29 23:10:11,"B",-69.086,41.781
"160424_2016_141262",2016-08-29 23:10:54,"B",-69.0858,41.7811
"160424_2016_141262",2016-08-29 23:42:25,"B",-69.0637,41.7837
"160424_2016_141262",2016-08-30 02:08:42,"B",-69.0684,41.8134
"160424_2016_141262",2016-08-30 07:15:46,"B",-69.0718,41.8743
"160424_2016_141262",2016-08-30 10:11:36,"A",-68.991,41.873
"160424_2016_141262",2016-08-30 10:13:05,"A",-68.9913,41.8728
"160424_2016_141262",2016-08-30 10:30:23,"A",-68.9851,41.8745
"160424_2016_141262",2016-08-30 11:22:17,"A",-68.9836,41.8814
"160424_2016_141262",2016-08-30 11:22:32,"A",-68.984,41.881
"160424_2016_141262",2016-08-30 11:52:51,"B",-68.976,41.8888
"160424_2016_141262",2016-08-30 13:03:21,"B",-68.965,41.907
"160424_2016_141262",2016-08-30 13:04:26,"B",-68.9646,41.9071
"160424_2016_141262",2016-08-31 00:27:33,"B",-68.8643,42.053
"160424_2016_141262",2016-08-31 01:52:35,"B",-68.9139,42.009
"160424_2016_141262",2016-08-31 03:34:20,"B",-68.9349,42.0222
"160424_2016_141262",2016-08-31 07:05:17,"0",-69.0751,42.0182
"160424_2016_141262",2016-08-31 07:05:40,"0",-69.075,42.018
"160424_2016_141262",2016-08-31 11:18:17,"B",-69.1177,42.0581
"160424_2016_141262",2016-09-01 11:03:52,"A",-69.141,42.01
"160424_2016_141262",2016-09-01 11:07:12,"B",-69.143,42.015
"160424_2016_141262",2016-09-01 14:42:11,"A",-69.169,42.015
"160424_2016_141262",2016-09-02 06:42:36,"B",-69.388,41.988
"160424_2016_141262",2016-09-02 10:40:38,"B",-69.228,41.823
"160424_2016_141262",2016-09-02 10:51:06,"B",-69.231,41.814
"160424_2016_141262",2016-09-02 12:20:37,"B",-69.23,41.803
"160424_2016_141262",2016-09-02 12:32:22,"B",-69.229,41.804
"160424_2016_141262",2016-09-03 00:29:15,"A",-69.329,41.687
"160424_2016_141262",2016-09-03 01:38:42,"B",-69.315,41.704
"160424_2016_141262",2016-09-03 14:53:30,"0",-69.145,41.56
"160424_2016_141262",2016-09-03 15:45:24,"B",-69.142,41.554
"160424_2016_141262",2016-09-04 01:17:52,"1",-69.197,41.39
"160424_2016_141262",2016-09-04 07:59:20,"B",-69.112,41.402
"160424_2016_141262",2016-09-04 09:33:29,"B",-69.106,41.39
"160424_2016_141262",2016-09-04 10:28:18,"B",-69.111,41.407
"160424_2016_141262",2016-09-04 11:17:21,"0",-69.079,41.422
"160424_2016_141262",2016-09-04 11:30:03,"0",-69.088,41.408
"160424_2016_141262",2016-09-04 12:07:04,"B",-69.073,41.417
"160424_2016_141262",2016-09-05 09:23:54,"B",-69.165,41.514
