"deploy_id","date","argos_lc","lon","lat"
"160424_2016_106748",2016-08-27 00:00:00,"3",-69.38033,41.09457
"160424_2016_106748",2016-08-28 02:56:12,"0",-69.1861,41.4879
"160424_2016_106748",2016-08-28 02:59:15,"0",-69.186,41.488
"160424_2016_106748",2016-08-28 09:21:27,"B",-69,41.571
"160424_2016_106748",2016-08-28 09:21:49,"B",-68.9996,41.5705
"160424_2016_106748",2016-08-28 10:07:37,"0",-69.0235,41.5113
"160424_2016_106748",2016-08-28 10:08:33,"0",-69.023,41.511
"160424_2016_106748",2016-08-28 14:26:32,"0",-68.9885,41.462
"160424_2016_106748",2016-08-28 14:31:53,"0",-68.988,41.462
"160424_2016_106748",2016-08-28 17:23:05,"0",-68.9935,41.4123
"160424_2016_106748",2016-08-28 17:24:56,"0",-68.993,41.412
"160424_2016_106748",2016-08-28 18:59:46,"0",-68.9686,41.3767
"160424_2016_106748",2016-08-28 19:01:36,"0",-68.969,41.377
"160424_2016_106748",2016-08-28 20:45:13,"A",-68.956,41.347
"160424_2016_106748",2016-08-28 20:46:18,"A",-68.9557,41.3468
"160424_2016_106748",2016-08-28 23:18:27,"1",-69.0292,41.3143
"160424_2016_106748",2016-08-28 23:18:57,"1",-69.029,41.314
"160424_2016_106748",2016-08-28 23:47:16,"1",-69.08,41.343
"160424_2016_106748",2016-08-28 23:47:54,"1",-69.0796,41.3433
"160424_2016_106748",2016-08-29 01:47:06,"1",-69.0193,41.3771
"160424_2016_106748",2016-08-29 01:47:28,"1",-69.019,41.377
"160424_2016_106748",2016-08-29 02:31:39,"B",-69.1,41.343
"160424_2016_106748",2016-08-29 02:32:00,"B",-69.1003,41.3435
"160424_2016_106748",2016-08-29 17:13:47,"0",-68.912,41.498
"160424_2016_106748",2016-08-29 17:14:30,"0",-68.9123,41.4977
"160424_2016_106748",2016-08-29 20:19:00,"B",-69.063,41.416
"160424_2016_106748",2016-08-29 20:20:06,"B",-69.0632,41.4158
"160424_2016_106748",2016-08-29 21:30:14,"B",-68.981,41.283
"160424_2016_106748",2016-08-29 21:30:36,"B",-68.9808,41.283
"160424_2016_106748",2016-08-30 02:08:28,"0",-68.6316,41.8427
"160424_2016_106748",2016-08-30 02:09:15,"0",-68.632,41.843
"160424_2016_106748",2016-08-30 08:51:27,"A",-68.9749,41.5556
"160424_2016_106748",2016-08-30 08:51:33,"A",-68.975,41.556
"160424_2016_106748",2016-08-30 17:02:39,"B",-68.996,41.807
"160424_2016_106748",2016-08-30 17:03:00,"B",-68.9963,41.8066
"160424_2016_106748",2016-08-30 18:37:27,"A",-69.097,41.716
"160424_2016_106748",2016-08-30 18:40:34,"A",-69.0967,41.7158
"160424_2016_106748",2016-08-30 22:39:36,"B",-68.859,41.979
"160424_2016_106748",2016-08-30 22:39:58,"B",-68.8589,41.9786
"160424_2016_106748",2016-08-31 07:03:51,"2",-69.1896,41.866
"160424_2016_106748",2016-08-31 07:04:38,"2",-69.19,41.866
"160424_2016_106748",2016-08-31 09:59:08,"0",-69.3036,41.8859
"160424_2016_106748",2016-08-31 10:00:17,"0",-69.304,41.886
"160424_2016_106748",2016-08-31 16:47:06,"B",-69.16,42
"160424_2016_106748",2016-08-31 16:48:44,"B",-69.1599,41.9997
"160424_2016_106748",2016-08-31 18:31:48,"0",-69.1885,42.0204
"160424_2016_106748",2016-08-31 18:34:43,"0",-69.189,42.02
"160424_2016_106748",2016-08-31 22:13:50,"0",-69.0359,41.9823
"160424_2016_106748",2016-08-31 22:17:07,"0",-69.036,41.982
"160424_2016_106748",2016-08-31 22:39:45,"1",-69.018,41.983
"160424_2016_106748",2016-08-31 22:41:02,"1",-69.0179,41.9827
"160424_2016_106748",2016-08-31 23:48:21,"B",-69.023,42.024
"160424_2016_106748",2016-08-31 23:49:14,"B",-69.0226,42.024
"160424_2016_106748",2016-09-01 22:27:39,"A",-68.902,41.937
"160424_2016_106748",2016-09-02 10:39:08,"1",-69.036,41.753
"160424_2016_106748",2016-09-02 10:42:36,"1",-69.035,41.755
"160424_2016_106748",2016-09-02 10:53:01,"2",-69.052,41.754
"160424_2016_106748",2016-09-03 23:45:53,"A",-69.34,41.344
"160424_2016_106748",2016-09-03 23:59:27,"A",-69.365,41.36
"160424_2016_106748",2016-09-04 00:29:58,"1",-69.335,41.347
"160424_2016_106748",2016-09-04 21:13:08,"0",-69.084,41.416
"160424_2016_106748",2016-09-04 21:48:16,"1",-69.081,41.42
"160424_2016_106748",2016-09-04 22:50:35,"2",-69.073,41.376
"160424_2016_106748",2016-09-05 19:12:52,"0",-68.839,41.465
"160424_2016_106748",2016-09-05 21:44:57,"1",-68.812,41.42
"160424_2016_106748",2016-09-06 17:21:50,"1",-68.44,41.735
"160424_2016_106748",2016-09-06 19:00:57,"3",-68.409,41.795
"160424_2016_106748",2016-09-08 16:58:22,"0",-67.164,42.163
"160424_2016_106748",2016-09-08 18:38:35,"1",-67.105,42.198
"160424_2016_106748",2016-09-09 18:23:16,"B",-66.579,42.281
"160424_2016_106748",2016-09-09 22:38:57,"B",-66.608,42.303
"160424_2016_106748",2016-09-10 18:16:49,"2",-66.659,42.282
"160424_2016_106748",2016-09-10 20:47:57,"B",-66.566,42.355
"160424_2016_106748",2016-09-12 22:37:38,"A",-66.901,42.294
"160424_2016_106748",2016-09-12 22:53:54,"A",-66.902,42.295
"160424_2016_106748",2016-09-13 00:48:53,"A",-66.908,42.357
"160424_2016_106748",2016-09-13 20:50:00,"B",-66.892,42.241
"160424_2016_106748",2016-09-14 19:13:42,"1",-66.569,42.243
"160424_2016_106748",2016-09-17 20:47:09,"B",-65.923,42.005
"160424_2016_106748",2016-09-20 06:32:08,"B",-66.394,42.356
"160424_2016_106748",2016-09-23 23:20:46,"B",-67.24,42.333
"160424_2016_106748",2016-09-25 18:47:25,"1",-66.819,42.324
"160424_2016_106748",2016-09-25 21:14:22,"B",-66.864,42.333
"160424_2016_106748",2016-09-25 22:30:17,"2",-66.908,42.281
"160424_2016_106748",2016-09-25 22:53:16,"2",-66.911,42.274
"160424_2016_106748",2016-09-27 23:18:49,"B",-66.425,42.235
"160424_2016_106748",2016-09-28 19:54:07,"A",-66.378,42.112
"160424_2016_106748",2016-09-28 21:12:18,"B",-66.369,42.068
"160424_2016_106748",2016-09-29 01:53:38,"B",-66.346,42.083
"160424_2016_106748",2016-09-29 18:01:29,"3",-65.83,41.799
"160424_2016_106748",2016-09-30 01:32:03,"1",-65.976,41.894
"160424_2016_106748",2016-10-01 07:57:27,"B",-64.88,42.146
"160424_2016_106748",2016-10-02 23:56:27,"A",-66.307,42.372
"160424_2016_106748",2016-10-03 00:28:03,"B",-66.31,42.379
"160424_2016_106748",2016-10-03 09:54:25,"2",-66.157,42.353
"160424_2016_106748",2016-10-03 11:33:50,"B",-66.068,42.321
"160424_2016_106748",2016-10-03 17:15:55,"B",-65.976,42.189
"160424_2016_106748",2016-10-04 11:23:01,"A",-65.672,41.72
"160424_2016_106748",2016-10-05 22:38:57,"A",-66.01,41.536
"160424_2016_106748",2016-10-10 17:37:44,"A",-65.715,41.862
"160424_2016_106748",2016-10-10 21:17:53,"B",-65.638,41.862
"160424_2016_106748",2016-10-11 08:42:30,"A",-65.751,41.874
"160424_2016_106748",2016-10-11 22:36:32,"2",-65.778,41.793
"160424_2016_106748",2016-10-14 07:08:33,"B",-65.784,41.468
"160424_2016_106748",2016-10-15 19:58:47,"B",-65.412,41.515
"160424_2016_106748",2016-10-18 21:13:41,"B",-63.964,41.288
"160424_2016_106748",2016-10-20 22:54:27,"B",-68.113,41.489
"160424_2016_106748",2016-10-22 11:16:54,"B",-68.249,41.912
"160424_2016_106748",2016-10-23 20:50:07,"A",-62.072,41.043
"160424_2016_106748",2016-10-24 18:16:31,"A",-61.79,41.381
"160424_2016_106748",2016-10-25 09:49:38,"B",-61.375,41.628
"160424_2016_106748",2016-10-26 22:00:00,"B",-60.327,41.881
"160424_2016_106748",2016-10-29 09:13:26,"B",-59.437,42.021
"160424_2016_106748",2016-10-30 05:41:30,"B",-58.766,41.922
"160424_2016_106748",2016-11-02 14:03:12,"B",-58.263,42.054
"160424_2016_106748",2016-11-02 22:20:11,"B",-57.693,41.793
"160424_2016_106748",2016-11-03 18:03:31,"B",-57.689,41.357
"160424_2016_106748",2016-11-03 21:16:41,"A",-57.691,41.273
"160424_2016_106748",2016-11-04 06:25:57,"A",-57.591,41.092
"160424_2016_106748",2016-11-07 09:14:37,"B",-59.389,40.378
"160424_2016_106748",2016-11-07 17:17:43,"1",-59.56,40.482
"160424_2016_106748",2016-11-07 19:01:20,"B",-59.572,40.52
"160424_2016_106748",2016-11-07 21:21:47,"B",-59.557,40.646
"160424_2016_106748",2016-11-07 22:59:46,"A",-59.639,40.593
"160424_2016_106748",2016-11-08 17:06:41,"B",-59.526,41.159
"160424_2016_106748",2016-11-09 08:38:09,"B",-59.476,41.466
"160424_2016_106748",2016-11-11 21:16:02,"B",-58.085,41.434
"160424_2016_106748",2016-11-12 00:01:29,"B",-58.121,41.505
