"deploy_id","date","argos_lc","lon","lat"
"160424_2015_141264",2015-10-21 00:00:00,"3",-69.44667,41.58733
"160424_2015_141264",2015-10-28 19:44:09,"1",-105.7422,33.7165
"160424_2015_141264",2015-11-02 21:56:22,"B",-67.0157,40.5123
"160424_2015_141264",2015-11-03 21:39:14,"B",-67.012,40.538
"160424_2015_141264",2015-11-03 21:54:02,"B",-67.0337,40.5111
"160424_2015_141264",2015-11-05 18:12:11,"A",-67.322,40.472
"160424_2015_141264",2015-11-05 18:13:09,"A",-67.3217,40.472
"160424_2015_141264",2015-11-05 19:48:57,"A",-67.342,40.461
"160424_2015_141264",2015-11-05 19:50:48,"A",-67.3422,40.4611
"160424_2015_141264",2015-11-05 20:07:21,"B",-67.3434,40.4604
"160424_2015_141264",2015-11-05 20:47:29,"B",-67.349,40.463
"160424_2015_141264",2015-11-05 20:47:52,"B",-67.3486,40.463
"160424_2015_141264",2015-11-05 21:50:58,"B",-67.354,40.465
"160424_2015_141264",2015-11-05 22:31:24,"B",-67.3546,40.4651
"160424_2015_141264",2015-11-06 10:34:43,"B",-67.4262,40.466
"160424_2015_141264",2015-11-06 11:24:43,"A",-67.2852,40.4858
"160424_2015_141264",2015-11-06 11:25:08,"A",-67.285,40.486
"160424_2015_141264",2015-11-06 11:48:37,"B",-67.2851,40.4858
"160424_2015_141264",2015-11-06 14:46:01,"B",-67.1813,40.5082
"160424_2015_141264",2015-11-06 15:33:32,"B",-67.234,40.507
"160424_2015_141264",2015-11-06 15:34:03,"B",-67.2339,40.5073
"160424_2015_141264",2015-11-06 19:44:20,"B",-67.248,40.504
"160424_2015_141264",2015-11-06 19:44:43,"B",-67.2478,40.5037
"160424_2015_141264",2015-11-06 19:54:25,"1",-67.2664,40.4792
"160424_2015_141264",2015-11-06 20:22:10,"B",-67.265,40.482
"160424_2015_141264",2015-11-06 20:23:41,"B",-67.265,40.4818
"160424_2015_141264",2015-11-08 19:13:46,"1",-67.2785,40.435
"160424_2015_141264",2015-11-08 19:34:54,"B",-67.2783,40.4348
"160424_2015_141264",2015-11-08 21:13:58,"B",-67.2736,40.4386
"160424_2015_141264",2015-11-08 21:20:42,"B",-67.2748,40.431
"160424_2015_141264",2015-11-09 05:55:20,"A",-67.1805,40.4988
"160424_2015_141264",2015-11-09 05:57:43,"A",-67.181,40.499
"160424_2015_141264",2015-11-09 09:20:04,"B",-67.1611,40.5104
"160424_2015_141264",2015-11-09 09:33:06,"B",-67.168,40.5049
"160424_2015_141264",2015-11-09 09:51:01,"B",-67.1612,40.4948
"160424_2015_141264",2015-11-09 10:59:53,"B",-67.1545,40.4992
"160424_2015_141264",2015-11-09 11:20:01,"B",-67.1518,40.5041
"160424_2015_141264",2015-11-09 12:47:53,"B",-67.1136,40.5145
"160424_2015_141264",2015-11-09 14:27:20,"B",-67.094,40.521
"160424_2015_141264",2015-11-09 15:23:45,"B",-67.1152,40.5141
"160424_2015_141264",2015-11-09 17:25:38,"A",-67.1296,40.5135
"160424_2015_141264",2015-11-09 17:27:31,"A",-67.13,40.513
"160424_2015_141264",2015-11-10 10:39:31,"B",-67.0644,40.5869
"160424_2015_141264",2015-11-10 10:57:01,"B",-67.097,40.597
"160424_2015_141264",2015-11-10 10:57:36,"B",-67.0968,40.5974
"160424_2015_141264",2015-11-10 15:04:59,"B",-67.0832,40.6105
"160424_2015_141264",2015-11-10 15:46:16,"B",-67.085,40.611
"160424_2015_141264",2015-11-10 18:58:27,"B",-67.0774,40.6202
"160424_2015_141264",2015-11-10 20:16:13,"B",-67.0806,40.615
"160424_2015_141264",2015-11-10 20:46:53,"B",-67.0745,40.623
"160424_2015_141264",2015-11-10 23:11:54,"A",-67.027,40.61
"160424_2015_141264",2015-11-10 23:12:13,"A",-67.0267,40.6099
"160424_2015_141264",2015-11-11 08:51:09,"B",-66.9919,40.64
"160424_2015_141264",2015-11-11 09:00:46,"B",-66.944,40.6488
"160424_2015_141264",2015-11-11 10:58:07,"B",-66.984,40.697
"160424_2015_141264",2015-11-11 10:59:34,"B",-66.9844,40.6971
"160424_2015_141264",2015-11-11 11:56:11,"B",-66.98,40.7031
"160424_2015_141264",2015-11-11 13:50:19,"B",-66.972,40.72
"160424_2015_141264",2015-11-11 15:34:25,"B",-67.0035,40.7123
"160424_2015_141264",2015-11-11 18:40:27,"B",-67.0059,40.703
"160424_2015_141264",2015-11-11 20:44:05,"B",-66.9967,40.7079
"160424_2015_141264",2015-11-11 21:36:17,"A",-66.969,40.688
"160424_2015_141264",2015-11-12 02:05:22,"B",-66.9535,40.6845
"160424_2015_141264",2015-11-12 05:23:09,"B",-66.998,40.7122
"160424_2015_141264",2015-11-12 10:47:39,"0",-66.888,40.659
"160424_2015_141264",2015-11-12 10:48:01,"0",-66.8884,40.6586
"160424_2015_141264",2015-11-12 11:26:24,"0",-66.9804,40.6657
"160424_2015_141264",2015-11-12 11:28:15,"0",-66.98,40.666
"160424_2015_141264",2015-11-12 11:36:49,"B",-66.9868,40.6658
"160424_2015_141264",2015-11-12 13:27:45,"B",-67.049,40.668
"160424_2015_141264",2015-11-12 14:21:21,"B",-67.0802,40.6687
"160424_2015_141264",2015-11-12 15:08:29,"A",-67.032,40.695
"160424_2015_141264",2015-11-12 15:08:42,"A",-67.0316,40.6946
"160424_2015_141264",2015-11-12 16:57:28,"B",-67.052,40.714
"160424_2015_141264",2015-11-12 18:30:25,"B",-67.0637,40.7157
"160424_2015_141264",2015-11-12 20:30:11,"B",-67.068,40.698
"160424_2015_141264",2015-11-12 20:31:07,"B",-67.0678,40.6978
"160424_2015_141264",2015-11-12 22:55:12,"B",-67.042,40.687
"160424_2015_141264",2015-11-13 00:12:50,"B",-67.072,40.6959
"160424_2015_141264",2015-11-13 06:49:15,"B",-67.1207,40.7088
"160424_2015_141264",2015-11-13 11:03:38,"2",-66.9949,40.6673
"160424_2015_141264",2015-11-13 11:06:20,"A",-66.9956,40.6687
"160424_2015_141264",2015-11-13 11:06:56,"A",-66.996,40.669
"160424_2015_141264",2015-11-13 11:08:28,"2",-66.995,40.667
"160424_2015_141264",2015-11-13 13:12:06,"1",-67.0353,40.6591
"160424_2015_141264",2015-11-13 13:14:01,"1",-67.035,40.659
"160424_2015_141264",2015-11-13 14:51:30,"B",-67.0283,40.6702
"160424_2015_141264",2015-11-13 16:29:49,"B",-66.9965,40.6586
"160424_2015_141264",2015-11-13 18:24:59,"B",-66.988,40.658
"160424_2015_141264",2015-11-13 19:58:42,"A",-66.9693,40.6245
"160424_2015_141264",2015-11-13 20:02:52,"A",-66.969,40.625
"160424_2015_141264",2015-11-13 20:19:23,"3",-67.0076,40.6551
"160424_2015_141264",2015-11-13 20:21:35,"3",-67.008,40.655
"160424_2015_141264",2015-11-13 20:46:02,"A",-67.0114,40.6549
"160424_2015_141264",2015-11-13 20:47:00,"A",-67.011,40.655
"160424_2015_141264",2015-11-13 21:36:27,"2",-67.0209,40.6583
"160424_2015_141264",2015-11-13 21:37:50,"2",-67.021,40.658
"160424_2015_141264",2015-11-14 00:54:27,"B",-67.0144,40.6481
"160424_2015_141264",2015-11-14 06:49:32,"B",-67.0056,40.6281
"160424_2015_141264",2015-11-14 10:16:17,"0",-66.9566,40.5915
"160424_2015_141264",2015-11-14 10:24:02,"0",-66.957,40.591
"160424_2015_141264",2015-11-14 10:32:26,"3",-66.9352,40.5851
"160424_2015_141264",2015-11-14 10:34:37,"3",-66.935,40.585
"160424_2015_141264",2015-11-14 10:37:00,"B",-66.9358,40.5849
"160424_2015_141264",2015-11-14 11:58:59,"B",-66.9306,40.5739
"160424_2015_141264",2015-11-14 12:15:57,"B",-66.9331,40.5769
