"deploy_id","date","argos_lc","lon","lat"
"160424_2016_106744",2016-08-27 00:00:00,"3",-69.29867,41.40433
"160424_2016_106744",2016-08-27 23:29:04,"0",-69.157,41.416
"160424_2016_106744",2016-08-27 23:29:35,"0",-69.1574,41.4156
"160424_2016_106744",2016-08-28 10:05:47,"B",-68.926,41.314
"160424_2016_106744",2016-08-28 10:06:09,"B",-68.926,41.3135
"160424_2016_106744",2016-08-28 11:06:13,"0",-69.1432,41.3101
"160424_2016_106744",2016-08-28 11:08:32,"0",-69.143,41.31
"160424_2016_106744",2016-08-28 20:49:15,"A",-69.3032,41.4194
"160424_2016_106744",2016-08-28 20:50:02,"A",-69.303,41.419
"160424_2016_106744",2016-08-28 22:07:49,"A",-69.049,41.407
"160424_2016_106744",2016-08-28 22:08:33,"A",-69.0486,41.4074
"160424_2016_106744",2016-08-28 22:30:29,"B",-69.0464,41.3606
"160424_2016_106744",2016-08-28 23:43:54,"0",-69.0242,41.4247
"160424_2016_106744",2016-08-28 23:45:50,"0",-69.024,41.425
"160424_2016_106744",2016-08-29 09:20:23,"B",-69.153,41.31
"160424_2016_106744",2016-08-29 09:20:48,"B",-69.1534,41.3096
"160424_2016_106744",2016-08-29 10:35:51,"B",-69.199,41.373
"160424_2016_106744",2016-08-29 10:36:20,"B",-69.1989,41.3727
"160424_2016_106744",2016-08-29 12:17:11,"B",-69.271,41.336
"160424_2016_106744",2016-08-29 12:17:34,"B",-69.2712,41.3359
"160424_2016_106744",2016-08-29 20:19:45,"1",-69.12,41.372
"160424_2016_106744",2016-08-29 20:22:29,"1",-69.1202,41.3723
"160424_2016_106744",2016-08-29 21:20:39,"0",-69.085,41.332
"160424_2016_106744",2016-08-29 21:24:27,"0",-69.0851,41.3317
"160424_2016_106744",2016-08-30 02:10:14,"B",-68.989,41.53
"160424_2016_106744",2016-08-30 02:14:13,"B",-68.9887,41.5296
"160424_2016_106744",2016-08-30 08:55:43,"0",-69.09,41.4893
"160424_2016_106744",2016-08-30 08:59:55,"0",-69.09,41.489
"160424_2016_106744",2016-08-30 10:12:55,"1",-69.161,41.503
"160424_2016_106744",2016-08-30 10:15:49,"1",-69.1609,41.5027
"160424_2016_106744",2016-08-30 21:13:10,"1",-69.2841,41.3668
"160424_2016_106744",2016-08-30 21:15:48,"1",-69.284,41.367
"160424_2016_106744",2016-08-30 22:41:28,"0",-69.321,41.366
"160424_2016_106744",2016-08-30 22:45:11,"0",-69.3212,41.3655
"160424_2016_106744",2016-08-30 22:53:22,"0",-69.3079,41.354
"160424_2016_106744",2016-08-30 22:57:59,"0",-69.308,41.354
"160424_2016_106744",2016-08-31 01:48:44,"B",-69.064,41.446
"160424_2016_106744",2016-08-31 01:50:09,"B",-69.0642,41.4464
"160424_2016_106744",2016-08-31 07:04:13,"0",-69.35,41.213
"160424_2016_106744",2016-08-31 07:05:25,"0",-69.3497,41.2126
"160424_2016_106744",2016-08-31 20:58:29,"2",-69.089,41.011
"160424_2016_106744",2016-08-31 21:02:03,"2",-69.0889,41.0112
"160424_2016_106744",2016-08-31 21:12:51,"1",-69.0968,40.986
"160424_2016_106744",2016-08-31 21:17:25,"1",-69.097,40.986
"160424_2016_106744",2016-08-31 22:13:18,"1",-69.0841,40.9905
"160424_2016_106744",2016-08-31 22:17:01,"1",-69.084,40.99
"160424_2016_106744",2016-08-31 22:42:11,"1",-69.076,41.002
"160424_2016_106744",2016-08-31 22:42:34,"1",-69.0763,41.0019
"160424_2016_106744",2016-08-31 22:52:05,"1",-69.08,40.9982
"160424_2016_106744",2016-09-01 18:15:57,"0",-68.852,41.293
"160424_2016_106744",2016-09-01 20:48:42,"0",-68.785,41.435
"160424_2016_106744",2016-09-02 01:10:11,"0",-68.858,41.458
"160424_2016_106744",2016-09-02 02:48:06,"A",-68.417,41.481
