"deploy_id","date","argos_lc","lon","lat"
"160424_2015_141270",2015-10-21 00:00:00,"3",-69.44483,41.59717
"160424_2015_141270",2015-10-23 09:29:16,"A",-41.997,35.3782
"160424_2015_141270",2015-10-26 22:01:34,"2",-68.428,41.695
"160424_2015_141270",2015-10-26 23:10:59,"2",-68.4112,41.6864
"160424_2015_141270",2015-10-27 00:02:49,"B",-68.411,41.674
"160424_2015_141270",2015-10-27 00:03:12,"B",-68.4112,41.6738
"160424_2015_141270",2015-10-27 00:21:34,"1",-68.3915,41.6831
"160424_2015_141270",2015-10-27 00:24:53,"1",-68.392,41.683
"160424_2015_141270",2015-10-27 00:55:12,"1",-68.4141,41.6898
"160424_2015_141270",2015-10-27 01:03:42,"1",-68.414,41.69
"160424_2015_141270",2015-10-27 01:40:32,"2",-68.4175,41.692
"160424_2015_141270",2015-10-27 02:37:23,"B",-68.42,41.711
"160424_2015_141270",2015-10-27 02:38:11,"B",-68.4196,41.7109
"160424_2015_141270",2015-10-27 03:22:44,"0",-68.466,41.7176
"160424_2015_141270",2015-10-27 03:27:27,"0",-68.466,41.718
"160424_2015_141270",2015-10-27 06:43:05,"2",-68.5379,41.7158
"160424_2015_141270",2015-10-27 06:49:07,"2",-68.538,41.716
"160424_2015_141270",2015-10-28 02:16:05,"B",-68.584,41.404
"160424_2015_141270",2015-10-28 02:16:57,"B",-68.5839,41.4044
"160424_2015_141270",2015-10-28 06:28:38,"2",-68.8434,41.2677
"160424_2015_141270",2015-10-28 06:33:21,"2",-68.843,41.268
"160424_2015_141270",2015-10-29 07:57:14,"B",-69.231,41.011
"160424_2015_141270",2015-10-29 07:58:21,"B",-69.2311,41.0109
"160424_2015_141270",2015-10-29 10:33:04,"0",-69.0678,40.6625
"160424_2015_141270",2015-10-29 10:38:12,"0",-69.068,40.662
"160424_2015_141270",2015-10-29 16:42:32,"B",-69.3117,40.4867
"160424_2015_141270",2015-10-29 17:45:26,"B",-69.24,40.548
"160424_2015_141270",2015-10-30 07:47:39,"0",-69.1004,40.3471
"160424_2015_141270",2015-10-30 07:48:55,"0",-69.1,40.347
"160424_2015_141270",2015-10-30 11:31:52,"2",-68.8933,40.1302
"160424_2015_141270",2015-10-30 11:37:58,"2",-68.893,40.13
"160424_2015_141270",2015-10-30 11:42:46,"A",-68.8933,40.1213
"160424_2015_141270",2015-10-30 11:42:59,"A",-68.893,40.121
"160424_2015_141270",2015-10-30 11:49:48,"B",-68.892,40.126
"160424_2015_141270",2015-10-30 13:53:02,"B",-68.875,40.112
"160424_2015_141270",2015-10-30 13:53:26,"B",-68.875,40.1124
"160424_2015_141270",2015-10-30 19:22:38,"B",-68.848,40.027
"160424_2015_141270",2015-11-01 14:02:05,"1",-68.8383,39.7186
"160424_2015_141270",2015-11-01 14:49:24,"B",-68.8352,39.7067
"160424_2015_141270",2015-11-01 15:41:34,"3",-68.8392,39.7063
"160424_2015_141270",2015-11-01 17:13:33,"2",-68.8636,39.69
"160424_2015_141270",2015-11-01 17:15:18,"2",-68.864,39.69
"160424_2015_141270",2015-11-01 22:58:19,"B",-68.8824,39.6218
"160424_2015_141270",2015-11-03 16:37:58,"B",-69.3891,39.6319
"160424_2015_141270",2015-11-03 16:51:00,"A",-69.3842,39.6254
"160424_2015_141270",2015-11-03 16:51:40,"A",-69.384,39.625
"160424_2015_141270",2015-11-03 19:55:31,"2",-69.3992,39.6389
"160424_2015_141270",2015-11-03 20:10:09,"2",-69.3944,39.6221
"160424_2015_141270",2015-11-03 20:17:15,"2",-69.394,39.622
"160424_2015_141270",2015-11-03 20:32:55,"1",-69.3999,39.6153
"160424_2015_141270",2015-11-03 23:16:52,"2",-69.432,39.627
"160424_2015_141270",2015-11-03 23:17:21,"2",-69.4317,39.6269
"160424_2015_141270",2015-11-04 01:30:21,"B",-69.4474,39.6215
"160424_2015_141270",2015-11-04 02:12:16,"0",-69.456,39.598
"160424_2015_141270",2015-11-04 02:12:39,"0",-69.4563,39.5981
"160424_2015_141270",2015-11-04 13:49:30,"1",-69.6192,39.5317
"160424_2015_141270",2015-11-04 13:49:56,"1",-69.619,39.532
"160424_2015_141270",2015-11-04 16:39:01,"2",-69.6643,39.5347
"160424_2015_141270",2015-11-04 16:44:28,"2",-69.664,39.535
"160424_2015_141270",2015-11-04 22:47:57,"B",-69.752,39.5
"160424_2015_141270",2015-11-05 10:15:50,"B",-69.7198,39.4899
"160424_2015_141270",2015-11-05 11:55:19,"1",-69.7348,39.4728
"160424_2015_141270",2015-11-05 11:56:28,"1",-69.735,39.473
"160424_2015_141270",2015-11-05 12:01:13,"1",-69.7373,39.4766
"160424_2015_141270",2015-11-05 12:09:28,"1",-69.737,39.477
"160424_2015_141270",2015-11-05 12:32:29,"A",-69.7435,39.4802
"160424_2015_141270",2015-11-05 12:33:16,"A",-69.744,39.48
"160424_2015_141270",2015-11-05 12:40:41,"0",-69.7355,39.481
"160424_2015_141270",2015-11-05 12:42:19,"0",-69.736,39.481
"160424_2015_141270",2015-11-05 13:29:57,"B",-69.7378,39.4785
"160424_2015_141270",2015-11-05 15:14:38,"B",-69.7378,39.4803
"160424_2015_141270",2015-11-05 15:58:33,"2",-69.7423,39.4898
"160424_2015_141270",2015-11-06 12:19:27,"1",-69.6671,39.4366
"160424_2015_141270",2015-11-06 12:20:22,"1",-69.667,39.437
"160424_2015_141270",2015-11-06 18:05:14,"B",-69.678,39.447
"160424_2015_141270",2015-11-06 18:05:38,"B",-69.6782,39.4472
"160424_2015_141270",2015-11-07 02:57:08,"2",-69.6766,39.3894
"160424_2015_141270",2015-11-07 02:57:42,"2",-69.677,39.389
"160424_2015_141270",2015-11-07 10:55:05,"A",-69.7313,39.4027
"160424_2015_141270",2015-11-07 10:57:01,"A",-69.731,39.403
"160424_2015_141270",2015-11-07 21:20:54,"1",-69.7863,39.4619
"160424_2015_141270",2015-11-07 21:31:39,"1",-69.8048,39.4553
"160424_2015_141270",2015-11-07 21:35:25,"2",-69.8001,39.4556
"160424_2015_141270",2015-11-07 21:39:03,"2",-69.8,39.456
"160424_2015_141270",2015-11-08 07:47:58,"1",-69.8325,39.4235
"160424_2015_141270",2015-11-08 07:49:08,"1",-69.832,39.424
"160424_2015_141270",2015-11-08 08:43:07,"0",-69.8732,39.4203
"160424_2015_141270",2015-11-08 08:43:31,"0",-69.873,39.42
"160424_2015_141270",2015-11-08 09:44:43,"3",-69.8843,39.3951
"160424_2015_141270",2015-11-08 09:47:57,"3",-69.884,39.395
"160424_2015_141270",2015-11-08 09:50:06,"3",-69.8828,39.3962
