"deploy_id","date","argos_lc","lon","lat"
"160424_2015_141261",2015-10-13 00:00:00,"3",-69.27583,41.32127
"160424_2015_141261",2015-10-14 17:18:20,"A",-37.9536,47.7655
"160424_2015_141261",2015-10-19 00:25:37,"3",-66.7398,42.0516
"160424_2015_141261",2015-10-19 00:27:59,"3",-66.74,42.052
"160424_2015_141261",2015-10-19 01:04:16,"2",-66.7176,42.0328
"160424_2015_141261",2015-10-19 01:10:34,"B",-66.7198,42.0322
"160424_2015_141261",2015-10-19 01:16:09,"2",-66.718,42.033
"160424_2015_141261",2015-10-19 02:02:36,"B",-66.682,42.011
"160424_2015_141261",2015-10-19 02:03:28,"B",-66.6825,42.0107
"160424_2015_141261",2015-10-19 02:48:02,"1",-66.6947,42.0037
"160424_2015_141261",2015-10-19 02:54:34,"1",-66.695,42.004
"160424_2015_141261",2015-10-20 00:00:28,"B",-65.8712,41.6534
"160424_2015_141261",2015-10-20 00:39:29,"1",-65.8812,41.5568
"160424_2015_141261",2015-10-20 00:46:56,"A",-65.8721,41.5492
"160424_2015_141261",2015-10-20 02:25:34,"B",-65.855,41.458
"160424_2015_141261",2015-10-20 08:29:12,"B",-65.8554,41.4564
"160424_2015_141261",2015-10-20 09:20:18,"A",-65.6619,41.3698
"160424_2015_141261",2015-10-20 10:01:37,"2",-65.6195,41.3619
"160424_2015_141261",2015-10-20 10:19:53,"3",-65.629,41.3631
"160424_2015_141261",2015-10-20 10:57:39,"2",-65.5917,41.3559
"160424_2015_141261",2015-10-20 13:10:14,"B",-65.4817,41.2928
"160424_2015_141261",2015-10-21 10:30:59,"B",-64.4013,40.7337
"160424_2015_141261",2015-10-21 14:21:19,"B",-65.029,40.881
"160424_2015_141261",2015-10-21 14:23:30,"B",-65.0295,40.8806
"160424_2015_141261",2015-10-22 10:10:45,"B",-65.208,41.029
"160424_2015_141261",2015-10-22 10:13:32,"B",-65.208,41.0293
"160424_2015_141261",2015-10-22 11:25:12,"B",-65.321,40.976
"160424_2015_141261",2015-10-22 11:26:02,"B",-65.3206,40.9755
"160424_2015_141261",2015-10-22 11:47:20,"A",-65.3406,40.9795
"160424_2015_141261",2015-10-22 19:28:01,"B",-65.355,40.93
"160424_2015_141261",2015-10-22 19:31:13,"B",-65.3549,40.9302
"160424_2015_141261",2015-10-22 21:23:46,"B",-65.3322,40.8885
"160424_2015_141261",2015-10-22 21:38:21,"B",-65.3316,40.8868
"160424_2015_141261",2015-10-23 01:25:52,"B",-65.431,40.878
"160424_2015_141261",2015-10-23 01:26:37,"B",-65.4308,40.8783
"160424_2015_141261",2015-10-23 02:18:18,"B",-65.416,40.8662
"160424_2015_141261",2015-10-23 03:06:39,"B",-65.424,40.865
"160424_2015_141261",2015-10-23 03:07:24,"B",-65.4241,40.865
"160424_2015_141261",2015-10-23 08:50:50,"B",-65.423,40.8666
"160424_2015_141261",2015-10-23 09:43:30,"1",-65.4839,41.0327
"160424_2015_141261",2015-10-23 10:28:17,"B",-65.4955,41.0773
"160424_2015_141261",2015-10-23 13:51:08,"B",-65.5496,41.279
"160424_2015_141261",2015-10-23 14:36:42,"B",-65.5267,41.1789
"160424_2015_141261",2015-10-23 15:26:25,"B",-65.471,41.108
"160424_2015_141261",2015-10-23 15:26:46,"B",-65.4705,41.1083
"160424_2015_141261",2015-10-24 01:07:47,"0",-65.3235,40.9465
"160424_2015_141261",2015-10-24 08:09:29,"B",-65.24,40.912
"160424_2015_141261",2015-10-25 09:12:44,"A",-65.191,41.112
"160424_2015_141261",2015-10-25 09:13:10,"A",-65.1906,41.1118
"160424_2015_141261",2015-10-25 13:55:54,"B",-65.0081,41.101
"160424_2015_141261",2015-10-25 14:37:05,"B",-64.9971,41.1117
"160424_2015_141261",2015-10-25 16:55:42,"2",-64.8993,41.1855
"160424_2015_141261",2015-10-25 18:58:47,"B",-64.8473,41.2124
"160424_2015_141261",2015-10-26 10:13:04,"2",-64.5941,41.3494
"160424_2015_141261",2015-10-26 10:27:29,"A",-64.59,41.3485
"160424_2015_141261",2015-10-27 00:03:25,"A",-64.2704,41.5134
"160424_2015_141261",2015-10-27 00:54:16,"B",-64.2513,41.524
"160424_2015_141261",2015-10-27 01:48:53,"B",-64.2406,41.5298
"160424_2015_141261",2015-10-27 08:23:49,"B",-64.0708,41.6285
"160424_2015_141261",2015-10-27 10:31:40,"B",-64.0332,41.6117
"160424_2015_141261",2015-10-27 12:25:20,"B",-63.9548,41.6264
"160424_2015_141261",2015-10-27 14:07:28,"1",-63.8603,41.6958
"160424_2015_141261",2015-10-27 15:44:47,"B",-63.8037,41.7182
"160424_2015_141261",2015-10-27 18:13:37,"B",-63.7038,41.7458
"160424_2015_141261",2015-10-28 00:34:01,"B",-63.7723,41.7117
"160424_2015_141261",2015-10-28 09:27:57,"2",-63.0928,41.6222
"160424_2015_141261",2015-10-28 10:10:57,"B",-63.066,41.626
"160424_2015_141261",2015-10-29 19:28:11,"0",-62.0007,40.9332
"160424_2015_141261",2015-10-29 21:30:24,"A",-61.9741,40.9042
"160424_2015_141261",2015-10-29 21:57:28,"3",-61.9597,40.8933
"160424_2015_141261",2015-10-29 22:45:33,"B",-61.938,40.888
"160424_2015_141261",2015-10-30 01:35:05,"B",-61.857,40.863
"160424_2015_141261",2015-10-30 08:14:48,"B",-61.688,40.8087
"160424_2015_141261",2015-10-30 12:55:21,"3",-61.4364,40.7706
"160424_2015_141261",2015-10-30 13:50:32,"2",-61.3928,40.7818
"160424_2015_141261",2015-10-30 14:43:04,"2",-61.3637,40.7897
"160424_2015_141261",2015-10-30 15:57:22,"0",-61.3327,40.8016
"160424_2015_141261",2015-10-31 05:54:31,"1",-60.9158,40.6781
"160424_2015_141261",2015-10-31 07:36:45,"3",-60.8454,40.6741
"160424_2015_141261",2015-10-31 09:29:27,"B",-60.7778,40.6742
"160424_2015_141261",2015-10-31 09:52:03,"0",-60.7638,40.6755
