"deploy_id","date","argos_lc","lon","lat"
"160424_2016_165928",2016-10-18 00:00:00,"3",-69.33333,41.46667
"160424_2016_165928",2016-10-19 21:47:54,"B",-68.662,41.196
"160424_2016_165928",2016-10-19 21:48:19,"B",-68.6621,41.1963
"160424_2016_165928",2016-10-19 22:25:05,"2",-68.625,41.168
"160424_2016_165928",2016-10-19 22:25:20,"2",-68.6245,41.1675
"160424_2016_165928",2016-10-20 07:33:20,"B",-68.6519,41.0198
"160424_2016_165928",2016-10-20 09:20:22,"B",-68.6133,41.1987
"160424_2016_165928",2016-10-20 12:20:56,"B",-68.597,41.245
"160424_2016_165928",2016-10-20 12:21:21,"B",-68.5971,41.2453
"160424_2016_165928",2016-10-20 22:04:07,"B",-68.5274,41.3633
"160424_2016_165928",2016-10-21 00:51:44,"B",-68.5444,41.3817
"160424_2016_165928",2016-10-21 07:26:43,"B",-68.358,41.535
"160424_2016_165928",2016-10-21 08:33:32,"B",-68.3498,41.555
"160424_2016_165928",2016-10-21 09:03:19,"2",-68.3172,41.5773
"160424_2016_165928",2016-10-21 09:03:30,"2",-68.317,41.577
"160424_2016_165928",2016-10-21 10:20:58,"3",-68.3276,41.5798
"160424_2016_165928",2016-10-21 10:22:20,"3",-68.328,41.58
"160424_2016_165928",2016-10-21 11:25:36,"0",-68.3284,41.5724
"160424_2016_165928",2016-10-21 11:27:57,"0",-68.328,41.572
"160424_2016_165928",2016-10-21 11:49:22,"B",-68.326,41.575
"160424_2016_165928",2016-10-21 11:49:57,"B",-68.3257,41.5754
"160424_2016_165928",2016-10-21 22:20:22,"B",-68.255,41.6807
"160424_2016_165928",2016-10-21 22:49:58,"B",-68.312,41.651
"160424_2016_165928",2016-10-21 22:50:22,"B",-68.3116,41.6512
"160424_2016_165928",2016-10-21 23:17:04,"A",-68.3514,41.6022
"160424_2016_165928",2016-10-22 00:31:10,"B",-68.3538,41.6178
"160424_2016_165928",2016-10-22 02:17:07,"B",-68.343,41.5778
