"deploy_id","date","argos_lc","lon","lat"
"160424_2013_132346",2013-07-28 00:00:00,"3",-71.788,40.987
"160424_2013_132346",2013-07-29 09:40:21,"B",-71.78900146,40.65999985
"160424_2013_132346",2013-07-29 11:47:56,"A",-71.80801392,40.69100189
"160424_2013_132346",2013-07-29 15:58:21,"B",-71.73300171,40.68099976
"160424_2013_132346",2013-07-29 16:38:58,"B",-71.74200439,40.60499954
"160424_2013_132346",2013-07-29 17:39:59,"A",-71.54000854,40.54499817
"160424_2013_132346",2013-07-29 19:18:58,"0",-71.50698853,40.51300049
"160424_2013_132346",2013-07-29 19:53:41,"1",-71.58599854,40.51699829
"160424_2013_132346",2013-07-29 20:59:31,"A",-71.54501343,40.48500061
"160424_2013_132346",2013-07-29 21:28:19,"B",-71.54199219,40.47399902
"160424_2013_132346",2013-07-30 00:54:53,"1",-71.48098755,40.51399994
"160424_2013_132346",2013-07-30 01:49:47,"B",-71.48000336,40.50099945
"160424_2013_132346",2013-07-30 02:27:20,"A",-71.46099854,40.52600098
"160424_2013_132346",2013-07-30 04:59:59,"0",-71.40100098,40.53499985
"160424_2013_132346",2013-07-30 06:47:09,"A",-71.35800171,40.52500153
"160424_2013_132346",2013-07-30 07:38:49,"A",-71.30700684,40.5320015
"160424_2013_132346",2013-07-30 08:07:16,"B",-71.32998657,40.53300095
"160424_2013_132346",2013-07-30 08:26:26,"B",-71.33200073,40.52700043
"160424_2013_132346",2013-07-30 09:23:05,"A",-71.2789917,40.52000046
"160424_2013_132346",2013-07-30 09:48:23,"1",-71.27398682,40.50699997
"160424_2013_132346",2013-07-30 11:31:37,"B",-71.20599365,40.50500107
"160424_2013_132346",2013-07-30 13:11:34,"0",-71.17498779,40.50500107
"160424_2013_132346",2013-07-31 00:26:42,"2",-71.00201416,40.46900177
"160424_2013_132346",2013-07-31 00:35:26,"1",-70.98999023,40.47100067
"160424_2013_132346",2013-07-31 01:27:54,"B",-70.9710083,40.4640007
"160424_2013_132346",2013-07-31 02:09:30,"B",-70.96099854,40.45899963
"160424_2013_132346",2013-07-31 02:18:57,"A",-70.93701172,40.45199966
