"deploy_id","date","argos_lc","lon","lat"
"160424_2016_141265",2016-08-27 00:00:00,"3",-69.38033,41.09457
"160424_2016_141265",2016-08-27 21:11:47,"B",-69.2264,41.6637
"160424_2016_141265",2016-08-28 01:21:53,"B",-69.239,41.648
"160424_2016_141265",2016-08-28 02:56:49,"B",-69.237,41.622
"160424_2016_141265",2016-08-28 02:57:20,"B",-69.2366,41.6216
"160424_2016_141265",2016-08-28 07:31:45,"B",-69.2327,41.5934
"160424_2016_141265",2016-08-28 08:18:42,"B",-69.2254,41.593
"160424_2016_141265",2016-08-28 09:24:06,"B",-69.216,41.599
"160424_2016_141265",2016-08-28 09:25:36,"B",-69.2164,41.5994
"160424_2016_141265",2016-08-28 11:02:50,"1",-69.2057,41.6485
"160424_2016_141265",2016-08-28 11:11:20,"1",-69.206,41.649
"160424_2016_141265",2016-08-28 11:33:00,"1",-69.2227,41.6653
"160424_2016_141265",2016-08-28 11:35:28,"1",-69.223,41.665
"160424_2016_141265",2016-08-28 11:48:42,"2",-69.2312,41.6638
"160424_2016_141265",2016-08-28 11:54:23,"2",-69.231,41.664
"160424_2016_141265",2016-08-28 12:41:14,"1",-69.2348,41.6745
"160424_2016_141265",2016-08-28 13:27:36,"A",-69.248,41.69
"160424_2016_141265",2016-08-28 13:27:55,"A",-69.2483,41.69
"160424_2016_141265",2016-08-28 13:35:46,"2",-69.2329,41.6761
"160424_2016_141265",2016-08-28 14:20:57,"2",-69.22,41.6731
"160424_2016_141265",2016-08-28 14:31:21,"2",-69.22,41.673
"160424_2016_141265",2016-08-29 00:54:13,"B",-69.2803,41.6975
"160424_2016_141265",2016-08-29 07:29:09,"B",-69.3058,41.7519
"160424_2016_141265",2016-08-29 08:59:56,"A",-69.1454,41.6445
"160424_2016_141265",2016-08-29 09:08:46,"2",-69.133,41.665
"160424_2016_141265",2016-08-29 09:19:31,"0",-69.1383,41.6686
"160424_2016_141265",2016-08-29 09:21:05,"0",-69.138,41.669
"160424_2016_141265",2016-08-29 10:35:37,"B",-69.116,41.665
"160424_2016_141265",2016-08-29 10:35:59,"B",-69.1161,41.6645
"160424_2016_141265",2016-08-29 11:36:42,"2",-69.1674,41.7006
"160424_2016_141265",2016-08-29 13:18:49,"B",-69.224,41.712
"160424_2016_141265",2016-08-30 03:55:03,"B",-69.397,41.833
"160424_2016_141265",2016-08-30 03:55:04,"B",-69.397,41.833
"160424_2016_141265",2016-08-30 08:59:44,"B",-69.3042,41.7873
"160424_2016_141265",2016-08-30 10:32:47,"B",-69.161,41.801
"160424_2016_141265",2016-08-30 12:54:07,"1",-69.0904,41.7691
"160424_2016_141265",2016-08-30 13:03:25,"B",-69.0905,41.7691
"160424_2016_141265",2016-08-30 13:41:13,"A",-69.096,41.7838
"160424_2016_141265",2016-08-30 13:42:00,"A",-69.096,41.784
"160424_2016_141265",2016-08-30 14:23:54,"B",-69.1053,41.7914
"160424_2016_141265",2016-08-31 07:07:28,"B",-69.3627,41.9476
"160424_2016_141265",2016-08-31 09:33:04,"0",-69.2214,41.5765
"160424_2016_141265",2016-08-31 09:53:22,"1",-69.2439,41.5773
"160424_2016_141265",2016-08-31 09:55:42,"1",-69.244,41.577
"160424_2016_141265",2016-08-31 10:00:43,"1",-69.25,41.571
"160424_2016_141265",2016-08-31 11:11:22,"1",-69.2217,41.5625
"160424_2016_141265",2016-08-31 11:16:12,"1",-69.222,41.563
"160424_2016_141265",2016-08-31 11:31:05,"B",-69.254,41.567
"160424_2016_141265",2016-08-31 11:32:16,"B",-69.2543,41.5672
"160424_2016_141265",2016-09-01 07:51:16,"B",-69.728,40.941
"160424_2016_141265",2016-09-01 11:10:58,"2",-69.234,41.335
"160424_2016_141265",2016-09-02 10:37:20,"A",-68.965,41.252
"160424_2016_141265",2016-09-02 12:28:11,"B",-68.924,41.257
"160424_2016_141265",2016-09-02 15:11:53,"B",-68.879,41.263
"160424_2016_141265",2016-09-03 14:04:56,"B",-68.398,41.884
"160424_2016_141265",2016-09-04 00:30:15,"B",-68.379,42.017
"160424_2016_141265",2016-09-04 09:34:58,"3",-68.111,42.182
"160424_2016_141265",2016-09-05 01:02:38,"B",-67.679,42.277
"160424_2016_141265",2016-09-05 01:54:09,"B",-67.686,42.27
"160424_2016_141265",2016-09-05 07:40:27,"A",-67.529,42.214
"160424_2016_141265",2016-09-05 09:29:23,"B",-67.497,42.222
"160424_2016_141265",2016-09-06 11:54:02,"B",-66.405,41.976
"160424_2016_141265",2016-09-06 12:22:38,"A",-66.352,41.952
"160424_2016_141265",2016-09-06 13:50:38,"B",-66.152,41.868
"160424_2016_141265",2016-09-06 15:28:29,"A",-66.279,41.871
"160424_2016_141265",2016-09-06 17:16:59,"B",-66.287,41.89
"160424_2016_141265",2016-09-07 00:06:33,"B",-65.807,41.735
"160424_2016_141265",2016-09-07 01:08:36,"B",-65.843,41.731
"160424_2016_141265",2016-09-07 09:54:14,"A",-65.738,41.557
"160424_2016_141265",2016-09-07 10:18:04,"2",-65.727,41.553
"160424_2016_141265",2016-09-08 01:34:43,"B",-66.512,41.895
"160424_2016_141265",2016-09-08 09:38:47,"3",-65.07,41.203
