Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5171,132346,7,R,B,1,01-Jan-2014,00:02:41,12.1630,-73.0180,,401677455,-133,,0,01-Jan-2014,00:02:19,,,45,,,,,,,107,157,116,55,96,8,248,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,R,B,1,01-Jan-2014,00:02:41,12.1630,-73.0180,,401677455,-133,,0,01-Jan-2014,00:03:04,,,45,,,,,,,107,139,202,59,71,70,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,A,B,2,01-Jan-2014,02:10:20,12.1810,-73.0240,,401677454,-129,8,0,01-Jan-2014,02:10:21,,,,,,,,,,107,121,204,45,65,78,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,N,0,3,01-Jan-2014,07:30:35,12.1970,-73.1130,,401677460,-134,58,0,01-Jan-2014,07:28:16,,,274,,,,,,,107,118,206,44,66,66,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,N,0,3,01-Jan-2014,07:30:35,12.1970,-73.1130,,401677460,-134,58,0,01-Jan-2014,07:29:12,,,274,,,,,,,107,123,205,43,63,82,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,N,0,3,01-Jan-2014,07:30:35,12.1970,-73.1130,,401677460,-134,58,0,01-Jan-2014,07:32:05,,,274,,,,,,,107,126,205,44,69,74,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,N,0,3,01-Jan-2014,07:30:35,12.1970,-73.1130,,401677460,-134,58,0,01-Jan-2014,07:32:50,,,274,,,,,,,107,112,205,42,62,62,177,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,N,B,4,01-Jan-2014,09:09:31,12.2100,-73.1110,,401677456,-131,8,0,01-Jan-2014,09:09:32,,,,,,,,,,108,115,205,46,67,50,176,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,L,B,5,02-Jan-2014,00:50:04,12.1940,-73.1090,,401677453,-138,,0,02-Jan-2014,00:50:04,,,,,,,,,,108,134,204,44,64,86,171,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,A,A,6,02-Jan-2014,01:54:16,12.2060,-73.0380,,401677454,-121,8,0,02-Jan-2014,01:52:32,,,105,,,,,,,108,120,204,45,69,66,170,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,A,A,6,02-Jan-2014,01:54:16,12.2060,-73.0380,,401677454,-121,8,0,02-Jan-2014,01:53:32,,,105,,,,,,,108,134,203,48,71,82,170,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,A,A,6,02-Jan-2014,01:54:16,12.2060,-73.0380,,401677454,-121,8,0,02-Jan-2014,01:54:17,,,105,,,,,,,108,148,201,55,72,86,169,,,,,,,,,,,,,,,,,,,,,,,,,
5171,132346,7,P,3,7,02-Jan-2014,07:08:08,12.2790,-73.0190,,401677461,-122,58,0,02-Jan-2014,07:08:09,,,227,,,,,,,108,145,201,59,77,84,190,,,,,,,,,,,,,,,,,,,,,,,,,
