DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"Beamer",132346,SPOT,2013-08-16 00:04:13,Argos,B,42.10100174,-66.90899658,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 00:28:29,Argos,B,42.21799850,-66.64801025,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 00:45:35,Argos,2,42.21300125,-66.61599731,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 00:54:44,Argos,2,42.21599960,-66.62699890,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 00:57:20,Argos,2,42.21599960,-66.62701416,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 00:57:20,Argos,2,42.21599960,-66.62699890,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 08:36:02,Argos,B,42.21200180,-66.63598633,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 08:36:02,Argos,B,42.21200180,-66.63600159,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 09:25:57,Argos,2,42.22399902,-66.64801025,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 09:30:48,Argos,2,42.22800064,-66.66300201,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 09:38:07,Argos,2,42.22800064,-66.66299438,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 10:04:18,Argos,1,42.24399948,-66.64700317,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 11:08:14,Argos,A,42.26699829,-66.68301392,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 11:08:14,Argos,A,42.26699829,-66.68299866,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 11:44:46,Argos,B,42.27199936,-66.69000244,,,,,,,,,
"Beamer",132346,SPOT,2013-08-16 12:13:56,Argos,A,42.28200150,-66.67599487,,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 10:50:36,Argos,A,42.25400162,-66.76800537,,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 12:49:44,Argos,1,42.29899979,-67.08200073,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 13:38:40,Argos,2,42.29399872,-67.08499146,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 14:42:21,Argos,B,42.32799911,-67.17800903,,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 15:19:21,Argos,2,42.29399872,-67.07299805,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 16:34:09,Argos,2,42.27600098,-67.08099365,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 16:53:27,Argos,0,42.26800156,-67.07800293,,,,,,,,,
"Beamer",132346,SPOT,2013-08-17 18:48:09,Argos,1,42.26599884,-67.10501099,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 07:32:06,Argos,B,42.18799973,-67.21899414,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 10:22:06,Argos,B,42.17599869,-67.22601318,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 10:22:06,Argos,B,42.17599869,-67.22599792,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 11:58:39,Argos,A,42.24200058,-67.27301025,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 12:36:26,Argos,B,42.24599838,-67.28601074,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 13:12:05,Argos,3,42.25500107,-67.33099365,250,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 14:05:02,Argos,A,42.27700043,-67.34298706,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 14:05:02,Argos,A,42.27700043,-67.34300232,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 14:08:05,Argos,A,42.27700043,-67.34400177,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 14:17:04,Argos,A,42.28200150,-67.36499023,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 14:56:10,Argos,B,42.28900146,-67.37100220,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 15:42:40,Argos,A,42.31100082,-67.35501099,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 16:03:18,Argos,A,42.32199860,-67.39300537,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 16:28:54,Argos,A,42.33499908,-67.38800049,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 16:37:21,Argos,2,42.32600021,-67.36801147,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 16:37:21,Argos,2,42.32600021,-67.36799622,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 17:20:24,Argos,1,42.32699966,-67.36898804,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 17:20:24,Argos,1,42.32699966,-67.36900330,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 18:56:03,Argos,A,42.36100006,-67.37000275,,,,,,,,,
"Beamer",132346,SPOT,2013-08-18 18:56:25,Argos,A,42.36399841,-67.39199829,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 00:15:55,Argos,B,42.43299866,-67.47799683,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 00:33:34,Argos,1,42.39699936,-67.50201416,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 00:33:34,Argos,1,42.39699936,-67.50199890,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 00:33:59,Argos,2,42.39899826,-67.50799561,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 01:32:47,Argos,B,42.40700150,-67.52301025,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 01:44:42,Argos,A,42.40900040,-67.52600098,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 02:21:53,Argos,A,42.40999985,-67.53900146,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 03:09:46,Argos,B,42.41500092,-67.54901123,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 04:42:23,Argos,1,42.39599991,-67.53900146,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 06:27:39,Argos,B,42.40000153,-67.56298828,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 06:27:39,Argos,B,42.40000153,-67.56300354,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 08:05:52,Argos,B,42.40499878,-67.58200073,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 09:06:26,Argos,B,42.40999985,-67.61999512,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 10:40:57,Argos,A,42.49900055,-67.76501465,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 10:40:57,Argos,A,42.49900055,-67.76499939,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 11:34:36,Argos,B,42.53799820,-67.79901123,,,,,,,,,
"Beamer",132346,SPOT,2013-08-19 11:35:40,Argos,B,42.53799820,-67.79599762,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 00:02:41,Argos,B,42.72999954,-68.33099365,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 01:07:36,Argos,B,42.68000031,-67.96099854,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 01:41:09,Argos,1,42.67599869,-68.05899048,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 01:42:03,Argos,1,42.67599869,-68.05899811,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 04:34:20,Argos,B,42.68399811,-68.07400513,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 07:56:10,Argos,B,42.70800018,-68.14599609,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 07:56:10,Argos,B,42.69300079,-68.11898804,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 08:48:32,Argos,B,42.70299911,-68.14300537,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 09:37:35,Argos,B,42.66400146,-68.17700195,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 09:38:25,Argos,1,42.68999863,-68.22399902,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 10:29:52,Argos,1,42.68299866,-68.22799683,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 11:08:43,Argos,0,42.68000031,-68.25601196,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 11:08:43,Argos,0,42.68000031,-68.25599670,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 11:19:19,Argos,1,42.68700027,-68.25100708,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 12:19:04,Argos,0,42.69900131,-68.26599121,,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 12:29:59,Argos,1,42.68299866,-68.29199219,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-20 13:22:03,Argos,B,42.68199921,-68.31399536,,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 00:53:13,Argos,1,42.62200165,-68.59500122,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 00:54:35,Argos,1,42.62200165,-68.59500122,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 01:09:08,Argos,1,42.60800171,-68.61099243,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 01:20:52,Argos,2,42.62900162,-68.60699463,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 01:32:21,Argos,1,42.62300110,-68.60198975,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 02:28:09,Argos,B,42.62699890,-68.60198975,,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 03:07:43,Argos,0,42.62300110,-68.64700317,,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 03:14:29,Argos,2,42.61299896,-68.64498901,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 06:01:13,Argos,2,42.60100174,-68.70401001,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 09:24:51,Argos,A,42.54999924,-68.81900024,,,,,,,,,
"Beamer",132346,SPOT,2013-08-21 10:19:09,Argos,1,42.58499908,-68.79199219,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 00:31:39,Argos,B,42.59400177,-69.03100586,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 00:40:19,Argos,1,42.57199860,-69.12200928,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 01:11:41,Argos,2,42.58499908,-69.13598633,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 01:11:41,Argos,2,42.58499908,-69.13600159,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 01:12:31,Argos,1,42.58599854,-69.12999725,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 01:14:23,Argos,1,42.58399963,-69.13400269,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 02:52:16,Argos,B,42.60300064,-69.15798950,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 02:55:26,Argos,A,42.59099960,-69.20001221,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 02:55:26,Argos,A,42.59099960,-69.19999695,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 05:57:00,Argos,B,42.61600113,-69.25900269,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:04:17,Argos,1,42.59099960,-69.37399292,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:08:05,Argos,1,42.59099960,-69.37400055,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:15:42,Argos,2,42.59400177,-69.37298584,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:15:42,Argos,2,42.59400177,-69.37300110,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:29:11,Argos,0,42.60400009,-69.36898804,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 10:29:11,Argos,0,42.60400009,-69.36900330,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 11:53:53,Argos,B,42.61199951,-69.40301514,,,,,,,,,
"Beamer",132346,SPOT,2013-08-22 11:53:53,Argos,B,42.61199951,-69.40299988,,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 00:10:33,Argos,0,42.67100143,-69.77200317,,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 00:13:09,Argos,B,42.67200089,-69.77301025,,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 02:34:13,Argos,3,42.71200180,-69.85800171,250,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 02:44:36,Argos,2,42.70700073,-69.86599731,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 07:21:15,Argos,3,42.73099899,-69.89700317,250,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 08:13:03,Argos,2,42.73600006,-69.91101074,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 08:16:04,Argos,B,42.73600006,-69.90701294,,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 08:16:04,Argos,B,42.73600006,-69.90699768,,,,,,,,,
"Beamer",132346,SPOT,2013-08-23 09:48:32,Argos,2,42.70600128,-69.89199829,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 05:30:33,Argos,2,42.76300049,-69.89199829,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 08:04:34,Argos,2,42.79600143,-69.94500732,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 08:49:47,Argos,B,42.79899979,-69.95498657,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 08:49:47,Argos,B,42.79899979,-69.95500183,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 09:18:51,Argos,B,42.80699921,-69.96899414,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 09:30:59,Argos,B,42.79999924,-69.96701050,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 10:59:02,Argos,0,42.80099869,-69.96099854,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 13:04:55,Argos,2,42.84999847,-70.03201294,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 13:04:55,Argos,2,42.84999847,-70.03199768,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 14:24:38,Argos,B,42.86299896,-70.05398560,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 14:24:38,Argos,B,42.86299896,-70.05400085,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 14:51:00,Argos,1,42.88800049,-70.04699707,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 15:22:04,Argos,B,42.89500046,-70.05398560,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 15:22:04,Argos,B,42.89500046,-70.05400085,,,,,,,,,
"Beamer",132346,SPOT,2013-08-24 15:23:37,Argos,B,42.89400101,-70.05099487,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 00:10:10,Argos,2,42.86100006,-70.06201172,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 00:10:10,Argos,2,42.86100006,-70.06199646,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 01:01:38,Argos,A,42.86199951,-70.04501343,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 01:01:38,Argos,A,42.86199951,-70.04499817,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 01:49:35,Argos,2,42.87200165,-70.04699707,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 02:12:58,Argos,B,42.87200165,-70.04699707,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 02:51:15,Argos,B,42.87799835,-70.04800415,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 03:37:23,Argos,B,42.90599823,-70.06298828,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 03:37:23,Argos,B,42.90599823,-70.06300354,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 05:20:06,Argos,1,42.94499969,-70.08499146,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 07:06:16,Argos,1,42.95100021,-70.05700684,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 07:50:10,Argos,B,42.96500015,-70.06298828,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 07:50:10,Argos,B,42.96500015,-70.06300354,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 08:43:52,Argos,0,42.96400070,-70.01998901,,,,,,,,,
"Beamer",132346,SPOT,2013-08-25 08:45:00,Argos,0,42.97800064,-70.02700806,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 00:15:43,Argos,B,43.14500046,-69.83700562,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 02:02:13,Argos,B,43.17800140,-69.87200928,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 02:26:38,Argos,B,43.16099930,-69.90399170,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 06:45:44,Argos,B,43.21400070,-69.89898682,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 06:45:44,Argos,B,43.21400070,-69.89900208,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 07:44:24,Argos,B,43.17200089,-69.90899658,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 08:47:42,Argos,B,43.18099976,-69.95199585,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 10:24:26,Argos,2,43.16899872,-69.99099731,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 11:36:50,Argos,B,43.17100143,-70.00799561,,,,,,,,,
"Beamer",132346,SPOT,2013-08-26 12:03:07,Argos,0,43.17699814,-70.00500488,,,,,,,,,
"Beamer",132346,SPOT,2013-08-27 06:39:21,Argos,A,43.15999985,-70.08801270,,,,,,,,,
"Beamer",132346,SPOT,2013-08-27 06:39:21,Argos,A,43.15999985,-70.08799744,,,,,,,,,
"Beamer",132346,SPOT,2013-08-27 21:19:15,Argos,2,43.24200058,-70.08801270,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-27 21:19:15,Argos,2,43.24200058,-70.08799744,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-27 23:56:49,Argos,A,43.19499969,-70.08999634,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 00:48:18,Argos,B,43.19200134,-70.09201050,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 00:48:18,Argos,B,43.18999863,-70.09799194,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 06:25:05,Argos,3,43.23300171,-70.08401489,250,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 06:25:05,Argos,3,43.23300171,-70.08399963,250,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 07:55:00,Argos,B,43.23400116,-70.08999634,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 09:44:56,Argos,B,43.23600006,-70.09100342,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 10:33:17,Argos,0,43.28200150,-70.10198975,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 10:33:17,Argos,0,43.28200150,-70.10099792,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 10:37:48,Argos,B,43.27899933,-70.06900024,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 12:09:19,Argos,A,43.31200027,-70.10299683,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 12:18:47,Argos,B,43.29499817,-70.11898804,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 12:18:47,Argos,B,43.29499817,-70.11900330,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 13:08:41,Argos,1,43.31900024,-70.13299561,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 19:24:41,Argos,B,43.34400177,-70.09399414,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 19:39:52,Argos,1,43.35800171,-70.07199097,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 22:39:21,Argos,0,43.34400177,-70.09698486,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 22:39:21,Argos,0,43.34400177,-70.09700012,,,,,,,,,
"Beamer",132346,SPOT,2013-08-28 22:42:09,Argos,1,43.34999847,-70.07598877,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 00:37:12,Argos,B,43.36899948,-70.08898926,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 01:23:59,Argos,B,43.34999847,-70.08300781,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 01:23:59,Argos,A,43.34199905,-70.08300781,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 02:05:39,Argos,2,43.33000183,-70.06201172,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 02:05:39,Argos,2,43.33000183,-70.06199646,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 09:15:52,Argos,A,43.34600067,-69.98001099,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 09:15:52,Argos,A,43.34600067,-69.97899628,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 10:32:38,Argos,A,43.33399963,-69.98999023,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 11:37:39,Argos,2,43.38000107,-69.96600342,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 12:29:41,Argos,B,43.38700104,-69.96099854,,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 14:30:43,Argos,1,43.39400101,-69.95300293,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 15:17:23,Argos,1,43.38299942,-69.93301392,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 15:17:23,Argos,1,43.38299942,-69.93299866,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-29 15:27:00,Argos,1,43.38700104,-69.93499756,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 00:08:26,Argos,1,43.38999939,-69.97100830,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 01:21:08,Argos,B,43.39099884,-69.96200562,,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 07:02:26,Argos,B,43.32799911,-69.91699219,,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 13:19:01,Argos,B,43.34700012,-69.91500854,,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 13:32:52,Argos,1,43.38000107,-69.86099243,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 15:20:23,Argos,1,43.40599823,-69.85900879,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 15:57:27,Argos,1,43.41999817,-69.86900330,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 15:58:42,Argos,1,43.41999817,-69.86898804,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 15:58:42,Argos,1,43.41999817,-69.86900330,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-30 18:27:48,Argos,B,43.43899918,-69.87799072,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 06:45:02,Argos,B,43.51300049,-69.85800171,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 08:54:23,Argos,2,43.37799835,-69.71099854,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 10:02:57,Argos,0,43.38800049,-69.71398926,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 10:04:41,Argos,2,43.38700104,-69.70901489,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 10:04:41,Argos,2,43.38700104,-69.70899963,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 10:07:25,Argos,2,43.38700104,-69.70899963,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 10:30:35,Argos,2,43.38100052,-69.70098877,500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 11:45:07,Argos,B,43.37799835,-69.66699219,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 12:16:05,Argos,B,43.37500000,-69.65899658,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 13:43:28,Argos,B,43.34299850,-69.64700317,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 14:39:00,Argos,A,43.32400131,-69.66699982,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 14:43:48,Argos,A,43.32400131,-69.66900635,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 15:07:16,Argos,1,43.30599976,-69.61599731,1500,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 15:23:14,Argos,B,43.30599976,-69.61801147,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 15:23:14,Argos,B,43.30599976,-69.61799622,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 16:22:10,Argos,B,43.30400085,-69.59899902,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 16:43:53,Argos,A,43.31999969,-69.62899780,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 17:05:21,Argos,B,43.31700134,-69.59298706,,,,,,,,,
"Beamer",132346,SPOT,2013-08-31 17:05:21,Argos,B,43.31700134,-69.59300232,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 00:25:39,Argos,B,43.29499817,-69.46499634,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 00:25:39,Argos,B,43.29499817,-69.48901367,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 02:50:34,Argos,B,43.28799820,-69.44299316,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 05:48:05,Argos,B,43.26900101,-69.41699219,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 07:31:31,Argos,B,43.25999832,-69.37399292,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 09:40:23,Argos,1,43.16699982,-69.26998901,1500,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 09:56:30,Argos,2,43.16199875,-69.26501465,500,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 09:56:30,Argos,2,43.16199875,-69.26499939,500,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 09:59:51,Argos,0,43.16500092,-69.26699829,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 11:24:15,Argos,B,43.13999939,-69.22000122,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 11:43:28,Argos,0,43.12200165,-69.26998901,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 13:08:17,Argos,1,43.10599899,-69.26199341,1500,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 13:26:20,Argos,A,43.09799957,-69.26501465,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 13:26:20,Argos,A,43.09799957,-69.26499939,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 16:32:42,Argos,B,43.04000092,-69.22000122,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 16:41:58,Argos,B,43.04199982,-69.22601318,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 16:41:58,Argos,B,43.04199982,-69.22599792,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 18:07:31,Argos,B,43.01800156,-69.20498657,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 18:07:31,Argos,B,43.01800156,-69.20500183,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 19:18:55,Argos,B,43.00799942,-69.20599365,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 19:44:50,Argos,B,43.00000000,-69.20999146,,,,,,,,,
"Beamer",132346,SPOT,2013-09-01 21:30:38,Argos,B,42.96799850,-69.19400024,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 09:33:02,Argos,B,42.81000137,-69.13198853,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 09:33:02,Argos,B,42.81000137,-69.13200378,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 09:49:05,Argos,B,42.75000000,-69.20401001,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 11:15:48,Argos,B,42.72800064,-69.19100952,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 14:34:35,Argos,A,42.80599976,-69.29901123,,,,,,,,,
"Beamer",132346,SPOT,2013-09-02 14:46:23,Argos,B,42.79100037,-69.32901001,,,,,,,,,
