DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
132346,132346,SPOT,DS,2,0,1,45,45,00:02:41 01-Jan-2014,R,B,12.1630,-73.0180,,,,,401677455,
132346,132346,SPOT,DS,1,0,0,,,02:10:20 01-Jan-2014,A,B,12.1810,-73.0240,,,,,401677454,
132346,132346,SPOT,DS,4,0,0,91,45,07:30:35 01-Jan-2014,N,0,12.1970,-73.1130,,,,,401677460,
132346,132346,SPOT,DS,1,0,0,,,09:09:31 01-Jan-2014,N,B,12.2100,-73.1110,,,,,401677456,
132346,132346,SPOT,DS,1,0,0,,,00:50:04 02-Jan-2014,L,B,12.1940,-73.1090,,,,,401677453,
132346,132346,SPOT,DS,3,0,0,52,45,01:54:16 02-Jan-2014,A,A,12.2060,-73.0380,,,,,401677454,
132346,132346,SPOT,DS,4,0,1,75,48,07:08:08 02-Jan-2014,P,3,12.2790,-73.0190,,,,,401677461,
132346,132346,SPOT,DS,4,0,1,206,45,09:03:55 02-Jan-2014,N,0,12.3460,-73.0410,,,,,401677463,
132346,132346,SPOT,DS,3,0,0,393,96,09:32:33 02-Jan-2014,K,A,12.3890,-73.0510,,,,,401677464,
132346,132346,SPOT,DS,8,0,1,58,45,10:31:10 02-Jan-2014,R,3,12.3710,-73.0620,,,,,401677462,
132346,132346,SPOT,DS,1,0,0,,,00:38:20 03-Jan-2014,L,B,12.3090,-73.0280,,,,,401677427,
132346,132346,SPOT,DS,2,0,0,162,162,02:22:19 03-Jan-2014,L,B,12.1930,-73.0640,,,,,401677452,
132346,132346,SPOT,DS,2,0,0,324,324,02:29:16 03-Jan-2014,B,B,12.1950,-73.0440,,,,,401677459,
132346,132346,SPOT,DS,8,0,0,54,45,03:15:47 03-Jan-2014,A,1,12.1730,-73.0930,,,,,401677454,
132346,132346,SPOT,DS,6,0,0,85,49,05:13:34 03-Jan-2014,P,1,12.1490,-73.0940,,,,,401677459,
132346,132346,SPOT,DS,6,0,2,56,46,01:16:32 04-Jan-2014,A,0,12.2690,-73.0390,,,,,401677458,
132346,132346,SPOT,DS,3,0,0,107,49,02:55:18 04-Jan-2014,A,A,12.3320,-73.0290,,,,,401677455,
132346,132346,SPOT,DS,9,0,0,64,45,06:43:12 04-Jan-2014,P,0,12.4240,-73.0680,,,,,401677465,
132346,132346,SPOT,DS,4,0,0,52,49,08:49:39 04-Jan-2014,K,1,12.4550,-73.0900,,,,,401677462,
132346,132346,SPOT,DS,5,0,1,115,45,01:51:36 05-Jan-2014,L,1,12.5970,-73.2500,,,,,401677458,
132346,132346,SPOT,DS,1,0,0,,,01:52:30 05-Jan-2014,B,B,12.5960,-73.2500,,,,,401677457,
