DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
Thomas,141270,,SPOT,,,19:30:04 22-Oct-2015,,,,,,,,,384,3.504,,0.284,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,02:20:41 23-Oct-2015,,,,,,,,,384,3.472,,0.304,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,03:04:27 23-Oct-2015,,,,,,,,,384,3.472,,0.308,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,07:32:41 23-Oct-2015,,,,,,,,,384,3.440,,0.328,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,07:34:24 23-Oct-2015,,,,,,,,,384,3.504,,0.176,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,07:36:13 23-Oct-2015,,,,,,,,,384,3.456,,0.308,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,08:42:56 23-Oct-2015,,,,,,,,,384,3.472,,0.220,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,09:27:02 23-Oct-2015,,A,35.3782,-41.9970,,,,,384,3.408,,0.364,-7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,09:30:00 23-Oct-2015,,A,35.3782,-41.9970,,,,,384,3.440,,0.260,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,09:30:49 23-Oct-2015,,A,35.3782,-41.9970,,,,,384,3.408,,0.332,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,10:27:02 23-Oct-2015,,A,41.1448,-68.8616,,,,,384,3.424,,0.280,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:07:13 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.392,,0.324,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:09:34 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.440,,0.172,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:12:01 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.360,,0.400,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:12:47 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.456,,0.164,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:13:35 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.456,,0.156,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:18:12 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.440,,0.200,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:19:10 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.440,,0.164,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:19:57 23-Oct-2015,,2,41.1419,-68.8276,,,,,640,3.440,,0.188,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:21:29 23-Oct-2015,,3,41.1395,-68.8188,,,,,2688,3.424,,0.200,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:22:19 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.376,,0.328,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:23:05 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.424,,0.200,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:23:51 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.424,,0.212,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:26:52 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.440,,0.172,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:28:36 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.408,,0.260,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:29:30 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.376,,0.324,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:31:03 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.392,,0.296,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,11:32:07 23-Oct-2015,,3,41.1395,-68.8188,,,,,640,3.376,,0.328,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:01:45 23-Oct-2015,,1,41.1322,-68.8102,,,,,640,3.376,,0.280,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:02:32 23-Oct-2015,,1,41.1322,-68.8102,,,,,640,3.424,,0.164,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:03:18 23-Oct-2015,,1,41.1322,-68.8102,,,,,640,3.408,,0.172,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:04:53 23-Oct-2015,,1,41.1322,-68.8102,,,,,640,3.376,,0.288,-6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:50:12 23-Oct-2015,,B,41.1358,-68.7993,,,,,640,3.344,,0.296,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:51:00 23-Oct-2015,,B,41.1358,-68.7993,,,,,33408,3.360,,0.224,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,12:57:15 23-Oct-2015,,B,41.1336,-68.7931,,,,,896,3.344,,0.244,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,13:38:44 23-Oct-2015,,B,41.1318,-68.7842,,,,,640,3.312,,0.320,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,14:34:11 23-Oct-2015,,0,41.0632,-68.7052,,,,,640,3.312,,0.248,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,14:39:21 23-Oct-2015,,0,41.0632,-68.7052,,,,,640,3.328,,0.208,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,14:41:06 23-Oct-2015,,0,41.0632,-68.7052,,,,,640,3.280,,0.312,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,14:45:22 23-Oct-2015,,0,41.0632,-68.7052,,,,,640,3.296,,0.276,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,15:20:22 23-Oct-2015,,B,41.0363,-68.6919,,,,,640,3.280,,0.292,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,17:03:49 23-Oct-2015,,B,40.9846,-68.6327,,,,,896,3.248,,0.284,-9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,141270,,SPOT,,,17:10:53 23-Oct-2015,,3,41.0080,-68.7686,,,,,896,3.280,,0.196,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
