DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
Thomas,141270,SPOT,09:29:16 23-Oct-2015,Argos,A,35.3782,-41.9970,557,4920,63,122,,,,,,
Thomas,141270,SPOT,09:30:00 23-Oct-2015,Argos,A,35.3780,-41.9970,,,,,,,,,,Lat > 4 deviations from mean
Thomas,141270,SPOT,10:27:01 23-Oct-2015,Argos,A,41.1448,-68.8616,1090,12214,97,91,,,,,,
Thomas,141270,SPOT,10:27:02 23-Oct-2015,Argos,A,41.1450,-68.8620,,,,,,,,,,
Thomas,141270,SPOT,11:09:36 23-Oct-2015,Argos,2,41.1419,-68.8276,415,1190,144,118,,,,,,
Thomas,141270,SPOT,11:19:10 23-Oct-2015,Argos,2,41.1420,-68.8280,,,,,,,,,,
Thomas,141270,SPOT,11:28:10 23-Oct-2015,Argos,3,41.1395,-68.8188,233,462,117,89,,,,,,
Thomas,141270,SPOT,11:31:03 23-Oct-2015,Argos,3,41.1390,-68.8190,,,,,,,,,,
Thomas,141270,SPOT,12:03:06 23-Oct-2015,Argos,1,41.1322,-68.8102,1081,2400,486,154,,,,,,
Thomas,141270,SPOT,12:03:18 23-Oct-2015,Argos,1,41.1320,-68.8100,,,,,,,,,,
Thomas,141270,SPOT,12:50:12 23-Oct-2015,Argos,B,41.1360,-68.7990,,,,,,,,,,
Thomas,141270,SPOT,12:50:35 23-Oct-2015,Argos,B,41.1358,-68.7993,1262,1969,808,98,,,,,,
Thomas,141270,SPOT,12:57:15 23-Oct-2015,Argos,B,41.1336,-68.7931,1177,1836,753,95,,,,,,
Thomas,141270,SPOT,12:57:15 23-Oct-2015,Argos,B,41.1340,-68.7930,,,,,,,,,,
Thomas,141270,SPOT,13:38:43 23-Oct-2015,Argos,B,41.1318,-68.7842,1328,1938,910,94,,,,,,
Thomas,141270,SPOT,13:38:44 23-Oct-2015,Argos,B,41.1320,-68.7840,,,,,,,,,,
Thomas,141270,SPOT,14:35:27 23-Oct-2015,Argos,0,41.0632,-68.7052,3058,74671,125,101,,,,,,
Thomas,141270,SPOT,14:41:06 23-Oct-2015,Argos,0,41.0630,-68.7050,,,,,,,,,,
Thomas,141270,SPOT,15:20:22 23-Oct-2015,Argos,B,41.0360,-68.6920,,,,,,,,,,
Thomas,141270,SPOT,15:20:45 23-Oct-2015,Argos,B,41.0363,-68.6919,3813,8010,1814,119,,,,,,
Thomas,141270,SPOT,17:03:49 23-Oct-2015,Argos,B,40.9846,-68.6327,6297,9344,4243,105,,,,,,
Thomas,141270,SPOT,17:03:49 23-Oct-2015,Argos,B,40.9850,-68.6330,,,,,,,,,,
Thomas,141270,SPOT,17:16:12 23-Oct-2015,Argos,3,41.0080,-68.7686,190,285,126,38,,,,,,
Thomas,141270,SPOT,17:20:27 23-Oct-2015,Argos,3,41.0080,-68.7690,,,,,,,,,,
Thomas,141270,SPOT,18:56:51 23-Oct-2015,Argos,2,41.0270,-68.7577,465,911,237,82,,,,,,
Thomas,141270,SPOT,18:59:27 23-Oct-2015,Argos,2,41.0270,-68.7580,,,,,,,,,,
Thomas,141270,SPOT,21:03:49 23-Oct-2015,Argos,A,41.0820,-68.8230,,,,,,,,,,
Thomas,141270,SPOT,21:04:04 23-Oct-2015,Argos,A,41.0817,-68.8231,4917,32816,736,52,,,,,,
Thomas,141270,SPOT,21:08:52 23-Oct-2015,Argos,3,41.1039,-68.8001,236,769,72,90,,,,,,
Thomas,141270,SPOT,21:11:06 23-Oct-2015,Argos,3,41.1040,-68.8000,,,,,,,,,,
Thomas,141270,SPOT,22:37:53 23-Oct-2015,Argos,2,41.1682,-68.7768,487,1019,232,122,,,,,,
Thomas,141270,SPOT,22:38:18 23-Oct-2015,Argos,1,41.1649,-68.7819,557,1971,157,92,,,,,,
Thomas,141270,SPOT,22:40:02 23-Oct-2015,Argos,1,41.1650,-68.7820,,,,,,,,,,
Thomas,141270,SPOT,22:41:39 23-Oct-2015,Argos,2,41.1680,-68.7770,,,,,,,,,,
Thomas,141270,SPOT,23:29:12 23-Oct-2015,Argos,B,41.1782,-68.7663,3517,4665,2652,86,,,,,,
Thomas,141270,SPOT,23:29:13 23-Oct-2015,Argos,B,41.1780,-68.7660,,,,,,,,,,
Thomas,141270,SPOT,00:09:41 24-Oct-2015,Argos,B,41.2190,-68.7030,,,,,,,,,,
Thomas,141270,SPOT,00:10:04 24-Oct-2015,Argos,B,41.2193,-68.7026,5707,9729,3347,124,,,,,,
Thomas,141270,SPOT,01:00:59 24-Oct-2015,Argos,2,41.2116,-68.7081,325,1316,80,71,,,,,,
Thomas,141270,SPOT,01:06:58 24-Oct-2015,Argos,2,41.2120,-68.7080,,,,,,,,,,
Thomas,141270,SPOT,08:14:39 24-Oct-2015,Argos,B,41.3142,-68.5251,7289,11945,4447,71,,,,,,
Thomas,141270,SPOT,08:14:39 24-Oct-2015,Argos,B,41.3140,-68.5250,,,,,,,,,,
Thomas,141270,SPOT,09:01:24 24-Oct-2015,Argos,B,41.2378,-68.6441,11845,59185,2370,73,,,,,,
Thomas,141270,SPOT,09:01:24 24-Oct-2015,Argos,B,41.2380,-68.6440,,,,,,,,,,
Thomas,141270,SPOT,09:52:13 24-Oct-2015,Argos,1,41.2731,-68.7045,1070,2685,426,51,,,,,,
Thomas,141270,SPOT,09:54:29 24-Oct-2015,Argos,1,41.2730,-68.7040,,,,,,,,,,
