DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
106747,106747,UT,Strong,17-Aug-2016,22:50:06,17-Aug-2016,22:50:06
106747,106747,UT,Strong,22-Oct-2016,00:38:43,22-Oct-2016,00:38:46
106747,106747,UT,Strong,14-Nov-2016,02:36:42,14-Nov-2016,02:36:58
106747,106747,UT,Strong,21-Nov-2016,09:55:27,21-Nov-2016,01:53:30
106747,106747,UT,Strong,23-Nov-2016,00:10:43,23-Nov-2016,00:11:04
106747,106747,UT,Strong,29-Apr-2017,00:20:24,29-Apr-2017,00:22:00
