DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
106747,106747,,UT,,,22:45:00 17-Aug-2016,,2,41.5321,-70.6738,,,,,,,,,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,22:47:55 17-Aug-2016,,2,41.5321,-70.6738,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,22:48:39 17-Aug-2016,,2,41.5321,-70.6738,,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,1.00a,,22:49:22 17-Aug-2016,,2,41.5321,-70.6738,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,22:50:06 17-Aug-2016,22:50:06 17-Aug-2016,0,2,41.5321,-70.6738,CRC,,,,35,3.400,,,27.90,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
106747,106747,,UT,,,22:50:50 17-Aug-2016,,2,41.5321,-70.6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,22:51:34 17-Aug-2016,,2,41.5321,-70.6738,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,23:54:59 18-Oct-2016,23:55:00 18-Oct-2016,1,0,45.8117,-91.9505,CRC,,,,25,3.450,,,15.15,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
106747,106747,,UT,,,23:55:45 18-Oct-2016,,0,45.8117,-91.9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,23:55:46 18-Oct-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,23:56:30 18-Oct-2016,,0,45.8117,-91.9505,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,23:57:15 18-Oct-2016,,0,45.8117,-91.9505,,,,,,,,,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,01:44:36 19-Oct-2016,01:44:37 19-Oct-2016,1,,,,CRC,,,,40,3.450,,,14.80,,,,,,,,,,,,,,102,34,,,,,,,,,0,,,
106747,106747,,UT,,,01:45:21 19-Oct-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,03:21:27 19-Oct-2016,,B,41.3092,-69.3554,,,,,,,,,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,1.00a,,06:06:50 19-Oct-2016,,B,41.5848,-68.9413,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,1.00a,,07:43:39 19-Oct-2016,,B,41.2622,-70.5994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106747,106747,,UT,,,17:30:01 19-Oct-2016,,A,41.3758,-68.7722,,,,,,,,,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
