DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
165928,165928,UT,Strong,19-Oct-2016,22:25:04,19-Oct-2016,22:25:05
165928,165928,UT,Strong,27-Dec-2016,01:10:26,27-Dec-2016,01:10:32
