DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
141265,141265,,SPOT,,,22:45:12 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:45:58 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:47:30 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:48:16 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:49:02 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:49:48 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,22:53:38 17-Aug-2016,,3,41.5331,-70.6699,,,,,384,3.376,,0.284,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,16:29:36 27-Aug-2016,,,,,,,,,384,3.296,,0.404,18.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,21:11:22 27-Aug-2016,,B,41.6637,-69.2264,,,,,384,3.296,,0.444,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,21:12:14 27-Aug-2016,,B,41.6637,-69.2264,,,,,640,3.408,,0.208,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,01:21:53 28-Aug-2016,,B,41.6477,-69.2386,,,,,640,3.392,,0.236,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,02:56:49 28-Aug-2016,,B,41.6216,-69.2366,,,,,640,3.376,,0.284,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,02:57:51 28-Aug-2016,,B,41.6216,-69.2366,,,,,640,3.344,,0.372,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,07:31:45 28-Aug-2016,,B,41.5934,-69.2327,,,,,640,3.376,,0.276,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,08:18:42 28-Aug-2016,,B,41.5930,-69.2254,,,,,640,3.344,,0.372,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,09:24:06 28-Aug-2016,,B,41.5994,-69.2164,,,,,640,3.328,,0.376,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,09:27:07 28-Aug-2016,,B,41.5994,-69.2164,,,,,640,3.408,,0.216,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:02:50 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.376,,0.224,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:04:22 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.424,,0.212,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:05:58 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.376,,0.272,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:06:44 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.408,,0.216,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:07:30 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.392,,0.232,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:08:16 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.424,,0.188,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:09:48 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.408,,0.212,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:11:20 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.376,,0.284,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:13:38 28-Aug-2016,,1,41.6485,-69.2057,,,,,640,3.376,,0.256,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:33:00 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.376,,0.276,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:35:28 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.376,,0.268,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:36:26 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.424,,0.184,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:37:12 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.392,,0.220,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:38:44 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.360,,0.288,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:39:30 28-Aug-2016,,1,41.6653,-69.2227,,,,,640,3.408,,0.196,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141265,141265,,SPOT,,,11:44:57 28-Aug-2016,,2,41.6638,-69.2312,,,,,640,3.408,,0.212,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
