DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
141265,141265,SPOT,DS,7,0,0,84,46,22:47:37 17-Aug-2016,SR,3,41.5331,-70.6699,41.5331,-70.6699,50,,401677410,-121
141265,141265,SPOT,DS,7,0,0,84,46,22:49:48 17-Aug-2016,R,3,41.5330,-70.6700,,,50,,401677410,-121
141265,141265,SPOT,DS,1,0,0,,,16:29:36 27-Aug-2016,MB,,,,,,,,401650000,-133
141265,141265,SPOT,DS,1,0,0,,,16:29:36 27-Aug-2016,B,,,,,,,,401650000,-133
141265,141265,SPOT,DS,2,0,0,52,52,21:11:47 27-Aug-2016,NK,B,41.6637,-69.2264,41.6637,-69.2264,,,401677359,-125
141265,141265,SPOT,DS,2,0,0,,,21:11:22 27-Aug-2016,K,B,41.6640,-69.2260,,,,,401650000,-125
141265,141265,SPOT,DS,1,0,0,,,01:21:52 28-Aug-2016,MA,B,41.6477,-69.2386,41.6477,-69.2386,7,,401677423,-133
141265,141265,SPOT,DS,1,0,0,,,01:21:53 28-Aug-2016,A,B,41.6480,-69.2390,,,7,,401677423,-133
141265,141265,SPOT,DS,2,0,0,62,62,02:57:20 28-Aug-2016,MA,B,41.6216,-69.2366,41.6216,-69.2366,8,,401677418,-121
141265,141265,SPOT,DS,2,0,0,62,62,02:56:49 28-Aug-2016,A,B,41.6220,-69.2370,,,8,,401677418,-121
141265,141265,SPOT,DS,1,0,0,,,07:31:45 28-Aug-2016,NP,B,41.5934,-69.2327,41.5934,-69.2327,8,,401677424,-130
141265,141265,SPOT,DS,1,0,0,,,07:31:45 28-Aug-2016,P,B,41.5930,-69.2330,,,8,,401677424,-130
141265,141265,SPOT,DS,1,0,0,,,08:18:42 28-Aug-2016,SR,B,41.5930,-69.2254,41.5930,-69.2254,8,,401677420,-132
141265,141265,SPOT,DS,1,0,0,,,08:18:42 28-Aug-2016,R,B,41.5930,-69.2250,,,8,,401677420,-132
141265,141265,SPOT,DS,2,0,0,181,181,09:25:36 28-Aug-2016,NK,B,41.5994,-69.2164,41.5994,-69.2164,8,,401677413,-129
141265,141265,SPOT,DS,2,0,0,181,181,09:24:06 28-Aug-2016,K,B,41.5990,-69.2160,,,8,,401677413,-129
141265,141265,SPOT,DS,9,0,0,81,46,11:02:50 28-Aug-2016,NK,1,41.6485,-69.2057,41.6485,-69.2057,58,,401677423,-120
141265,141265,SPOT,DS,9,0,0,81,46,11:11:20 28-Aug-2016,K,1,41.6490,-69.2060,,,58,,401677423,-120
141265,141265,SPOT,DS,6,0,0,78,46,11:33:00 28-Aug-2016,SR,1,41.6653,-69.2227,41.6653,-69.2227,58,,401677427,-127
141265,141265,SPOT,DS,6,0,0,78,46,11:35:28 28-Aug-2016,R,1,41.6650,-69.2230,,,58,,401677427,-127
141265,141265,SPOT,DS,10,0,0,73,46,11:48:42 28-Aug-2016,NN,2,41.6638,-69.2312,41.6638,-69.2312,56,,401677423,-124
141265,141265,SPOT,DS,10,0,0,73,46,11:54:23 28-Aug-2016,N,2,41.6640,-69.2310,,,56,,401677423,-124
141265,141265,SPOT,DS,5,0,1,135,47,12:41:14 28-Aug-2016,NK,1,41.6745,-69.2348,41.6745,-69.2348,58,,401677422,-137
141265,141265,SPOT,DS,5,0,1,135,47,12:41:14 28-Aug-2016,K,1,41.6750,-69.2350,,,58,,401677423,-137
141265,141265,SPOT,DS,3,0,1,75,47,13:27:55 28-Aug-2016,NN,A,41.6900,-69.2483,41.6900,-69.2483,8,,401677417,-135
141265,141265,SPOT,DS,8,0,1,92,46,13:35:46 28-Aug-2016,MA,2,41.6761,-69.2329,41.6745,-69.2494,56,,401677420,-122
141265,141265,SPOT,DS,3,0,1,75,47,13:27:36 28-Aug-2016,N,A,41.6900,-69.2480,,,8,,401677417,-135
