DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
Larry,141268,SPOT,01:43:14 15-Oct-2015,,,,,,Temperature: -37.11,01:43:14 15-Oct-2015,Status,3,149,220,60,16,156,69,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,01:43:14 15-Oct-2015,,,,,,Temperature: -37.11,01:43:14 15-Oct-2015,Status,3,149,220,60,16,156,69,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:47:44 16-Oct-2015,,,1,41.3005,-68.5796,Voltage: 1.41,10:47:44 16-Oct-2015,Status,1,117,88,83,84,53,77,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:47:44 16-Oct-2015,,,1,41.3010,-68.5800,Voltage: 1.41,10:47:44 16-Oct-2015,Status,1,117,88,83,84,53,77,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:49:52 16-Oct-2015,,,B,41.2860,-68.5625,Temperature: -21.00,12:49:52 16-Oct-2015,Status,2,134,215,52,81,160,167,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:49:52 16-Oct-2015,,,B,41.2860,-68.5620,Temperature: -21.00,12:49:52 16-Oct-2015,Status,2,134,215,52,81,160,167,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:32:53 16-Oct-2015,,,A,41.2713,-68.6540,Voltage: 1.55,14:32:53 16-Oct-2015,Status,2,124,97,231,161,255,241,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:32:53 16-Oct-2015,,,A,41.2710,-68.6540,Voltage: 1.55,14:32:53 16-Oct-2015,Status,2,124,97,231,161,255,241,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,16:57:56 16-Oct-2015,,,2,41.2882,-68.7098,Temperature: -25.79,16:57:56 16-Oct-2015,Status,2,129,215,41,81,228,131,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,16:57:56 16-Oct-2015,,,2,41.2880,-68.7100,Temperature: -25.79,16:57:56 16-Oct-2015,Status,2,129,215,41,81,228,131,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:36:15 16-Oct-2015,,,B,41.2194,-68.7367,Temperature: 49.25,20:36:15 16-Oct-2015,Status,2,139,211,61,28,223,96,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:36:15 16-Oct-2015,,,B,41.2190,-68.7370,Temperature: 49.25,20:36:15 16-Oct-2015,Status,2,139,211,61,28,223,96,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,00:39:52 17-Oct-2015,,,1,41.1319,-68.8586,Voltage: 2.06,00:39:52 17-Oct-2015,Status,2,129,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,00:39:52 17-Oct-2015,,,1,41.1320,-68.8590,Voltage: 2.06,00:39:52 17-Oct-2015,Status,2,129,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,00:08:01 18-Oct-2015,,,B,41.1192,-68.8432,Voltage: 0.77,00:08:01 18-Oct-2015,Status,9,179,48,69,106,17,142,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,00:08:01 18-Oct-2015,,,B,41.1190,-68.8430,Voltage: 0.77,00:08:01 18-Oct-2015,Status,9,179,48,69,106,17,142,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,03:15:43 18-Oct-2015,,,A,41.0523,-68.8783,Voltage: 2.24,03:15:43 18-Oct-2015,Status,4,129,140,60,113,142,24,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,03:15:43 18-Oct-2015,,,A,41.0520,-68.8780,Voltage: 2.24,03:15:43 18-Oct-2015,Status,4,129,140,60,113,142,24,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:13:36 18-Oct-2015,,,2,41.3276,-68.8002,Temperature: 60.90,20:13:36 18-Oct-2015,Status,4,118,159,59,3,199,146,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:13:36 18-Oct-2015,,,2,41.3280,-68.8000,Temperature: 60.90,20:13:36 18-Oct-2015,Status,4,118,159,59,3,199,146,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,22:02:03 18-Oct-2015,,,0,41.3038,-68.7722,Voltage: 1.02,22:02:03 18-Oct-2015,Status,5,117,64,196,238,220,225,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,22:02:49 18-Oct-2015,,,0,41.3038,-68.7722,Temperature: 179.02,22:02:49 18-Oct-2015,Status,5,135,207,48,75,87,251,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,22:02:03 18-Oct-2015,,,0,41.3040,-68.7720,Voltage: 1.02,22:02:03 18-Oct-2015,Status,5,117,64,196,238,220,225,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,22:02:49 18-Oct-2015,,,0,41.3040,-68.7720,Temperature: 179.02,22:02:49 18-Oct-2015,Status,5,135,207,48,75,87,251,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,23:09:44 18-Oct-2015,,,0,41.2920,-68.7829,Voltage: 2.38,23:09:44 18-Oct-2015,Status,5,141,149,179,36,209,85,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,23:10:30 18-Oct-2015,,,0,41.2920,-68.7829,Voltage: 1.17,23:10:30 18-Oct-2015,Status,150,203,73,37,180,146,219,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,23:09:44 18-Oct-2015,,,0,41.2920,-68.7830,Voltage: 2.38,23:09:44 18-Oct-2015,Status,5,141,149,179,36,209,85,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,23:10:30 18-Oct-2015,,,0,41.2920,-68.7830,Voltage: 1.17,23:10:30 18-Oct-2015,Status,150,203,73,37,180,146,219,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:04:22 19-Oct-2015,,,A,41.2494,-68.7636,Voltage: 3.81,02:04:22 19-Oct-2015,Status,5,133,238,11,122,138,188,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:07:25 19-Oct-2015,,,A,41.2494,-68.7636,Temperature: -34.85,02:07:25 19-Oct-2015,Status,5,144,197,59,43,216,79,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:04:22 19-Oct-2015,,,A,41.2490,-68.7640,Voltage: 3.81,02:04:22 19-Oct-2015,Status,5,133,238,11,122,138,188,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:07:25 19-Oct-2015,,,A,41.2490,-68.7640,Temperature: -34.85,02:07:25 19-Oct-2015,Status,5,144,197,59,43,216,79,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:51:38 19-Oct-2015,,,1,41.2480,-68.7568,Temperature: 44.41,02:51:38 19-Oct-2015,Status,5,116,205,60,85,111,69,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,02:51:38 19-Oct-2015,,,1,41.2480,-68.7570,Temperature: 44.41,02:51:38 19-Oct-2015,Status,5,116,205,60,85,111,69,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,08:19:14 19-Oct-2015,,,2,41.3506,-68.7211,Voltage: 1.07,08:19:14 19-Oct-2015,Status,6,141,67,164,123,86,45,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,08:19:14 19-Oct-2015,,,2,41.3510,-68.7210,Voltage: 1.07,08:19:14 19-Oct-2015,Status,6,141,67,164,123,86,45,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:54:01 19-Oct-2015,,,2,41.3201,-68.7047,Voltage: 1.23,11:54:01 19-Oct-2015,Status,6,112,77,66,74,138,76,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:02:25 19-Oct-2015,,,2,41.3201,-68.7047,Voltage: 3.82,12:02:25 19-Oct-2015,Status,6,110,239,117,40,208,22,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:54:01 19-Oct-2015,,,2,41.3200,-68.7050,Voltage: 1.23,11:54:01 19-Oct-2015,Status,6,112,77,66,74,138,76,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:02:25 19-Oct-2015,,,2,41.3200,-68.7050,Voltage: 3.82,12:02:25 19-Oct-2015,Status,6,110,239,117,40,208,22,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,15:04:35 19-Oct-2015,,,2,41.2774,-68.6925,Voltage: 0.98,15:04:35 19-Oct-2015,Status,7,107,61,88,18,248,63,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,15:04:35 19-Oct-2015,,,2,41.2770,-68.6920,Voltage: 0.98,15:04:35 19-Oct-2015,Status,7,107,61,88,18,248,63,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:26:31 19-Oct-2015,,,B,41.2832,-68.7750,Voltage: 1.20,19:26:31 19-Oct-2015,Status,7,136,75,61,39,154,79,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:26:31 19-Oct-2015,,,B,41.2830,-68.7750,Voltage: 1.20,19:26:31 19-Oct-2015,Status,7,136,75,61,39,154,79,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:43:46 19-Oct-2015,,,2,41.3012,-68.7721,Temperature: 46.65,19:43:46 19-Oct-2015,Status,7,134,210,85,58,203,82,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:43:46 19-Oct-2015,,,2,41.3010,-68.7720,Temperature: 46.65,19:43:46 19-Oct-2015,Status,7,134,210,85,58,203,82,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,06:14:23 21-Oct-2015,,,3,41.2093,-68.7161,Voltage: 2.11,06:14:23 21-Oct-2015,Status,137,155,132,60,30,55,190,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,06:14:23 21-Oct-2015,,,3,41.2090,-68.7160,Voltage: 2.11,06:14:23 21-Oct-2015,Status,137,155,132,60,30,55,190,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,09:06:20 23-Oct-2015,,,2,41.2957,-68.6292,Voltage: 2.35,09:06:20 23-Oct-2015,Status,10,243,147,1,243,119,8,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,09:06:20 23-Oct-2015,,,2,41.2960,-68.6290,Voltage: 2.35,09:06:20 23-Oct-2015,Status,10,243,147,1,243,119,8,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,09:47:36 23-Oct-2015,,,3,41.2841,-68.6300,Temperature: -41.66,09:47:36 23-Oct-2015,Status,11,144,212,33,81,140,52,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,09:47:36 23-Oct-2015,,,3,41.2840,-68.6300,Temperature: -41.66,09:47:36 23-Oct-2015,Status,11,144,212,33,81,140,52,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:17:49 23-Oct-2015,,,2,41.2578,-68.6058,Temperature: -31.67,11:17:49 23-Oct-2015,Status,11,138,209,31,95,128,95,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:17:49 23-Oct-2015,,,2,41.2580,-68.6060,Temperature: -31.67,11:17:49 23-Oct-2015,Status,11,138,209,31,95,128,95,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:42:38 23-Oct-2015,,,3,41.1788,-68.6032,Voltage: 0.43,13:42:38 23-Oct-2015,Status,50,227,27,246,13,223,179,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:42:38 23-Oct-2015,,,3,41.1790,-68.6030,Voltage: 0.43,13:42:38 23-Oct-2015,Status,50,227,27,246,13,223,179,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:20:20 25-Oct-2015,,,1,40.1245,-68.2505,Voltage: 2.43,12:20:20 25-Oct-2015,Status,92,137,152,50,10,206,220,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:21:43 25-Oct-2015,,,1,40.1245,-68.2505,Voltage: 2.13,12:21:43 25-Oct-2015,Status,13,133,133,129,96,242,60,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:20:20 25-Oct-2015,,,1,40.1240,-68.2510,Voltage: 2.43,12:20:20 25-Oct-2015,Status,92,137,152,50,10,206,220,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:21:43 25-Oct-2015,,,1,40.1240,-68.2510,Voltage: 2.13,12:21:43 25-Oct-2015,Status,13,133,133,129,96,242,60,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:59:08 25-Oct-2015,,,3,40.1344,-68.2154,Voltage: 3.82,13:59:08 25-Oct-2015,Status,13,131,239,186,100,211,248,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:59:08 25-Oct-2015,,,3,40.1340,-68.2150,Voltage: 3.82,13:59:08 25-Oct-2015,Status,13,131,239,186,100,211,248,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,03:06:48 28-Oct-2015,,,1,39.6695,-67.0036,Voltage: 1.81,03:06:48 28-Oct-2015,Status,14,129,113,166,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,03:06:48 28-Oct-2015,,,1,39.6700,-67.0040,Voltage: 1.81,03:06:48 28-Oct-2015,Status,14,129,113,166,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,06:31:59 28-Oct-2015,,,3,39.5654,-66.9726,Voltage: 1.66,06:31:59 28-Oct-2015,Status,12,186,104,89,244,202,13,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,06:31:59 28-Oct-2015,,,3,39.5650,-66.9730,Voltage: 1.66,06:31:59 28-Oct-2015,Status,12,186,104,89,244,202,13,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,17:57:13 28-Oct-2015,,,2,39.4896,-67.0172,Temperature: 110.64,17:57:13 28-Oct-2015,Status,14,141,214,35,80,147,231,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,17:57:13 28-Oct-2015,,,2,39.4900,-67.0170,Temperature: 110.64,17:57:13 28-Oct-2015,Status,14,141,214,35,80,147,231,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:05:15 28-Oct-2015,,,2,39.4591,-67.0457,Voltage: 2.14,20:05:15 28-Oct-2015,Status,15,134,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,20:05:15 28-Oct-2015,,,2,39.4590,-67.0460,Voltage: 2.14,20:05:15 28-Oct-2015,Status,15,134,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,21:40:47 28-Oct-2015,,,A,39.4382,-67.0681,Voltage: 3.97,21:40:47 28-Oct-2015,Status,15,116,248,142,124,210,124,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,21:40:47 28-Oct-2015,,,A,39.4380,-67.0680,Voltage: 3.97,21:40:47 28-Oct-2015,Status,15,116,248,142,124,210,124,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:02 29-Oct-2015,,,2,39.2394,-67.2743,Voltage: 1.86,10:33:02 29-Oct-2015,Status,15,115,116,32,55,67,99,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:50 29-Oct-2015,,,2,39.2394,-67.2743,Temperature: -29.38,10:33:50 29-Oct-2015,Status,15,117,211,61,59,156,108,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:02 29-Oct-2015,,,2,39.2390,-67.2740,Voltage: 1.86,10:33:02 29-Oct-2015,Status,15,115,116,32,55,67,99,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:50 29-Oct-2015,,,2,39.2390,-67.2740,Temperature: -29.38,10:33:50 29-Oct-2015,Status,15,117,211,61,59,156,108,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:02 29-Oct-2015,,,0,39.2412,-67.2723,Voltage: 2.06,10:33:02 29-Oct-2015,Status,15,112,129,136,160,80,75,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:50 29-Oct-2015,,,0,39.2412,-67.2723,Temperature: -69.30,10:33:50 29-Oct-2015,Status,15,117,211,61,35,148,7,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:02 29-Oct-2015,,,0,39.2410,-67.2720,Voltage: 2.06,10:33:02 29-Oct-2015,Status,15,112,129,136,160,80,75,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,10:33:50 29-Oct-2015,,,0,39.2410,-67.2720,Temperature: -69.30,10:33:50 29-Oct-2015,Status,15,117,211,61,35,148,7,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:39:55 29-Oct-2015,,,1,39.2387,-67.3037,Temperature: 58.98,11:39:55 29-Oct-2015,Status,7,127,210,55,80,143,139,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:39:55 29-Oct-2015,,,1,39.2390,-67.3040,Temperature: 58.98,11:39:55 29-Oct-2015,Status,7,127,210,55,80,143,139,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:15:36 29-Oct-2015,,,A,39.2502,-67.3135,Temperature: 40.48,12:15:36 29-Oct-2015,Status,15,132,210,53,76,139,44,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:15:36 29-Oct-2015,,,A,39.2500,-67.3130,Temperature: 40.48,12:15:36 29-Oct-2015,Status,15,132,210,53,76,139,44,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:14:49 29-Oct-2015,,,1,39.2354,-67.3417,Voltage: 2.27,13:14:49 29-Oct-2015,Status,16,142,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,13:14:49 29-Oct-2015,,,1,39.2350,-67.3420,Voltage: 2.27,13:14:49 29-Oct-2015,Status,16,142,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:29:08 30-Oct-2015,,,2,39.3922,-67.9120,Temperature: 51.26,11:29:08 30-Oct-2015,Status,17,124,210,63,75,179,106,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:29:08 30-Oct-2015,,,2,39.3920,-67.9120,Temperature: 51.26,11:29:08 30-Oct-2015,Status,17,124,210,63,75,179,106,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:48:51 30-Oct-2015,,,2,39.3936,-67.9157,Temperature: -41.96,11:48:51 30-Oct-2015,Status,17,137,208,78,54,156,51,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:55:50 30-Oct-2015,,,2,39.3936,-67.9157,Voltage: 1.52,11:55:50 30-Oct-2015,Status,17,232,95,0,127,128,59,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:48:51 30-Oct-2015,,,2,39.3940,-67.9160,Temperature: -41.96,11:48:51 30-Oct-2015,Status,17,137,208,78,54,156,51,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,11:55:50 30-Oct-2015,,,2,39.3940,-67.9160,Voltage: 1.52,11:55:50 30-Oct-2015,Status,17,232,95,0,127,128,59,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:58:47 30-Oct-2015,,,1,39.4211,-67.9128,Temperature: 72.60,12:58:47 30-Oct-2015,Status,17,123,207,73,141,159,180,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,12:58:47 30-Oct-2015,,,1,39.4210,-67.9130,Temperature: 72.60,12:58:47 30-Oct-2015,Status,17,123,207,73,141,159,180,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:43:00 30-Oct-2015,,,1,39.4652,-67.9263,Voltage: 0.43,14:43:00 30-Oct-2015,Status,3,134,27,22,108,130,133,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:44:45 30-Oct-2015,,,1,39.4652,-67.9263,Voltage: 2.06,14:44:45 30-Oct-2015,Status,17,123,129,204,218,170,179,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:43:00 30-Oct-2015,,,1,39.4650,-67.9260,Voltage: 0.43,14:43:00 30-Oct-2015,Status,3,134,27,22,108,130,133,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,14:44:45 30-Oct-2015,,,1,39.4650,-67.9260,Voltage: 2.06,14:44:45 30-Oct-2015,Status,17,123,129,204,218,170,179,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:39:08 30-Oct-2015,,,2,39.5779,-67.9003,Temperature: 179.02,19:39:08 30-Oct-2015,Status,18,122,204,64,63,159,251,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,19:39:08 30-Oct-2015,,,2,39.5780,-67.9000,Temperature: 179.02,19:39:08 30-Oct-2015,Status,18,122,204,64,63,159,251,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,17:10:31 01-Nov-2015,,,3,40.3420,-67.8811,Voltage: 2.32,17:10:31 01-Nov-2015,Status,121,174,145,194,68,188,163,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,17:10:31 01-Nov-2015,,,3,40.3420,-67.8810,Voltage: 2.32,17:10:31 01-Nov-2015,Status,121,174,145,194,68,188,163,,,,,,,,,,,,,,,,,,,,,,,,,
Larry,141268,SPOT,18:51:18 01-Nov-2015,,,2,40.3873,-67.8690,Voltage: 2.48,18:51:18 01-Nov-2015,Status,20,54,155,166,85,74,9,,,,,,,,,,,,,,,,,,,,,,,,,
