DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
Larry,141268,SPOT,10:46:34 16-Oct-2015,Argos,2,41.3027,-68.5923,323,3182,32,83,,,,,,
Larry,141268,SPOT,10:47:44 16-Oct-2015,Argos,2,41.3030,-68.5920,,,,,,,,,,
Larry,141268,SPOT,10:50:18 16-Oct-2015,Argos,1,41.3005,-68.5796,775,5931,101,109,,,,,,
Larry,141268,SPOT,10:52:17 16-Oct-2015,Argos,1,41.3010,-68.5800,,,,,,,,,,
Larry,141268,SPOT,11:02:05 16-Oct-2015,Argos,A,41.2930,-68.5545,274,2072,36,92,,,,,,
Larry,141268,SPOT,11:02:52 16-Oct-2015,Argos,A,41.2930,-68.5550,,,,,,,,,,
Larry,141268,SPOT,12:38:44 16-Oct-2015,Argos,A,41.2640,-68.5970,,,,,,,,,,
Larry,141268,SPOT,12:40:16 16-Oct-2015,Argos,A,41.2644,-68.5973,1964,8192,470,44,,,,,,
Larry,141268,SPOT,12:49:52 16-Oct-2015,Argos,B,41.2860,-68.5625,1605,4453,578,53,,,,,,
Larry,141268,SPOT,12:49:52 16-Oct-2015,Argos,B,41.2860,-68.5620,,,,,,,,,,
Larry,141268,SPOT,14:33:22 16-Oct-2015,Argos,A,41.2713,-68.6540,1070,1829,626,104,,,,,,
Larry,141268,SPOT,16:57:09 16-Oct-2015,Argos,2,41.2882,-68.7098,370,453,301,141,,,,,,
Larry,141268,SPOT,16:57:56 16-Oct-2015,Argos,2,41.2880,-68.7100,,,,,,,,,,
Larry,141268,SPOT,20:14:59 16-Oct-2015,Argos,A,41.2478,-68.7296,1163,6607,204,29,,,,,,
Larry,141268,SPOT,20:19:51 16-Oct-2015,Argos,A,41.2480,-68.7300,,,,,,,,,,
Larry,141268,SPOT,20:36:14 16-Oct-2015,Argos,B,41.2194,-68.7367,736,4761,113,76,,,,,,
