DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
141262,141262,SPOT,22:48:12 17-Aug-2016,Argos,3,41.5329,-70.6703,179,501,63,100,,,,,,
141262,141262,SPOT,22:50:07 17-Aug-2016,Argos,3,41.5330,-70.6700,,,,,,,,,,
141262,141262,SPOT,07:21:35 29-Aug-2016,Argos,2,41.6430,-69.1080,,,,,,,,,,
141262,141262,SPOT,07:25:16 29-Aug-2016,Argos,2,41.6432,-69.1079,329,869,124,85,,,,,,
141262,141262,SPOT,09:07:59 29-Aug-2016,Argos,B,41.6409,-69.1050,8700,12985,5828,90,,,,,,
141262,141262,SPOT,09:08:00 29-Aug-2016,Argos,B,41.6410,-69.1050,,,,,,,,,,
141262,141262,SPOT,09:55:23 29-Aug-2016,Argos,2,41.6268,-69.1092,341,508,228,31,,,,,,
141262,141262,SPOT,09:55:38 29-Aug-2016,Argos,2,41.6270,-69.1090,,,,,,,,,,
141262,141262,SPOT,10:37:31 29-Aug-2016,Argos,1,41.6244,-69.1249,605,1952,187,30,,,,,,
141262,141262,SPOT,10:47:26 29-Aug-2016,Argos,1,41.6240,-69.1250,,,,,,,,,,
141262,141262,SPOT,11:01:12 29-Aug-2016,Argos,B,41.6247,-69.1249,856,1163,630,51,,,,,,
141262,141262,SPOT,11:01:12 29-Aug-2016,Argos,B,41.6250,-69.1250,,,,,,,,,,
141262,141262,SPOT,11:37:19 29-Aug-2016,Argos,B,41.6280,-69.1264,1119,1478,846,81,,,,,,
141262,141262,SPOT,11:37:19 29-Aug-2016,Argos,B,41.6280,-69.1260,,,,,,,,,,
141262,141262,SPOT,13:11:21 29-Aug-2016,Argos,B,41.6311,-69.1329,1670,2443,1141,84,,,,,,
141262,141262,SPOT,13:11:22 29-Aug-2016,Argos,B,41.6310,-69.1330,,,,,,,,,,
141262,141262,SPOT,13:15:58 29-Aug-2016,Argos,B,41.6268,-69.1339,1749,2272,1346,85,,,,,,
141262,141262,SPOT,13:15:58 29-Aug-2016,Argos,B,41.6270,-69.1340,,,,,,,,,,
141262,141262,SPOT,14:08:41 29-Aug-2016,Argos,B,41.6268,-69.1353,2032,2700,1528,85,,,,,,
141262,141262,SPOT,14:08:42 29-Aug-2016,Argos,B,41.6270,-69.1350,,,,,,,,,,
141262,141262,SPOT,16:26:09 29-Aug-2016,Argos,B,41.6247,-69.1390,2551,3295,1975,87,,,,,,
141262,141262,SPOT,16:26:09 29-Aug-2016,Argos,B,41.6250,-69.1390,,,,,,,,,,
141262,141262,SPOT,17:07:57 29-Aug-2016,Argos,B,41.6525,-69.1303,2469,3925,1552,99,,,,,,
141262,141262,SPOT,17:07:58 29-Aug-2016,Argos,B,41.6520,-69.1300,,,,,,,,,,
141262,141262,SPOT,18:56:47 29-Aug-2016,Argos,A,41.6934,-69.1434,12740,573683,282,79,,,,,,
141262,141262,SPOT,18:57:50 29-Aug-2016,Argos,A,41.6930,-69.1430,,,,,,,,,,
141262,141262,SPOT,23:10:11 29-Aug-2016,Argos,B,41.7810,-69.0860,,,,,,,,,,
141262,141262,SPOT,23:10:11 29-Aug-2016,Argos,B,41.7760,-69.0610,,,,,,,,,,
141262,141262,SPOT,23:10:54 29-Aug-2016,Argos,B,41.7811,-69.0858,9034,74146,1100,103,,,,,,
141262,141262,SPOT,23:10:54 29-Aug-2016,Argos,B,41.7762,-69.0610,2016,19252,211,106,,,,,,
141262,141262,SPOT,23:42:25 29-Aug-2016,Argos,B,41.7837,-69.0637,2036,8676,477,104,,,,,,
141262,141262,SPOT,23:42:25 29-Aug-2016,Argos,B,41.7840,-69.0640,,,,,,,,,,
141262,141262,SPOT,02:08:42 30-Aug-2016,Argos,B,41.8134,-69.0684,2612,5756,1185,102,,,,,,
