DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
141262,141262,SPOT,Weak,17-Aug-2016,22:45:43,17-Aug-2016,22:45:43
141262,141262,SPOT,Weak,01-Sep-2016,00:00:00,01-Sep-2016,00:00:00
