DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
141266,141266,SPOT,Weak,17-Aug-2016,22:46:16,17-Aug-2016,22:46:16
141266,141266,SPOT,Weak,13-Sep-2016,00:00:00,13-Sep-2016,00:00:00
