DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
141266,141266,,SPOT,,,22:46:16 17-Aug-2016,,1,39.0997,-58.3793,,,,,384,3.552,,0.248,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,22:47:00 17-Aug-2016,,1,39.0997,-58.3793,,,,,384,3.536,,0.248,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,22:47:44 17-Aug-2016,,1,39.0997,-58.3793,,,,,384,3.536,,0.248,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,22:48:28 17-Aug-2016,,1,39.0997,-58.3793,,,,,384,3.536,,0.248,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,19:51:17 10-Sep-2016,,,,,,,,,384,3.472,,0.408,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,22:08:06 10-Sep-2016,,,,,,,,,384,3.520,,0.284,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,22:21:11 10-Sep-2016,,,,,,,,,384,3.536,,0.216,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,00:12:31 11-Sep-2016,,,,,,,,,640,3.520,,0.244,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,06:31:43 11-Sep-2016,,2,41.7222,-69.4402,,,,,640,3.408,,0.276,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
141266,141266,,SPOT,,,06:32:27 11-Sep-2016,,2,41.7222,-69.4402,,,,,640,3.408,,0.264,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
