DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
141263,141263,,SPOT,,,22:49:29 17-Aug-2016,,,,,,,,,384,3.376,,0.332,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,14:09:49 26-Aug-2016,,,,,,,,,384,3.456,,0.168,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,14:11:37 26-Aug-2016,,,,,,,,,384,3.424,,0.200,34.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,17:50:26 26-Aug-2016,,,,,,,,,384,3.424,,0.196,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,19:28:03 26-Aug-2016,,,,,,,,,640,3.408,,0.208,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,19:31:09 26-Aug-2016,,,,,,,,,640,3.440,,0.164,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,19:31:54 26-Aug-2016,,,,,,,,,640,3.440,,0.160,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,21:43:39 26-Aug-2016,,,,,,,,,640,3.456,,0.160,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,09:51:06 27-Aug-2016,,,,,,,,,640,3.456,,0.180,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:01:43 27-Aug-2016,,,,,,,,,640,3.440,,0.184,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:49:09 27-Aug-2016,,,,,,,,,640,3.424,,0.192,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,17:40:24 27-Aug-2016,,,,,,,,,640,3.424,,0.212,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,20:57:08 27-Aug-2016,,,,,,,,,640,3.392,,0.260,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,21:12:13 27-Aug-2016,,,,,,,,,640,3.408,,0.188,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,22:36:29 27-Aug-2016,,,,,,,,,640,3.408,,0.172,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,23:34:14 27-Aug-2016,,,,,,,,,640,3.376,,0.208,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,07:32:26 28-Aug-2016,,,,,,,,,640,3.392,,0.212,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,12:42:37 28-Aug-2016,,B,41.3584,-69.1168,,,,,640,3.440,,0.152,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,12:43:22 28-Aug-2016,,B,41.3584,-69.1168,,,,,640,3.424,,0.164,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:27:27 28-Aug-2016,,1,41.3484,-69.1227,,,,,640,3.408,,0.200,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:28:12 28-Aug-2016,,1,41.3484,-69.1227,,,,,640,3.392,,0.228,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:28:57 28-Aug-2016,,1,41.3484,-69.1227,,,,,640,3.440,,0.156,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:29:42 28-Aug-2016,,1,41.3484,-69.1227,,,,,640,3.424,,0.160,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:30:29 28-Aug-2016,,1,41.3484,-69.1227,,,,,640,3.408,,0.188,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
141263,141263,,SPOT,,,13:31:14 28-Aug-2016,,3,41.3489,-69.1185,,,,,640,3.424,,0.172,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
